id,value,category,amount
32530,95,cat_0,95
32531,599,cat_1,599
32532,251,cat_2,251
32533,257,cat_3,257
32534,423,cat_4,423
32535,387,cat_0,387
32536,377,cat_1,377
32537,823,cat_2,823
32538,182,cat_3,182
32539,636,cat_4,636
32540,935,cat_0,935
32541,718,cat_1,718
32542,17,cat_2,17
32543,143,cat_3,143
32544,975,cat_4,975
32545,926,cat_0,926
32546,8,cat_1,8
32547,562,cat_2,562
32548,296,cat_3,296
32549,889,cat_4,889
32550,331,cat_0,331
32551,225,cat_1,225
32552,873,cat_2,873
32553,953,cat_3,953
32554,938,cat_4,938
32555,814,cat_0,814
32556,215,cat_1,215
32557,982,cat_2,982
32558,510,cat_3,510
32559,894,cat_4,894
32560,128,cat_0,128
32561,291,cat_1,291
32562,638,cat_2,638
32563,337,cat_3,337
32564,42,cat_4,42
32565,689,cat_0,689
32566,475,cat_1,475
32567,711,cat_2,711
32568,937,cat_3,937
32569,185,cat_4,185
32570,266,cat_0,266
32571,397,cat_1,397
32572,923,cat_2,923
32573,977,cat_3,977
32574,262,cat_4,262
32575,481,cat_0,481
32576,933,cat_1,933
32577,703,cat_2,703
32578,483,cat_3,483
32579,677,cat_4,677
32580,48,cat_0,48
32581,540,cat_1,540
32582,16,cat_2,16
32583,404,cat_3,404
32584,950,cat_4,950
32585,288,cat_0,288
32586,428,cat_1,428
32587,739,cat_2,739
32588,380,cat_3,380
32589,697,cat_4,697
32590,959,cat_0,959
32591,460,cat_1,460
32592,601,cat_2,601
32593,989,cat_3,989
32594,448,cat_4,448
32595,274,cat_0,274
32596,975,cat_1,975
32597,553,cat_2,553
32598,357,cat_3,357
32599,787,cat_4,787
32600,214,cat_0,214
32601,104,cat_1,104
32602,732,cat_2,732
32603,791,cat_3,791
32604,970,cat_4,970
32605,840,cat_0,840
32606,215,cat_1,215
32607,885,cat_2,885
32608,792,cat_3,792
32609,118,cat_4,118
32610,170,cat_0,170
32611,142,cat_1,142
32612,953,cat_2,953
32613,34,cat_3,34
32614,269,cat_4,269
32615,893,cat_0,893
32616,291,cat_1,291
32617,438,cat_2,438
32618,507,cat_3,507
32619,906,cat_4,906
32620,634,cat_0,634
32621,733,cat_1,733
32622,476,cat_2,476
32623,851,cat_3,851
32624,584,cat_4,584
32625,529,cat_0,529
32626,469,cat_1,469
32627,364,cat_2,364
32628,544,cat_3,544
32629,321,cat_4,321
32630,209,cat_0,209
32631,197,cat_1,197
32632,312,cat_2,312
32633,408,cat_3,408
32634,342,cat_4,342
32635,619,cat_0,619
32636,254,cat_1,254
32637,373,cat_2,373
32638,701,cat_3,701
32639,418,cat_4,418
32640,120,cat_0,120
32641,324,cat_1,324
32642,597,cat_2,597
32643,65,cat_3,65
32644,839,cat_4,839
32645,110,cat_0,110
32646,518,cat_1,518
32647,410,cat_2,410
32648,231,cat_3,231
32649,178,cat_4,178
32650,744,cat_0,744
32651,966,cat_1,966
32652,202,cat_2,202
32653,71,cat_3,71
32654,266,cat_4,266
32655,500,cat_0,500
32656,491,cat_1,491
32657,442,cat_2,442
32658,345,cat_3,345
32659,411,cat_4,411
32660,437,cat_0,437
32661,666,cat_1,666
32662,102,cat_2,102
32663,665,cat_3,665
32664,413,cat_4,413
32665,203,cat_0,203
32666,560,cat_1,560
32667,935,cat_2,935
32668,787,cat_3,787
32669,306,cat_4,306
32670,938,cat_0,938
32671,843,cat_1,843
32672,537,cat_2,537
32673,969,cat_3,969
32674,296,cat_4,296
32675,91,cat_0,91
32676,741,cat_1,741
32677,790,cat_2,790
32678,175,cat_3,175
32679,283,cat_4,283
32680,151,cat_0,151
32681,902,cat_1,902
32682,418,cat_2,418
32683,316,cat_3,316
32684,809,cat_4,809
32685,267,cat_0,267
32686,480,cat_1,480
32687,949,cat_2,949
32688,586,cat_3,586
32689,240,cat_4,240
32690,991,cat_0,991
32691,792,cat_1,792
32692,452,cat_2,452
32693,400,cat_3,400
32694,859,cat_4,859
32695,385,cat_0,385
32696,865,cat_1,865
32697,720,cat_2,720
32698,866,cat_3,866
32699,913,cat_4,913
32700,513,cat_0,513
32701,282,cat_1,282
32702,684,cat_2,684
32703,749,cat_3,749
32704,313,cat_4,313
32705,250,cat_0,250
32706,397,cat_1,397
32707,21,cat_2,21
32708,571,cat_3,571
32709,199,cat_4,199
32710,96,cat_0,96
32711,968,cat_1,968
32712,660,cat_2,660
32713,613,cat_3,613
32714,542,cat_4,542
32715,55,cat_0,55
32716,244,cat_1,244
32717,451,cat_2,451
32718,496,cat_3,496
32719,1000,cat_4,1000
32720,120,cat_0,120
32721,683,cat_1,683
32722,819,cat_2,819
32723,598,cat_3,598
32724,419,cat_4,419
32725,869,cat_0,869
32726,648,cat_1,648
32727,148,cat_2,148
32728,452,cat_3,452
32729,30,cat_4,30
32730,69,cat_0,69
32731,848,cat_1,848
32732,161,cat_2,161
32733,895,cat_3,895
32734,588,cat_4,588
32735,889,cat_0,889
32736,949,cat_1,949
32737,904,cat_2,904
32738,982,cat_3,982
32739,282,cat_4,282
32740,878,cat_0,878
32741,797,cat_1,797
32742,258,cat_2,258
32743,3,cat_3,3
32744,572,cat_4,572
32745,610,cat_0,610
32746,66,cat_1,66
32747,372,cat_2,372
32748,74,cat_3,74
32749,626,cat_4,626
32750,624,cat_0,624
32751,339,cat_1,339
32752,677,cat_2,677
32753,35,cat_3,35
32754,733,cat_4,733
32755,107,cat_0,107
32756,753,cat_1,753
32757,345,cat_2,345
32758,99,cat_3,99
32759,743,cat_4,743
32760,758,cat_0,758
32761,458,cat_1,458
32762,936,cat_2,936
32763,241,cat_3,241
32764,199,cat_4,199
32765,404,cat_0,404
32766,46,cat_1,46
32767,169,cat_2,169
32768,386,cat_3,386
32769,248,cat_4,248
32770,406,cat_0,406
32771,646,cat_1,646
32772,962,cat_2,962
32773,918,cat_3,918
32774,318,cat_4,318
32775,443,cat_0,443
32776,552,cat_1,552
32777,226,cat_2,226
32778,602,cat_3,602
32779,744,cat_4,744
32780,85,cat_0,85
32781,357,cat_1,357
32782,320,cat_2,320
32783,303,cat_3,303
32784,897,cat_4,897
32785,78,cat_0,78
32786,887,cat_1,887
32787,533,cat_2,533
32788,315,cat_3,315
32789,485,cat_4,485
32790,832,cat_0,832
32791,141,cat_1,141
32792,187,cat_2,187
32793,712,cat_3,712
32794,436,cat_4,436
32795,116,cat_0,116
32796,560,cat_1,560
32797,522,cat_2,522
32798,441,cat_3,441
32799,718,cat_4,718
32800,195,cat_0,195
32801,622,cat_1,622
32802,331,cat_2,331
32803,239,cat_3,239
32804,532,cat_4,532
32805,380,cat_0,380
32806,510,cat_1,510
32807,192,cat_2,192
32808,891,cat_3,891
32809,617,cat_4,617
32810,707,cat_0,707
32811,18,cat_1,18
32812,773,cat_2,773
32813,446,cat_3,446
32814,682,cat_4,682
32815,697,cat_0,697
32816,97,cat_1,97
32817,235,cat_2,235
32818,438,cat_3,438
32819,277,cat_4,277
32820,66,cat_0,66
32821,266,cat_1,266
32822,950,cat_2,950
32823,325,cat_3,325
32824,678,cat_4,678
32825,307,cat_0,307
32826,635,cat_1,635
32827,151,cat_2,151
32828,890,cat_3,890
32829,401,cat_4,401
32830,505,cat_0,505
32831,843,cat_1,843
32832,25,cat_2,25
32833,101,cat_3,101
32834,736,cat_4,736
32835,288,cat_0,288
32836,63,cat_1,63
32837,662,cat_2,662
32838,901,cat_3,901
32839,176,cat_4,176
32840,234,cat_0,234
32841,545,cat_1,545
32842,869,cat_2,869
32843,167,cat_3,167
32844,58,cat_4,58
32845,956,cat_0,956
32846,739,cat_1,739
32847,469,cat_2,469
32848,357,cat_3,357
32849,758,cat_4,758
32850,971,cat_0,971
32851,968,cat_1,968
32852,354,cat_2,354
32853,947,cat_3,947
32854,473,cat_4,473
32855,340,cat_0,340
32856,591,cat_1,591
32857,654,cat_2,654
32858,486,cat_3,486
32859,88,cat_4,88
32860,239,cat_0,239
32861,634,cat_1,634
32862,890,cat_2,890
32863,887,cat_3,887
32864,969,cat_4,969
32865,719,cat_0,719
32866,429,cat_1,429
32867,229,cat_2,229
32868,581,cat_3,581
32869,86,cat_4,86
32870,19,cat_0,19
32871,623,cat_1,623
32872,416,cat_2,416
32873,476,cat_3,476
32874,267,cat_4,267
32875,281,cat_0,281
32876,968,cat_1,968
32877,736,cat_2,736
32878,185,cat_3,185
32879,791,cat_4,791
32880,850,cat_0,850
32881,214,cat_1,214
32882,373,cat_2,373
32883,589,cat_3,589
32884,97,cat_4,97
32885,26,cat_0,26
32886,429,cat_1,429
32887,488,cat_2,488
32888,882,cat_3,882
32889,498,cat_4,498
32890,316,cat_0,316
32891,623,cat_1,623
32892,211,cat_2,211
32893,859,cat_3,859
32894,221,cat_4,221
32895,497,cat_0,497
32896,457,cat_1,457
32897,704,cat_2,704
32898,411,cat_3,411
32899,550,cat_4,550
32900,868,cat_0,868
32901,900,cat_1,900
32902,560,cat_2,560
32903,477,cat_3,477
32904,141,cat_4,141
32905,813,cat_0,813
32906,439,cat_1,439
32907,593,cat_2,593
32908,293,cat_3,293
32909,547,cat_4,547
32910,255,cat_0,255
32911,435,cat_1,435
32912,422,cat_2,422
32913,752,cat_3,752
32914,258,cat_4,258
32915,322,cat_0,322
32916,193,cat_1,193
32917,990,cat_2,990
32918,645,cat_3,645
32919,91,cat_4,91
32920,145,cat_0,145
32921,722,cat_1,722
32922,228,cat_2,228
32923,175,cat_3,175
32924,246,cat_4,246
32925,152,cat_0,152
32926,653,cat_1,653
32927,506,cat_2,506
32928,50,cat_3,50
32929,28,cat_4,28
32930,312,cat_0,312
32931,684,cat_1,684
32932,121,cat_2,121
32933,318,cat_3,318
32934,702,cat_4,702
32935,776,cat_0,776
32936,916,cat_1,916
32937,603,cat_2,603
32938,601,cat_3,601
32939,578,cat_4,578
32940,6,cat_0,6
32941,762,cat_1,762
32942,582,cat_2,582
32943,169,cat_3,169
32944,103,cat_4,103
32945,726,cat_0,726
32946,817,cat_1,817
32947,582,cat_2,582
32948,454,cat_3,454
32949,232,cat_4,232
32950,923,cat_0,923
32951,356,cat_1,356
32952,761,cat_2,761
32953,935,cat_3,935
32954,335,cat_4,335
32955,631,cat_0,631
32956,894,cat_1,894
32957,551,cat_2,551
32958,816,cat_3,816
32959,401,cat_4,401
32960,671,cat_0,671
32961,404,cat_1,404
32962,194,cat_2,194
32963,25,cat_3,25
32964,239,cat_4,239
32965,446,cat_0,446
32966,518,cat_1,518
32967,273,cat_2,273
32968,838,cat_3,838
32969,894,cat_4,894
32970,650,cat_0,650
32971,616,cat_1,616
32972,87,cat_2,87
32973,915,cat_3,915
32974,133,cat_4,133
32975,94,cat_0,94
32976,942,cat_1,942
32977,814,cat_2,814
32978,290,cat_3,290
32979,217,cat_4,217
32980,187,cat_0,187
32981,449,cat_1,449
32982,600,cat_2,600
32983,528,cat_3,528
32984,555,cat_4,555
32985,72,cat_0,72
32986,144,cat_1,144
32987,303,cat_2,303
32988,965,cat_3,965
32989,883,cat_4,883
32990,407,cat_0,407
32991,224,cat_1,224
32992,775,cat_2,775
32993,913,cat_3,913
32994,993,cat_4,993
32995,982,cat_0,982
32996,157,cat_1,157
32997,325,cat_2,325
32998,159,cat_3,159
32999,995,cat_4,995
33000,724,cat_0,724
33001,226,cat_1,226
33002,174,cat_2,174
33003,338,cat_3,338
33004,518,cat_4,518
33005,324,cat_0,324
33006,980,cat_1,980
33007,534,cat_2,534
33008,3,cat_3,3
33009,903,cat_4,903
33010,926,cat_0,926
33011,568,cat_1,568
33012,926,cat_2,926
33013,52,cat_3,52
33014,691,cat_4,691
33015,76,cat_0,76
33016,469,cat_1,469
33017,65,cat_2,65
33018,380,cat_3,380
33019,237,cat_4,237
33020,811,cat_0,811
33021,661,cat_1,661
33022,386,cat_2,386
33023,655,cat_3,655
33024,143,cat_4,143
33025,511,cat_0,511
33026,321,cat_1,321
33027,140,cat_2,140
33028,740,cat_3,740
33029,448,cat_4,448
33030,679,cat_0,679
33031,179,cat_1,179
33032,115,cat_2,115
33033,486,cat_3,486
33034,207,cat_4,207
33035,171,cat_0,171
33036,905,cat_1,905
33037,468,cat_2,468
33038,300,cat_3,300
33039,802,cat_4,802
33040,739,cat_0,739
33041,801,cat_1,801
33042,284,cat_2,284
33043,919,cat_3,919
33044,564,cat_4,564
33045,45,cat_0,45
33046,905,cat_1,905
33047,677,cat_2,677
33048,254,cat_3,254
33049,355,cat_4,355
33050,230,cat_0,230
33051,772,cat_1,772
33052,1,cat_2,1
33053,187,cat_3,187
33054,337,cat_4,337
33055,251,cat_0,251
33056,2,cat_1,2
33057,66,cat_2,66
33058,101,cat_3,101
33059,786,cat_4,786
33060,42,cat_0,42
33061,149,cat_1,149
33062,720,cat_2,720
33063,548,cat_3,548
33064,17,cat_4,17
33065,636,cat_0,636
33066,341,cat_1,341
33067,945,cat_2,945
33068,547,cat_3,547
33069,434,cat_4,434
33070,942,cat_0,942
33071,602,cat_1,602
33072,758,cat_2,758
33073,595,cat_3,595
33074,731,cat_4,731
33075,77,cat_0,77
33076,409,cat_1,409
33077,590,cat_2,590
33078,752,cat_3,752
33079,956,cat_4,956
33080,233,cat_0,233
33081,327,cat_1,327
33082,224,cat_2,224
33083,153,cat_3,153
33084,965,cat_4,965
33085,17,cat_0,17
33086,924,cat_1,924
33087,826,cat_2,826
33088,665,cat_3,665
33089,854,cat_4,854
33090,983,cat_0,983
33091,426,cat_1,426
33092,648,cat_2,648
33093,856,cat_3,856
33094,406,cat_4,406
33095,432,cat_0,432
33096,757,cat_1,757
33097,105,cat_2,105
33098,321,cat_3,321
33099,56,cat_4,56
33100,562,cat_0,562
33101,14,cat_1,14
33102,532,cat_2,532
33103,700,cat_3,700
33104,640,cat_4,640
33105,631,cat_0,631
33106,394,cat_1,394
33107,271,cat_2,271
33108,156,cat_3,156
33109,597,cat_4,597
33110,970,cat_0,970
33111,685,cat_1,685
33112,39,cat_2,39
33113,381,cat_3,381
33114,586,cat_4,586
33115,214,cat_0,214
33116,749,cat_1,749
33117,389,cat_2,389
33118,965,cat_3,965
33119,624,cat_4,624
33120,194,cat_0,194
33121,120,cat_1,120
33122,120,cat_2,120
33123,36,cat_3,36
33124,291,cat_4,291
33125,556,cat_0,556
33126,674,cat_1,674
33127,179,cat_2,179
33128,10,cat_3,10
33129,360,cat_4,360
33130,267,cat_0,267
33131,148,cat_1,148
33132,330,cat_2,330
33133,214,cat_3,214
33134,691,cat_4,691
33135,927,cat_0,927
33136,246,cat_1,246
33137,537,cat_2,537
33138,991,cat_3,991
33139,706,cat_4,706
33140,522,cat_0,522
33141,957,cat_1,957
33142,89,cat_2,89
33143,742,cat_3,742
33144,326,cat_4,326
33145,58,cat_0,58
33146,992,cat_1,992
33147,915,cat_2,915
33148,474,cat_3,474
33149,295,cat_4,295
33150,604,cat_0,604
33151,278,cat_1,278
33152,321,cat_2,321
33153,473,cat_3,473
33154,694,cat_4,694
33155,981,cat_0,981
33156,264,cat_1,264
33157,138,cat_2,138
33158,165,cat_3,165
33159,310,cat_4,310
33160,934,cat_0,934
33161,956,cat_1,956
33162,511,cat_2,511
33163,690,cat_3,690
33164,672,cat_4,672
33165,884,cat_0,884
33166,370,cat_1,370
33167,158,cat_2,158
33168,283,cat_3,283
33169,303,cat_4,303
33170,105,cat_0,105
33171,448,cat_1,448
33172,471,cat_2,471
33173,647,cat_3,647
33174,182,cat_4,182
33175,296,cat_0,296
33176,531,cat_1,531
33177,170,cat_2,170
33178,377,cat_3,377
33179,55,cat_4,55
33180,5,cat_0,5
33181,906,cat_1,906
33182,559,cat_2,559
33183,897,cat_3,897
33184,195,cat_4,195
33185,719,cat_0,719
33186,763,cat_1,763
33187,468,cat_2,468
33188,713,cat_3,713
33189,981,cat_4,981
33190,208,cat_0,208
33191,987,cat_1,987
33192,260,cat_2,260
33193,530,cat_3,530
33194,900,cat_4,900
33195,421,cat_0,421
33196,682,cat_1,682
33197,120,cat_2,120
33198,385,cat_3,385
33199,642,cat_4,642
33200,578,cat_0,578
33201,931,cat_1,931
33202,831,cat_2,831
33203,414,cat_3,414
33204,267,cat_4,267
33205,223,cat_0,223
33206,124,cat_1,124
33207,75,cat_2,75
33208,459,cat_3,459
33209,503,cat_4,503
33210,947,cat_0,947
33211,789,cat_1,789
33212,332,cat_2,332
33213,71,cat_3,71
33214,859,cat_4,859
33215,86,cat_0,86
33216,683,cat_1,683
33217,297,cat_2,297
33218,846,cat_3,846
33219,58,cat_4,58
33220,887,cat_0,887
33221,106,cat_1,106
33222,815,cat_2,815
33223,29,cat_3,29
33224,711,cat_4,711
33225,229,cat_0,229
33226,414,cat_1,414
33227,471,cat_2,471
33228,785,cat_3,785
33229,811,cat_4,811
33230,655,cat_0,655
33231,472,cat_1,472
33232,178,cat_2,178
33233,31,cat_3,31
33234,724,cat_4,724
33235,145,cat_0,145
33236,123,cat_1,123
33237,957,cat_2,957
33238,408,cat_3,408
33239,264,cat_4,264
33240,787,cat_0,787
33241,530,cat_1,530
33242,841,cat_2,841
33243,39,cat_3,39
33244,52,cat_4,52
33245,837,cat_0,837
33246,547,cat_1,547
33247,939,cat_2,939
33248,345,cat_3,345
33249,914,cat_4,914
33250,299,cat_0,299
33251,340,cat_1,340
33252,442,cat_2,442
33253,268,cat_3,268
33254,374,cat_4,374
33255,394,cat_0,394
33256,41,cat_1,41
33257,35,cat_2,35
33258,561,cat_3,561
33259,23,cat_4,23
33260,600,cat_0,600
33261,673,cat_1,673
33262,63,cat_2,63
33263,416,cat_3,416
33264,184,cat_4,184
33265,488,cat_0,488
33266,696,cat_1,696
33267,367,cat_2,367
33268,436,cat_3,436
33269,305,cat_4,305
33270,649,cat_0,649
33271,331,cat_1,331
33272,399,cat_2,399
33273,616,cat_3,616
33274,818,cat_4,818
33275,966,cat_0,966
33276,419,cat_1,419
33277,701,cat_2,701
33278,210,cat_3,210
33279,409,cat_4,409
33280,703,cat_0,703
33281,3,cat_1,3
33282,593,cat_2,593
33283,770,cat_3,770
33284,563,cat_4,563
33285,587,cat_0,587
33286,892,cat_1,892
33287,317,cat_2,317
33288,656,cat_3,656
33289,120,cat_4,120
33290,51,cat_0,51
33291,658,cat_1,658
33292,738,cat_2,738
33293,240,cat_3,240
33294,215,cat_4,215
33295,454,cat_0,454
33296,542,cat_1,542
33297,477,cat_2,477
33298,346,cat_3,346
33299,291,cat_4,291
33300,206,cat_0,206
33301,694,cat_1,694
33302,224,cat_2,224
33303,419,cat_3,419
33304,464,cat_4,464
33305,628,cat_0,628
33306,828,cat_1,828
33307,192,cat_2,192
33308,961,cat_3,961
33309,389,cat_4,389
33310,452,cat_0,452
33311,913,cat_1,913
33312,444,cat_2,444
33313,133,cat_3,133
33314,563,cat_4,563
33315,93,cat_0,93
33316,979,cat_1,979
33317,159,cat_2,159
33318,806,cat_3,806
33319,877,cat_4,877
33320,758,cat_0,758
33321,969,cat_1,969
33322,761,cat_2,761
33323,215,cat_3,215
33324,597,cat_4,597
33325,203,cat_0,203
33326,36,cat_1,36
33327,493,cat_2,493
33328,34,cat_3,34
33329,525,cat_4,525
33330,812,cat_0,812
33331,742,cat_1,742
33332,149,cat_2,149
33333,954,cat_3,954
33334,172,cat_4,172
33335,131,cat_0,131
33336,771,cat_1,771
33337,561,cat_2,561
33338,191,cat_3,191
33339,134,cat_4,134
33340,385,cat_0,385
33341,203,cat_1,203
33342,328,cat_2,328
33343,188,cat_3,188
33344,836,cat_4,836
33345,769,cat_0,769
33346,112,cat_1,112
33347,390,cat_2,390
33348,957,cat_3,957
33349,870,cat_4,870
33350,587,cat_0,587
33351,624,cat_1,624
33352,530,cat_2,530
33353,955,cat_3,955
33354,682,cat_4,682
33355,926,cat_0,926
33356,53,cat_1,53
33357,828,cat_2,828
33358,136,cat_3,136
33359,329,cat_4,329
33360,268,cat_0,268
33361,279,cat_1,279
33362,220,cat_2,220
33363,933,cat_3,933
33364,508,cat_4,508
33365,471,cat_0,471
33366,63,cat_1,63
33367,449,cat_2,449
33368,932,cat_3,932
33369,599,cat_4,599
33370,418,cat_0,418
33371,716,cat_1,716
33372,155,cat_2,155
33373,92,cat_3,92
33374,420,cat_4,420
33375,393,cat_0,393
33376,642,cat_1,642
33377,901,cat_2,901
33378,45,cat_3,45
33379,841,cat_4,841
33380,92,cat_0,92
33381,420,cat_1,420
33382,976,cat_2,976
33383,848,cat_3,848
33384,883,cat_4,883
33385,871,cat_0,871
33386,356,cat_1,356
33387,244,cat_2,244
33388,497,cat_3,497
33389,533,cat_4,533
33390,969,cat_0,969
33391,84,cat_1,84
33392,811,cat_2,811
33393,598,cat_3,598
33394,866,cat_4,866
33395,850,cat_0,850
33396,751,cat_1,751
33397,764,cat_2,764
33398,148,cat_3,148
33399,935,cat_4,935
33400,360,cat_0,360
33401,206,cat_1,206
33402,718,cat_2,718
33403,578,cat_3,578
33404,925,cat_4,925
33405,400,cat_0,400
33406,280,cat_1,280
33407,118,cat_2,118
33408,350,cat_3,350
33409,147,cat_4,147
33410,47,cat_0,47
33411,67,cat_1,67
33412,741,cat_2,741
33413,857,cat_3,857
33414,340,cat_4,340
33415,815,cat_0,815
33416,210,cat_1,210
33417,148,cat_2,148
33418,169,cat_3,169
33419,60,cat_4,60
33420,556,cat_0,556
33421,198,cat_1,198
33422,92,cat_2,92
33423,656,cat_3,656
33424,465,cat_4,465
33425,320,cat_0,320
33426,420,cat_1,420
33427,356,cat_2,356
33428,430,cat_3,430
33429,729,cat_4,729
33430,603,cat_0,603
33431,443,cat_1,443
33432,481,cat_2,481
33433,652,cat_3,652
33434,472,cat_4,472
33435,187,cat_0,187
33436,870,cat_1,870
33437,124,cat_2,124
33438,970,cat_3,970
33439,739,cat_4,739
33440,447,cat_0,447
33441,900,cat_1,900
33442,494,cat_2,494
33443,276,cat_3,276
33444,74,cat_4,74
33445,235,cat_0,235
33446,44,cat_1,44
33447,243,cat_2,243
33448,554,cat_3,554
33449,94,cat_4,94
33450,18,cat_0,18
33451,77,cat_1,77
33452,705,cat_2,705
33453,978,cat_3,978
33454,625,cat_4,625
33455,777,cat_0,777
33456,840,cat_1,840
33457,780,cat_2,780
33458,646,cat_3,646
33459,654,cat_4,654
33460,438,cat_0,438
33461,641,cat_1,641
33462,446,cat_2,446
33463,252,cat_3,252
33464,142,cat_4,142
33465,633,cat_0,633
33466,361,cat_1,361
33467,464,cat_2,464
33468,460,cat_3,460
33469,299,cat_4,299
33470,725,cat_0,725
33471,213,cat_1,213
33472,42,cat_2,42
33473,288,cat_3,288
33474,453,cat_4,453
33475,675,cat_0,675
33476,110,cat_1,110
33477,164,cat_2,164
33478,2,cat_3,2
33479,259,cat_4,259
33480,964,cat_0,964
33481,614,cat_1,614
33482,514,cat_2,514
33483,264,cat_3,264
33484,860,cat_4,860
33485,887,cat_0,887
33486,116,cat_1,116
33487,685,cat_2,685
33488,210,cat_3,210
33489,684,cat_4,684
33490,872,cat_0,872
33491,167,cat_1,167
33492,870,cat_2,870
33493,513,cat_3,513
33494,929,cat_4,929
33495,895,cat_0,895
33496,975,cat_1,975
33497,823,cat_2,823
33498,658,cat_3,658
33499,659,cat_4,659
33500,268,cat_0,268
33501,973,cat_1,973
33502,135,cat_2,135
33503,484,cat_3,484
33504,257,cat_4,257
33505,952,cat_0,952
33506,855,cat_1,855
33507,596,cat_2,596
33508,90,cat_3,90
33509,789,cat_4,789
33510,925,cat_0,925
33511,824,cat_1,824
33512,489,cat_2,489
33513,786,cat_3,786
33514,686,cat_4,686
33515,415,cat_0,415
33516,969,cat_1,969
33517,462,cat_2,462
33518,300,cat_3,300
33519,282,cat_4,282
33520,850,cat_0,850
33521,102,cat_1,102
33522,191,cat_2,191
33523,77,cat_3,77
33524,892,cat_4,892
33525,881,cat_0,881
33526,829,cat_1,829
33527,732,cat_2,732
33528,551,cat_3,551
33529,554,cat_4,554
33530,400,cat_0,400
33531,650,cat_1,650
33532,350,cat_2,350
33533,947,cat_3,947
33534,509,cat_4,509
33535,723,cat_0,723
33536,307,cat_1,307
33537,109,cat_2,109
33538,665,cat_3,665
33539,151,cat_4,151
33540,6,cat_0,6
33541,797,cat_1,797
33542,491,cat_2,491
33543,303,cat_3,303
33544,238,cat_4,238
33545,850,cat_0,850
33546,386,cat_1,386
33547,170,cat_2,170
33548,314,cat_3,314
33549,32,cat_4,32
33550,158,cat_0,158
33551,677,cat_1,677
33552,278,cat_2,278
33553,683,cat_3,683
33554,29,cat_4,29
33555,557,cat_0,557
33556,227,cat_1,227
33557,104,cat_2,104
33558,385,cat_3,385
33559,404,cat_4,404
33560,495,cat_0,495
33561,67,cat_1,67
33562,111,cat_2,111
33563,383,cat_3,383
33564,345,cat_4,345
33565,188,cat_0,188
33566,816,cat_1,816
33567,888,cat_2,888
33568,360,cat_3,360
33569,7,cat_4,7
33570,163,cat_0,163
33571,640,cat_1,640
33572,652,cat_2,652
33573,446,cat_3,446
33574,456,cat_4,456
33575,481,cat_0,481
33576,572,cat_1,572
33577,958,cat_2,958
33578,871,cat_3,871
33579,655,cat_4,655
33580,184,cat_0,184
33581,991,cat_1,991
33582,315,cat_2,315
33583,983,cat_3,983
33584,299,cat_4,299
33585,83,cat_0,83
33586,91,cat_1,91
33587,254,cat_2,254
33588,930,cat_3,930
33589,620,cat_4,620
33590,584,cat_0,584
33591,411,cat_1,411
33592,19,cat_2,19
33593,77,cat_3,77
33594,433,cat_4,433
33595,332,cat_0,332
33596,184,cat_1,184
33597,419,cat_2,419
33598,327,cat_3,327
33599,202,cat_4,202
33600,154,cat_0,154
33601,998,cat_1,998
33602,752,cat_2,752
33603,588,cat_3,588
33604,925,cat_4,925
33605,813,cat_0,813
33606,708,cat_1,708
33607,48,cat_2,48
33608,791,cat_3,791
33609,954,cat_4,954
33610,19,cat_0,19
33611,257,cat_1,257
33612,833,cat_2,833
33613,585,cat_3,585
33614,109,cat_4,109
33615,62,cat_0,62
33616,427,cat_1,427
33617,757,cat_2,757
33618,238,cat_3,238
33619,2,cat_4,2
33620,806,cat_0,806
33621,467,cat_1,467
33622,934,cat_2,934
33623,938,cat_3,938
33624,574,cat_4,574
33625,602,cat_0,602
33626,460,cat_1,460
33627,981,cat_2,981
33628,485,cat_3,485
33629,698,cat_4,698
33630,970,cat_0,970
33631,246,cat_1,246
33632,996,cat_2,996
33633,951,cat_3,951
33634,248,cat_4,248
33635,571,cat_0,571
33636,201,cat_1,201
33637,78,cat_2,78
33638,133,cat_3,133
33639,99,cat_4,99
33640,762,cat_0,762
33641,238,cat_1,238
33642,99,cat_2,99
33643,827,cat_3,827
33644,229,cat_4,229
33645,135,cat_0,135
33646,404,cat_1,404
33647,167,cat_2,167
33648,987,cat_3,987
33649,733,cat_4,733
33650,940,cat_0,940
33651,940,cat_1,940
33652,676,cat_2,676
33653,526,cat_3,526
33654,833,cat_4,833
33655,869,cat_0,869
33656,594,cat_1,594
33657,141,cat_2,141
33658,11,cat_3,11
33659,270,cat_4,270
33660,168,cat_0,168
33661,447,cat_1,447
33662,153,cat_2,153
33663,472,cat_3,472
33664,126,cat_4,126
33665,641,cat_0,641
33666,55,cat_1,55
33667,19,cat_2,19
33668,813,cat_3,813
33669,537,cat_4,537
33670,120,cat_0,120
33671,721,cat_1,721
33672,327,cat_2,327
33673,193,cat_3,193
33674,258,cat_4,258
33675,723,cat_0,723
33676,471,cat_1,471
33677,886,cat_2,886
33678,306,cat_3,306
33679,614,cat_4,614
33680,876,cat_0,876
33681,832,cat_1,832
33682,394,cat_2,394
33683,126,cat_3,126
33684,280,cat_4,280
33685,260,cat_0,260
33686,477,cat_1,477
33687,892,cat_2,892
33688,512,cat_3,512
33689,831,cat_4,831
33690,685,cat_0,685
33691,409,cat_1,409
33692,242,cat_2,242
33693,142,cat_3,142
33694,691,cat_4,691
