number,name,type,description
859,ConfirmReqID,STRING,
860,AvgParPx,PRICE,
861,ReportedPx,PRICE,
862,NoCapacities,NUMINGROUP,
863,OrderCapacityQty,QTY,
864,NoEvents,NUMINGROUP,
865,EventType,INT,
866,EventDate,LOCALMKTDATE,
867,EventPx,PRICE,
868,EventText,STRING,
869,PctAtRisk,PERCENTAGE,
870,NoInstrAttrib,NUMINGROUP,
871,InstrAttribType,INT,
872,InstrAttribValue,STRING,
873,DatedDate,LOCALMKTDATE,
874,InterestAccrualDate,LOCALMKTDATE,
875,CPProgram,INT,
876,CPRegType,STRING,
877,UnderlyingCPProgram,STRING,
878,UnderlyingCPRegType,STRING,
879,UnderlyingQty,QTY,
880,TrdMatchID,STRING,
881,SecondaryTradeReportRefID,STRING,
882,UnderlyingDirtyPrice,PRICE,
883,UnderlyingEndPrice,PRICE,
884,UnderlyingStartValue,AMT,
885,UnderlyingCurrentValue,AMT,
886,UnderlyingEndValue,AMT,
887,NoUnderlyingStips,NUMINGROUP,
888,UnderlyingStipType,STRING,
889,UnderlyingStipValue,STRING,
890,MaturityNetMoney,AMT,
891,MiscFeeBasis,INT,
892,TotNoAllocs,INT,
893,LastFragment,BOOLEAN,
894,CollReqID,STRING,
895,CollAsgnReason,INT,
896,CollInquiryQualifier,INT,
897,NoTrades,NUMINGROUP,
898,MarginRatio,PERCENTAGE,
899,MarginExcess,AMT,
900,TotalNetValue,AMT,
901,CashOutstanding,AMT,
902,CollAsgnID,STRING,
903,CollAsgnTransType,INT,
904,CollRespID,STRING,
905,CollAsgnRespType,INT,
906,CollAsgnRejectReason,INT,
907,CollAsgnRefID,STRING,
908,CollRptID,STRING,
909,CollInquiryID,STRING,
910,CollStatus,INT,
911,TotNumReports,INT,
912,LastRptRequested,BOOLEAN,
913,AgreementDesc,STRING,
914,AgreementID,STRING,
915,AgreementDate,LOCALMKTDATE,
916,StartDate,LOCALMKTDATE,
917,EndDate,LOCALMKTDATE,
918,AgreementCurrency,CURRENCY,
919,DeliveryType,INT,
920,EndAccruedInterestAmt,AMT,
921,StartCash,AMT,
922,EndCash,AMT,
923,UserRequestID,STRING,
924,UserRequestType,INT,
925,NewPassword,STRING,
926,UserStatus,INT,
927,UserStatusText,STRING,
928,StatusValue,INT,
929,StatusText,STRING,
930,RefCompID,STRING,
931,RefSubID,STRING,
932,NetworkResponseID,STRING,
933,NetworkRequestID,STRING,
934,LastNetworkResponseID,STRING,
935,NetworkRequestType,INT,
936,NoCompIDs,NUMINGROUP,
937,NetworkStatusResponseType,INT,
938,NoCollInquiryQualifier,NUMINGROUP,
939,TrdRptStatus,INT,
940,AffirmStatus,INT,
941,UnderlyingStrikeCurrency,CURRENCY,
942,LegStrikeCurrency,CURRENCY,
943,TimeBracket,STRING,
944,CollAction,INT,
945,CollInquiryStatus,INT,
946,CollInquiryResult,INT,
947,StrikeCurrency,CURRENCY,
948,NoNested3PartyIDs,NUMINGROUP,
949,Nested3PartyID,STRING,
950,Nested3PartyIDSource,CHAR,
951,Nested3PartyRole,INT,
952,NoNested3PartySubIDs,NUMINGROUP,
953,Nested3PartySubID,STRING,
954,Nested3PartySubIDType,INT,
955,LegContractSettlMonth,MONTHYEAR,
956,LegInterestAccrualDate,LOCALMKTDATE,
