trade_id,source,trade_date,trade_time,symbol,isin,cusip,side,quantity,price,amount,currency,counterparty,trader,book,strategy,venue,settlement_date,status,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6
TRD00001167,JPMorgan,2025-08-22,14:39:25,AMZN,US481171570,742287291,BUY,576200,363.14,214619.08,GBP,HEDGE_Z,TRADER_5,BOOK_10,STRAT_5,EUREX,2025-09-03,SETTLED,VAL_9693,VAL_9681,VAL_1153,VAL_6365,VAL_5956,VAL_6235
TRD00001168,Bloomberg,2025-08-14,16:48:28,NVDA,US469506868,417282737,SELL,477600,184.31,19954.99,EUR,BANK_B,TRADER_19,BOOK_1,STRAT_5,LSE,2025-09-03,PENDING,VAL_4250,VAL_8254,VAL_1120,VAL_2235,VAL_3814,VAL_7946
TRD00001169,Barclays,2025-08-22,16:14:26,NVDA,US915123097,680826524,SELL,327200,467.51,2594561.09,GBP,HEDGE_Z,TRADER_12,BOOK_1,STRAT_3,NYSE,2025-09-03,PENDING,VAL_8090,VAL_4285,VAL_7302,VAL_8631,VAL_9177,VAL_1538
TRD00001170,Bloomberg,2025-08-02,11:54:49,TSLA,US297927950,918020077,SELL,508700,136.44,1572361.73,USD,FUND_Y,TRADER_11,BOOK_3,STRAT_4,EUREX,2025-09-03,CONFIRMED,VAL_2425,VAL_8195,VAL_7794,VAL_1126,VAL_2996,VAL_4673
TRD00001171,Bloomberg,2025-08-24,09:49:54,NVDA,US993132868,357796322,SELL,384200,478.85,3615908.49,JPY,BANK_B,TRADER_16,BOOK_2,STRAT_1,NYSE,2025-09-03,SETTLED,VAL_6295,VAL_1946,VAL_1533,VAL_2022,VAL_8140,VAL_2509
TRD00001172,Bloomberg,2025-08-22,09:40:38,TSLA,US320260884,262054382,SELL,626500,172.04,358327.01,USD,BANK_B,TRADER_17,BOOK_10,STRAT_2,NASDAQ,2025-09-03,ALLOCATED,VAL_1242,VAL_9438,VAL_1349,VAL_3139,VAL_6371,VAL_7775
TRD00001173,GoldmanSachs,2025-08-23,13:36:36,AAPL,US378791051,160739437,SELL,907600,162.16,2960260.1,JPY,HEDGE_Z,TRADER_13,BOOK_8,STRAT_3,NASDAQ,2025-09-03,ALLOCATED,VAL_2781,VAL_1151,VAL_3780,VAL_2208,VAL_4600,VAL_2149
TRD00001174,Barclays,2025-08-12,11:28:10,AMZN,US210028570,369711278,BUY,694500,14.21,2675745.55,USD,BANK_A,TRADER_15,BOOK_3,STRAT_4,NYSE,2025-09-03,ALLOCATED,VAL_4379,VAL_8873,VAL_7100,VAL_4499,VAL_2132,VAL_3647
TRD00001175,Bloomberg,2025-08-15,11:37:05,NVDA,US336631921,383721098,BUY,539500,101.25,4614588.46,GBP,FUND_X,TRADER_4,BOOK_6,STRAT_1,NYSE,2025-09-03,ALLOCATED,VAL_2036,VAL_1902,VAL_3470,VAL_8370,VAL_3181,VAL_8935
TRD00001176,Barclays,2025-08-07,15:38:37,IBM,US283553032,992175005,BUY,339700,178.47,2367246.32,JPY,FUND_X,TRADER_10,BOOK_10,STRAT_5,LSE,2025-09-03,SETTLED,VAL_5298,VAL_4173,VAL_5141,VAL_8182,VAL_7818,VAL_3599
TRD00001177,Barclays,2025-08-10,11:13:05,AMZN,US788389872,755591118,SELL,864700,448.15,1354846.67,GBP,BANK_B,TRADER_14,BOOK_7,STRAT_5,NASDAQ,2025-09-03,ALLOCATED,VAL_7986,VAL_1099,VAL_4852,VAL_6284,VAL_4947,VAL_2196
TRD00001178,Barclays,2025-08-23,14:35:11,GOOGL,US529613801,967498912,SELL,803000,105.78,4398032.17,EUR,HEDGE_Z,TRADER_4,BOOK_4,STRAT_1,EUREX,2025-09-03,ALLOCATED,VAL_4333,VAL_4928,VAL_3159,VAL_8544,VAL_7253,VAL_7151
TRD00001179,Bloomberg,2025-08-28,16:18:06,AMZN,US466157912,870408811,BUY,83300,382.54,4840392.02,USD,FUND_X,TRADER_20,BOOK_1,STRAT_2,NYSE,2025-09-03,CONFIRMED,VAL_9559,VAL_9320,VAL_2214,VAL_6875,VAL_2063,VAL_3311
TRD00001180,Bloomberg,2025-08-11,13:49:23,AAPL,US901074570,376937094,BUY,230700,420.94,4085450.2,JPY,BANK_B,TRADER_5,BOOK_3,STRAT_5,EUREX,2025-09-03,ALLOCATED,VAL_7206,VAL_1283,VAL_4623,VAL_3089,VAL_7597,VAL_3856
TRD00001181,Bloomberg,2025-08-24,09:10:06,NVDA,US233772579,781944692,SELL,40400,459.09,1885904.37,EUR,FUND_X,TRADER_16,BOOK_1,STRAT_3,NASDAQ,2025-09-03,ALLOCATED,VAL_9540,VAL_3391,VAL_9773,VAL_2367,VAL_4234,VAL_4493
TRD00001182,JPMorgan,2025-08-09,13:27:32,MSFT,US935968020,716365649,SELL,210400,117.37,1893546.3,JPY,FUND_Y,TRADER_20,BOOK_6,STRAT_5,LSE,2025-09-03,CONFIRMED,VAL_1973,VAL_3940,VAL_7452,VAL_3641,VAL_5038,VAL_9066
TRD00001183,Reuters,2025-08-23,15:44:58,MSFT,US441533521,287798843,BUY,703800,486.46,3632514.94,JPY,FUND_Y,TRADER_3,BOOK_7,STRAT_1,NASDAQ,2025-09-03,SETTLED,VAL_3549,VAL_1605,VAL_2192,VAL_1022,VAL_3474,VAL_8431
TRD00001184,Barclays,2025-08-02,16:14:37,MSFT,US410062562,308489706,BUY,145800,149.24,3675145.45,GBP,BANK_A,TRADER_16,BOOK_5,STRAT_4,NYSE,2025-09-03,ALLOCATED,VAL_9661,VAL_3398,VAL_7394,VAL_2956,VAL_1422,VAL_2817
TRD00001185,Reuters,2025-08-29,10:33:16,AMD,US324069446,405485832,SELL,861700,96.16,733413.77,GBP,BANK_A,TRADER_17,BOOK_1,STRAT_4,NYSE,2025-09-03,PENDING,VAL_1448,VAL_5672,VAL_1323,VAL_3000,VAL_3384,VAL_2859
TRD00001186,GoldmanSachs,2025-08-22,13:46:59,AMD,US972128101,981309158,SELL,50700,351.31,4594595.93,EUR,BANK_B,TRADER_20,BOOK_5,STRAT_4,NASDAQ,2025-09-03,ALLOCATED,VAL_6077,VAL_8433,VAL_2414,VAL_3840,VAL_5000,VAL_4642
TRD00001187,Barclays,2025-08-17,13:39:28,GOOGL,US853253965,765247217,SELL,28700,60.66,3966018.45,JPY,FUND_X,TRADER_7,BOOK_7,STRAT_4,LSE,2025-09-03,CONFIRMED,VAL_1808,VAL_7796,VAL_4561,VAL_4863,VAL_9913,VAL_1499
TRD00001188,JPMorgan,2025-08-09,11:21:40,AMZN,US126276854,241169562,BUY,215200,447.47,605208.49,GBP,BANK_B,TRADER_5,BOOK_7,STRAT_2,NASDAQ,2025-09-03,PENDING,VAL_3361,VAL_4666,VAL_1061,VAL_9932,VAL_4834,VAL_8653
TRD00001189,Reuters,2025-08-16,13:58:49,AAPL,US646800941,340091507,BUY,370300,144.81,3353398.14,EUR,BANK_A,TRADER_14,BOOK_10,STRAT_4,EUREX,2025-09-03,SETTLED,VAL_5368,VAL_5548,VAL_3876,VAL_1598,VAL_6070,VAL_6786
TRD00001190,JPMorgan,2025-08-12,14:27:24,AAPL,US647434035,217016482,SELL,403100,203.98,217838.92,JPY,FUND_X,TRADER_15,BOOK_5,STRAT_3,EUREX,2025-09-03,CONFIRMED,VAL_5465,VAL_3430,VAL_3542,VAL_7532,VAL_8794,VAL_9691
TRD00001191,JPMorgan,2025-08-21,15:11:51,TSLA,US458598377,770438851,BUY,851500,168.86,3889057.66,CHF,FUND_X,TRADER_5,BOOK_1,STRAT_3,NASDAQ,2025-09-03,SETTLED,VAL_1700,VAL_3820,VAL_8101,VAL_7721,VAL_3363,VAL_9003
TRD00001192,Barclays,2025-08-30,13:58:59,MSFT,US661648368,784169514,SELL,663200,258.37,4006602.02,CHF,FUND_Y,TRADER_17,BOOK_5,STRAT_2,LSE,2025-09-03,ALLOCATED,VAL_9146,VAL_9740,VAL_9236,VAL_7506,VAL_1555,VAL_8498
TRD00001193,GoldmanSachs,2025-08-31,11:40:31,GOOGL,US122857949,928920760,BUY,394100,359.49,1742713.05,JPY,FUND_X,TRADER_12,BOOK_5,STRAT_3,LSE,2025-09-03,ALLOCATED,VAL_7057,VAL_7904,VAL_2184,VAL_3268,VAL_6074,VAL_3747
TRD00001194,GoldmanSachs,2025-09-01,10:45:11,AMZN,US390859261,471217531,BUY,505500,443.57,4952372.54,USD,BANK_A,TRADER_15,BOOK_1,STRAT_1,LSE,2025-09-03,SETTLED,VAL_1660,VAL_7945,VAL_3316,VAL_3554,VAL_8818,VAL_8993
TRD00001195,JPMorgan,2025-08-18,15:18:26,AMD,US238606098,263520969,SELL,208000,369.94,3953027.32,EUR,FUND_X,TRADER_3,BOOK_2,STRAT_4,LSE,2025-09-03,CONFIRMED,VAL_9596,VAL_4823,VAL_2371,VAL_3952,VAL_1858,VAL_4899
TRD00001196,Bloomberg,2025-08-29,11:24:52,GOOGL,US343126366,840324313,BUY,191400,297.74,4065620.58,EUR,BANK_B,TRADER_6,BOOK_5,STRAT_2,EUREX,2025-09-03,ALLOCATED,VAL_5710,VAL_4167,VAL_3473,VAL_5070,VAL_2842,VAL_2952
TRD00001197,JPMorgan,2025-08-22,12:18:52,IBM,US929034953,860239339,BUY,279700,375.81,1307386.18,GBP,HEDGE_Z,TRADER_18,BOOK_2,STRAT_4,NYSE,2025-09-03,ALLOCATED,VAL_7944,VAL_7439,VAL_7608,VAL_7201,VAL_4708,VAL_8883
TRD00001198,Barclays,2025-08-19,12:45:51,MSFT,US975736210,430342525,SELL,511100,275.44,3491158.31,CHF,FUND_Y,TRADER_18,BOOK_1,STRAT_3,NYSE,2025-09-03,PENDING,VAL_2223,VAL_6818,VAL_5042,VAL_6051,VAL_8601,VAL_1037
TRD00001199,Barclays,2025-08-18,11:47:20,AMD,US937287275,809652635,SELL,396100,323.83,4901359.25,USD,BANK_B,TRADER_7,BOOK_5,STRAT_4,NYSE,2025-09-03,SETTLED,VAL_4900,VAL_6551,VAL_4726,VAL_1975,VAL_9177,VAL_4688
TRD00001200,Reuters,2025-08-04,16:27:52,NVDA,US812877630,293901914,BUY,541100,409.8,4003484.9,JPY,BANK_A,TRADER_1,BOOK_8,STRAT_5,NYSE,2025-09-03,ALLOCATED,VAL_4758,VAL_2530,VAL_8151,VAL_8830,VAL_1798,VAL_8048
TRD00001201,Reuters,2025-08-24,16:06:38,GOOGL,US163258452,264434654,BUY,910000,442.79,2815186.81,JPY,FUND_Y,TRADER_6,BOOK_9,STRAT_5,NYSE,2025-09-03,ALLOCATED,VAL_5109,VAL_7957,VAL_6259,VAL_6436,VAL_5765,VAL_1481
TRD00001202,GoldmanSachs,2025-08-31,14:03:18,TSLA,US916445123,748162885,SELL,578000,73.4,596185.99,USD,BANK_A,TRADER_8,BOOK_9,STRAT_5,LSE,2025-09-03,SETTLED,VAL_5668,VAL_5333,VAL_8461,VAL_1784,VAL_5613,VAL_8185
TRD00001203,Reuters,2025-08-03,15:12:35,GOOGL,US161271001,862499121,SELL,369400,419.77,2796308.8,USD,BANK_B,TRADER_1,BOOK_4,STRAT_5,EUREX,2025-09-03,ALLOCATED,VAL_4014,VAL_3658,VAL_9870,VAL_3392,VAL_8772,VAL_2103
TRD00001204,Barclays,2025-08-28,10:36:18,AMZN,US349881906,853726846,BUY,467400,64.33,4188484.69,CHF,BANK_A,TRADER_14,BOOK_6,STRAT_4,LSE,2025-09-03,ALLOCATED,VAL_5940,VAL_9066,VAL_5916,VAL_5684,VAL_8218,VAL_3985
TRD00001205,Bloomberg,2025-08-25,16:43:12,AMD,US963935106,864814279,BUY,626600,355.53,4106083.56,USD,FUND_X,TRADER_12,BOOK_9,STRAT_3,LSE,2025-09-03,ALLOCATED,VAL_1714,VAL_1176,VAL_9543,VAL_3309,VAL_7832,VAL_2639
TRD00001206,GoldmanSachs,2025-08-02,15:15:37,GOOGL,US887689440,919958597,BUY,647500,178.82,4297933.22,EUR,FUND_Y,TRADER_7,BOOK_7,STRAT_5,LSE,2025-09-03,CONFIRMED,VAL_1876,VAL_2500,VAL_9058,VAL_1338,VAL_6373,VAL_5931
TRD00001207,JPMorgan,2025-08-20,11:48:54,IBM,US155097936,669425385,SELL,796000,473.33,4472233.51,CHF,BANK_B,TRADER_19,BOOK_3,STRAT_1,NYSE,2025-09-03,PENDING,VAL_7841,VAL_6648,VAL_5930,VAL_6000,VAL_8301,VAL_6435
TRD00001208,JPMorgan,2025-08-11,09:50:43,AMZN,US497074513,806361160,BUY,524900,102.97,1704480.14,USD,FUND_X,TRADER_7,BOOK_8,STRAT_2,LSE,2025-09-03,ALLOCATED,VAL_6468,VAL_3427,VAL_3563,VAL_7585,VAL_1980,VAL_1555
TRD00001209,JPMorgan,2025-08-16,13:47:55,NVDA,US413804977,273978571,SELL,358800,243.73,109799.93,GBP,BANK_B,TRADER_6,BOOK_1,STRAT_3,NASDAQ,2025-09-03,CONFIRMED,VAL_8721,VAL_6787,VAL_9846,VAL_7925,VAL_6935,VAL_7174
TRD00001210,GoldmanSachs,2025-08-07,16:25:04,MSFT,US591825826,795199964,SELL,440200,66.66,3253563.21,CHF,HEDGE_Z,TRADER_2,BOOK_4,STRAT_4,NYSE,2025-09-03,ALLOCATED,VAL_8527,VAL_5690,VAL_3323,VAL_2305,VAL_8279,VAL_6425
TRD00001211,Barclays,2025-08-26,11:11:51,GOOGL,US737723566,685911066,SELL,401500,101.35,827523.44,JPY,FUND_Y,TRADER_3,BOOK_5,STRAT_4,LSE,2025-09-03,ALLOCATED,VAL_9544,VAL_3097,VAL_6555,VAL_2440,VAL_6485,VAL_6327
TRD00001212,Barclays,2025-08-30,11:13:53,GOOGL,US686105730,444542218,SELL,467300,304.32,4035601.93,CHF,FUND_X,TRADER_1,BOOK_2,STRAT_4,NYSE,2025-09-03,SETTLED,VAL_6135,VAL_7875,VAL_8892,VAL_7118,VAL_2940,VAL_4249
TRD00001213,Barclays,2025-08-15,09:00:44,MSFT,US460138208,985376122,SELL,933200,474.45,16413.19,CHF,BANK_B,TRADER_11,BOOK_8,STRAT_3,EUREX,2025-09-03,PENDING,VAL_6327,VAL_4055,VAL_7798,VAL_4263,VAL_4922,VAL_8899
TRD00001214,Bloomberg,2025-08-03,09:12:23,NVDA,US729033207,539232358,SELL,665500,95.25,1803487.42,JPY,FUND_X,TRADER_5,BOOK_4,STRAT_2,NASDAQ,2025-09-03,PENDING,VAL_5682,VAL_5509,VAL_9030,VAL_9077,VAL_8147,VAL_8157
TRD00001215,Bloomberg,2025-08-24,11:01:01,AMZN,US126361597,343272776,BUY,375300,372.46,3570793.29,JPY,FUND_X,TRADER_3,BOOK_10,STRAT_4,LSE,2025-09-03,ALLOCATED,VAL_9364,VAL_9715,VAL_4906,VAL_5851,VAL_5194,VAL_9985
TRD00001216,Bloomberg,2025-08-28,13:43:23,TSLA,US416856562,843662558,SELL,696300,230.99,275346.99,USD,FUND_X,TRADER_20,BOOK_1,STRAT_4,LSE,2025-09-03,CONFIRMED,VAL_8803,VAL_2280,VAL_9380,VAL_9238,VAL_6318,VAL_6181
TRD00001217,Bloomberg,2025-08-27,10:21:14,NVDA,US967705751,859289008,BUY,762000,308.68,956283.58,CHF,FUND_Y,TRADER_14,BOOK_6,STRAT_2,NYSE,2025-09-03,CONFIRMED,VAL_9469,VAL_9030,VAL_9853,VAL_2356,VAL_3286,VAL_3878
TRD00001218,JPMorgan,2025-08-03,13:44:23,AAPL,US365309180,938026423,SELL,32400,135.34,4346642.88,JPY,FUND_Y,TRADER_5,BOOK_4,STRAT_5,LSE,2025-09-03,ALLOCATED,VAL_3107,VAL_6187,VAL_4160,VAL_9563,VAL_1136,VAL_4376
TRD00001219,JPMorgan,2025-08-10,11:20:03,AMD,US599998107,189224238,SELL,36900,110.65,3845733.94,JPY,BANK_B,TRADER_16,BOOK_1,STRAT_2,NYSE,2025-09-03,CONFIRMED,VAL_5609,VAL_4211,VAL_5276,VAL_7575,VAL_9892,VAL_5075
TRD00001220,Barclays,2025-08-28,11:21:43,AMZN,US601991434,905644147,SELL,275100,326.88,312710.65,CHF,BANK_B,TRADER_13,BOOK_7,STRAT_2,LSE,2025-09-03,ALLOCATED,VAL_3059,VAL_5830,VAL_6086,VAL_7154,VAL_7890,VAL_2361
TRD00001221,Barclays,2025-08-24,16:47:28,NVDA,US640780296,790391658,BUY,734400,416.25,577617.69,JPY,FUND_Y,TRADER_14,BOOK_1,STRAT_1,NASDAQ,2025-09-03,SETTLED,VAL_7212,VAL_2277,VAL_4480,VAL_6055,VAL_2477,VAL_7311
TRD00001222,GoldmanSachs,2025-08-30,15:09:02,MSFT,US901863313,150563274,BUY,787700,447.1,2507769.24,EUR,FUND_X,TRADER_16,BOOK_6,STRAT_2,NYSE,2025-09-03,PENDING,VAL_3211,VAL_2207,VAL_7191,VAL_8181,VAL_2462,VAL_2884
TRD00001223,GoldmanSachs,2025-08-02,13:21:01,TSLA,US877643147,378439942,BUY,921900,270.23,2664739.01,JPY,BANK_A,TRADER_6,BOOK_5,STRAT_1,EUREX,2025-09-03,SETTLED,VAL_2182,VAL_3187,VAL_5279,VAL_7737,VAL_7142,VAL_9450
TRD00001224,Reuters,2025-08-24,09:45:11,NVDA,US621654715,963009317,SELL,933600,183.43,4594931.85,GBP,BANK_A,TRADER_9,BOOK_3,STRAT_2,LSE,2025-09-03,SETTLED,VAL_2881,VAL_4853,VAL_6125,VAL_4121,VAL_3579,VAL_3633
TRD00001225,Barclays,2025-08-03,09:34:54,MSFT,US742583549,217231034,BUY,267300,301.49,1198797.24,USD,BANK_A,TRADER_7,BOOK_3,STRAT_3,LSE,2025-09-03,CONFIRMED,VAL_1453,VAL_7076,VAL_2147,VAL_2403,VAL_6350,VAL_6541
TRD00001226,GoldmanSachs,2025-08-14,14:10:13,IBM,US526597428,393987466,SELL,267100,90.54,2679267.02,GBP,FUND_Y,TRADER_11,BOOK_9,STRAT_5,LSE,2025-09-03,SETTLED,VAL_2364,VAL_4332,VAL_7727,VAL_8735,VAL_5185,VAL_5044
TRD00001227,JPMorgan,2025-08-28,16:44:30,MSFT,US313402131,808644125,SELL,728300,203.96,2211417.25,EUR,BANK_B,TRADER_8,BOOK_8,STRAT_5,EUREX,2025-09-03,CONFIRMED,VAL_5047,VAL_8759,VAL_6193,VAL_5247,VAL_6369,VAL_3444
TRD00001228,GoldmanSachs,2025-08-21,14:38:31,IBM,US170252280,701455345,BUY,970500,102.82,3186691.62,JPY,BANK_A,TRADER_13,BOOK_6,STRAT_5,NASDAQ,2025-09-03,SETTLED,VAL_8412,VAL_7778,VAL_9657,VAL_8541,VAL_7653,VAL_3599
TRD00001229,Reuters,2025-08-28,11:50:44,MSFT,US514691503,250047344,BUY,240800,355.99,4122756.42,CHF,HEDGE_Z,TRADER_16,BOOK_1,STRAT_3,NYSE,2025-09-03,ALLOCATED,VAL_2759,VAL_9360,VAL_3646,VAL_1493,VAL_9184,VAL_6492
TRD00001230,Barclays,2025-08-08,12:15:55,AMD,US132591107,840967232,BUY,702400,57.74,2936191.93,CHF,HEDGE_Z,TRADER_6,BOOK_1,STRAT_3,EUREX,2025-09-03,ALLOCATED,VAL_8303,VAL_4325,VAL_3432,VAL_1356,VAL_8103,VAL_1331
TRD00001231,JPMorgan,2025-08-13,12:22:44,MSFT,US491383293,986823416,SELL,561500,59.06,2075109.13,JPY,HEDGE_Z,TRADER_18,BOOK_6,STRAT_4,NYSE,2025-09-03,PENDING,VAL_6151,VAL_7839,VAL_2268,VAL_5288,VAL_9064,VAL_8418
TRD00001232,Bloomberg,2025-08-13,16:07:18,AAPL,US759518566,854370637,SELL,248800,162.13,4437007.42,CHF,HEDGE_Z,TRADER_12,BOOK_2,STRAT_4,EUREX,2025-09-03,SETTLED,VAL_2748,VAL_8105,VAL_5204,VAL_4283,VAL_9555,VAL_4418
TRD00001233,Bloomberg,2025-08-11,15:52:56,GOOGL,US381381125,828497720,SELL,900500,301.81,1364600.92,JPY,HEDGE_Z,TRADER_1,BOOK_3,STRAT_2,LSE,2025-09-03,SETTLED,VAL_8981,VAL_1547,VAL_7888,VAL_2226,VAL_7777,VAL_6248
TRD00001234,JPMorgan,2025-08-06,14:22:40,MSFT,US473099977,371607420,SELL,520000,230.9,124133.55,EUR,BANK_B,TRADER_2,BOOK_7,STRAT_1,EUREX,2025-09-03,PENDING,VAL_1020,VAL_5327,VAL_1574,VAL_3848,VAL_3267,VAL_3764
TRD00001235,Reuters,2025-09-01,10:26:38,TSLA,US915597007,610332892,BUY,199500,412.12,3028030.39,GBP,HEDGE_Z,TRADER_20,BOOK_8,STRAT_3,NYSE,2025-09-03,ALLOCATED,VAL_6314,VAL_4255,VAL_2659,VAL_4815,VAL_2700,VAL_2075
TRD00001236,Reuters,2025-08-25,14:56:49,TSLA,US392824300,798128540,SELL,683900,49.31,1691293.57,CHF,BANK_B,TRADER_7,BOOK_4,STRAT_3,NYSE,2025-09-03,SETTLED,VAL_3799,VAL_4890,VAL_8803,VAL_1829,VAL_3368,VAL_6518
TRD00001237,GoldmanSachs,2025-08-22,09:15:45,MSFT,US173789132,976225644,BUY,707600,120.25,3064995.53,USD,BANK_A,TRADER_7,BOOK_7,STRAT_4,EUREX,2025-09-03,CONFIRMED,VAL_3997,VAL_3380,VAL_4671,VAL_8214,VAL_8619,VAL_4971
TRD00001238,JPMorgan,2025-08-19,13:43:39,IBM,US937738362,514041100,BUY,137600,269.09,378636.25,CHF,HEDGE_Z,TRADER_6,BOOK_2,STRAT_5,NYSE,2025-09-03,SETTLED,VAL_8770,VAL_3210,VAL_4858,VAL_3656,VAL_6688,VAL_6697
TRD00001239,Reuters,2025-08-27,16:41:54,NVDA,US740948386,813291038,BUY,776900,212.55,1220860.06,GBP,FUND_X,TRADER_16,BOOK_8,STRAT_2,EUREX,2025-09-03,SETTLED,VAL_8359,VAL_3756,VAL_8930,VAL_5517,VAL_1623,VAL_2311
TRD00001240,JPMorgan,2025-08-16,12:59:58,GOOGL,US407503207,823065205,SELL,376000,445.32,159037.53,USD,BANK_B,TRADER_2,BOOK_1,STRAT_2,EUREX,2025-09-03,PENDING,VAL_4583,VAL_3420,VAL_6373,VAL_6643,VAL_1740,VAL_6802
TRD00001241,Bloomberg,2025-08-27,09:31:01,TSLA,US828821159,632917475,BUY,936300,113.44,1061579.92,CHF,FUND_Y,TRADER_10,BOOK_3,STRAT_2,NASDAQ,2025-09-03,PENDING,VAL_5988,VAL_7788,VAL_6459,VAL_5964,VAL_6096,VAL_5839
TRD00001242,Barclays,2025-08-26,14:30:55,TSLA,US461559923,255324965,SELL,217400,412.55,4697806.15,USD,BANK_A,TRADER_15,BOOK_7,STRAT_4,NASDAQ,2025-09-03,ALLOCATED,VAL_8135,VAL_8493,VAL_4317,VAL_8819,VAL_5454,VAL_7525
TRD00001243,Bloomberg,2025-09-01,16:32:27,AMZN,US191472629,633163351,SELL,96900,187.11,3042845.72,USD,FUND_X,TRADER_2,BOOK_9,STRAT_3,NYSE,2025-09-03,SETTLED,VAL_5165,VAL_2443,VAL_9919,VAL_4660,VAL_9558,VAL_8006
TRD00001244,GoldmanSachs,2025-08-30,10:02:45,TSLA,US930518950,112952980,BUY,292600,324.99,3382407.82,JPY,FUND_X,TRADER_2,BOOK_9,STRAT_4,NYSE,2025-09-03,PENDING,VAL_2391,VAL_2999,VAL_6996,VAL_2956,VAL_3602,VAL_2615
TRD00001245,JPMorgan,2025-08-25,10:58:01,NVDA,US877257386,871760896,SELL,174600,252.82,1501784.97,USD,HEDGE_Z,TRADER_16,BOOK_10,STRAT_3,LSE,2025-09-03,CONFIRMED,VAL_2649,VAL_1829,VAL_4026,VAL_4585,VAL_4840,VAL_2432
TRD00001246,Reuters,2025-08-22,16:27:12,AMZN,US578620811,436557054,SELL,936900,294.82,2233136.86,GBP,BANK_A,TRADER_5,BOOK_6,STRAT_3,EUREX,2025-09-03,CONFIRMED,VAL_1979,VAL_2556,VAL_1179,VAL_2759,VAL_4233,VAL_5600
TRD00001247,Reuters,2025-08-28,12:03:57,MSFT,US511274196,310943000,SELL,862100,139.56,2732543.17,EUR,BANK_A,TRADER_9,BOOK_1,STRAT_5,LSE,2025-09-03,CONFIRMED,VAL_7209,VAL_5535,VAL_1930,VAL_7744,VAL_4674,VAL_5849
TRD00001248,Barclays,2025-08-20,14:58:17,MSFT,US805443506,472825970,BUY,747100,242.54,4305405.08,CHF,BANK_B,TRADER_11,BOOK_2,STRAT_4,NYSE,2025-09-03,ALLOCATED,VAL_6269,VAL_2131,VAL_7403,VAL_1800,VAL_2391,VAL_1437
TRD00001249,GoldmanSachs,2025-08-22,15:56:11,AMD,US985522661,301631223,BUY,863400,140.37,4089613.98,USD,HEDGE_Z,TRADER_9,BOOK_2,STRAT_3,LSE,2025-09-03,SETTLED,VAL_1043,VAL_5861,VAL_2821,VAL_6356,VAL_2475,VAL_5668
TRD00001250,Barclays,2025-08-14,11:16:56,GOOGL,US895102734,999927375,SELL,168700,340.79,3439806.92,JPY,BANK_A,TRADER_10,BOOK_10,STRAT_3,NYSE,2025-09-03,SETTLED,VAL_4718,VAL_4739,VAL_8818,VAL_2031,VAL_8518,VAL_5705
TRD00001251,Barclays,2025-08-04,11:03:33,NVDA,US198980190,176080446,SELL,911200,313.3,4216524.08,GBP,BANK_B,TRADER_20,BOOK_6,STRAT_3,LSE,2025-09-03,PENDING,VAL_8956,VAL_4132,VAL_7357,VAL_8880,VAL_3719,VAL_6743
TRD00001252,GoldmanSachs,2025-08-10,13:41:50,IBM,US242628651,657044747,SELL,261300,388.25,1045051.18,EUR,BANK_A,TRADER_1,BOOK_10,STRAT_5,LSE,2025-09-03,CONFIRMED,VAL_2225,VAL_8818,VAL_4672,VAL_3640,VAL_4844,VAL_4544
TRD00001253,GoldmanSachs,2025-08-03,15:51:03,IBM,US686050890,165676362,SELL,774500,419.56,2064846.26,GBP,BANK_B,TRADER_3,BOOK_6,STRAT_1,LSE,2025-09-03,PENDING,VAL_1456,VAL_8927,VAL_4429,VAL_4505,VAL_4529,VAL_1785
TRD00001254,JPMorgan,2025-08-08,15:18:14,TSLA,US706992125,207830824,BUY,828100,303.17,591131.29,CHF,FUND_X,TRADER_4,BOOK_10,STRAT_4,NASDAQ,2025-09-03,SETTLED,VAL_1857,VAL_7054,VAL_4595,VAL_9046,VAL_2238,VAL_8013
TRD00001255,JPMorgan,2025-08-14,12:28:10,IBM,US114045984,569830929,BUY,358700,111.19,3312825.35,EUR,FUND_X,TRADER_16,BOOK_10,STRAT_3,EUREX,2025-09-03,SETTLED,VAL_4848,VAL_6249,VAL_9976,VAL_9801,VAL_4363,VAL_9566
TRD00001256,JPMorgan,2025-08-22,10:24:26,GOOGL,US608401190,510795260,BUY,398600,134.8,708613.5,JPY,FUND_X,TRADER_17,BOOK_8,STRAT_5,NASDAQ,2025-09-03,SETTLED,VAL_9215,VAL_8301,VAL_6747,VAL_6449,VAL_9901,VAL_1883
TRD00001257,GoldmanSachs,2025-09-01,12:55:39,MSFT,US791313015,771311520,SELL,85900,384.44,1347707.32,GBP,BANK_A,TRADER_11,BOOK_3,STRAT_4,NASDAQ,2025-09-03,SETTLED,VAL_1967,VAL_7439,VAL_3856,VAL_6573,VAL_7879,VAL_8475
TRD00001258,Reuters,2025-09-01,09:39:27,AMD,US940318883,625899544,BUY,479600,322.94,1453885.37,USD,BANK_A,TRADER_17,BOOK_9,STRAT_5,NASDAQ,2025-09-03,SETTLED,VAL_2722,VAL_7050,VAL_2407,VAL_9306,VAL_2481,VAL_6830
