component_name,field_number,field_name,field_type,required,component_path
ListOrdGrp,81,ProcessCode,CHAR,N,ListOrdGrp/NoOrders
ListOrdGrp,140,PrevClosePx,PRICE,N,ListOrdGrp/NoOrders
ListOrdGrp,54,Side,CHAR,Y,ListOrdGrp/NoOrders
ListOrdGrp,401,SideValueInd,INT,N,ListOrdGrp/NoOrders
ListOrdGrp,114,LocateReqd,BOOLEAN,N,ListOrdGrp/NoOrders
ListOrdGrp,60,TransactTime,UTCTIMESTAMP,N,ListOrdGrp/NoOrders
ListOrdGrp,854,QtyType,INT,N,ListOrdGrp/NoOrders
ListOrdGrp,40,OrdType,CHAR,N,ListOrdGrp/NoOrders
ListOrdGrp,423,PriceType,INT,N,ListOrdGrp/NoOrders
ListOrdGrp,44,Price,PRICE,N,ListOrdGrp/NoOrders
ListOrdGrp,99,StopPx,PRICE,N,ListOrdGrp/NoOrders
ListOrdGrp,15,Currency,CURRENCY,N,ListOrdGrp/NoOrders
ListOrdGrp,376,ComplianceID,STRING,N,ListOrdGrp/NoOrders
ListOrdGrp,377,SolicitedFlag,BOOLEAN,N,ListOrdGrp/NoOrders
ListOrdGrp,23,IOIID,STRING,N,ListOrdGrp/NoOrders
ListOrdGrp,117,QuoteID,STRING,N,ListOrdGrp/NoOrders
ListOrdGrp,59,TimeInForce,CHAR,N,ListOrdGrp/NoOrders
ListOrdGrp,168,EffectiveTime,UTCTIMESTAMP,N,ListOrdGrp/NoOrders
ListOrdGrp,432,ExpireDate,LOCALMKTDATE,N,ListOrdGrp/NoOrders
ListOrdGrp,126,ExpireTime,UTCTIMESTAMP,N,ListOrdGrp/NoOrders
ListOrdGrp,427,GTBookingInst,INT,N,ListOrdGrp/NoOrders
ListOrdGrp,528,OrderCapacity,CHAR,N,ListOrdGrp/NoOrders
ListOrdGrp,529,OrderRestrictions,MULTIPLEVALUESTRING,N,ListOrdGrp/NoOrders
ListOrdGrp,582,CustOrderCapacity,INT,N,ListOrdGrp/NoOrders
ListOrdGrp,121,ForexReq,BOOLEAN,N,ListOrdGrp/NoOrders
ListOrdGrp,120,SettlCurrency,CURRENCY,N,ListOrdGrp/NoOrders
ListOrdGrp,775,BookingType,INT,N,ListOrdGrp/NoOrders
ListOrdGrp,58,Text,STRING,N,ListOrdGrp/NoOrders
ListOrdGrp,354,EncodedTextLen,LENGTH,N,ListOrdGrp/NoOrders
ListOrdGrp,355,EncodedText,DATA,N,ListOrdGrp/NoOrders
ListOrdGrp,193,SettlDate2,LOCALMKTDATE,N,ListOrdGrp/NoOrders
ListOrdGrp,192,OrderQty2,QTY,N,ListOrdGrp/NoOrders
ListOrdGrp,640,Price2,PRICE,N,ListOrdGrp/NoOrders
ListOrdGrp,77,PositionEffect,CHAR,N,ListOrdGrp/NoOrders
ListOrdGrp,203,CoveredOrUncovered,INT,N,ListOrdGrp/NoOrders
ListOrdGrp,210,MaxShow,QTY,N,ListOrdGrp/NoOrders
ListOrdGrp,847,TargetStrategy,INT,N,ListOrdGrp/NoOrders
ListOrdGrp,848,TargetStrategyParameters,STRING,N,ListOrdGrp/NoOrders
ListOrdGrp,849,ParticipationRate,PERCENTAGE,N,ListOrdGrp/NoOrders
ListOrdGrp,494,Designation,STRING,N,ListOrdGrp/NoOrders
MDFullGrp,268,NoMDEntries,GROUP,Y,MDFullGrp
MDFullGrp,269,MDEntryType,CHAR,Y,MDFullGrp/NoMDEntries
MDFullGrp,270,MDEntryPx,PRICE,N,MDFullGrp/NoMDEntries
MDFullGrp,15,Currency,CURRENCY,N,MDFullGrp/NoMDEntries
MDFullGrp,271,MDEntrySize,QTY,N,MDFullGrp/NoMDEntries
MDFullGrp,272,MDEntryDate,UTCDATEONLY,N,MDFullGrp/NoMDEntries
MDFullGrp,273,MDEntryTime,UTCTIMEONLY,N,MDFullGrp/NoMDEntries
MDFullGrp,274,TickDirection,CHAR,N,MDFullGrp/NoMDEntries
MDFullGrp,275,MDMkt,EXCHANGE,N,MDFullGrp/NoMDEntries
MDFullGrp,336,TradingSessionID,STRING,N,MDFullGrp/NoMDEntries
MDFullGrp,625,TradingSessionSubID,STRING,N,MDFullGrp/NoMDEntries
MDFullGrp,276,QuoteCondition,MULTIPLEVALUESTRING,N,MDFullGrp/NoMDEntries
MDFullGrp,277,TradeCondition,MULTIPLEVALUESTRING,N,MDFullGrp/NoMDEntries
MDFullGrp,282,MDEntryOriginator,STRING,N,MDFullGrp/NoMDEntries
MDFullGrp,283,LocationID,STRING,N,MDFullGrp/NoMDEntries
MDFullGrp,284,DeskID,STRING,N,MDFullGrp/NoMDEntries
MDFullGrp,286,OpenCloseSettlFlag,MULTIPLEVALUESTRING,N,MDFullGrp/NoMDEntries
MDFullGrp,59,TimeInForce,CHAR,N,MDFullGrp/NoMDEntries
MDFullGrp,432,ExpireDate,LOCALMKTDATE,N,MDFullGrp/NoMDEntries
MDFullGrp,126,ExpireTime,UTCTIMESTAMP,N,MDFullGrp/NoMDEntries
MDFullGrp,110,MinQty,QTY,N,MDFullGrp/NoMDEntries
MDFullGrp,18,ExecInst,MULTIPLEVALUESTRING,N,MDFullGrp/NoMDEntries
MDFullGrp,287,SellerDays,INT,N,MDFullGrp/NoMDEntries
MDFullGrp,37,OrderID,STRING,N,MDFullGrp/NoMDEntries
MDFullGrp,299,QuoteEntryID,STRING,N,MDFullGrp/NoMDEntries
MDFullGrp,288,MDEntryBuyer,STRING,N,MDFullGrp/NoMDEntries
MDFullGrp,289,MDEntrySeller,STRING,N,MDFullGrp/NoMDEntries
MDFullGrp,346,NumberOfOrders,INT,N,MDFullGrp/NoMDEntries
MDFullGrp,290,MDEntryPositionNo,INT,N,MDFullGrp/NoMDEntries
MDFullGrp,546,Scope,MULTIPLEVALUESTRING,N,MDFullGrp/NoMDEntries
MDFullGrp,811,PriceDelta,FLOAT,N,MDFullGrp/NoMDEntries
MDFullGrp,58,Text,STRING,N,MDFullGrp/NoMDEntries
MDFullGrp,354,EncodedTextLen,LENGTH,N,MDFullGrp/NoMDEntries
MDFullGrp,355,EncodedText,DATA,N,MDFullGrp/NoMDEntries
MDIncGrp,268,NoMDEntries,GROUP,Y,MDIncGrp
MDIncGrp,279,MDUpdateAction,CHAR,Y,MDIncGrp/NoMDEntries
MDIncGrp,285,DeleteReason,CHAR,N,MDIncGrp/NoMDEntries
MDIncGrp,269,MDEntryType,CHAR,N,MDIncGrp/NoMDEntries
MDIncGrp,278,MDEntryID,STRING,N,MDIncGrp/NoMDEntries
MDIncGrp,280,MDEntryRefID,STRING,N,MDIncGrp/NoMDEntries
MDIncGrp,291,FinancialStatus,MULTIPLEVALUESTRING,N,MDIncGrp/NoMDEntries
MDIncGrp,292,CorporateAction,MULTIPLEVALUESTRING,N,MDIncGrp/NoMDEntries
MDIncGrp,270,MDEntryPx,PRICE,N,MDIncGrp/NoMDEntries
MDIncGrp,15,Currency,CURRENCY,N,MDIncGrp/NoMDEntries
MDIncGrp,271,MDEntrySize,QTY,N,MDIncGrp/NoMDEntries
MDIncGrp,272,MDEntryDate,UTCDATEONLY,N,MDIncGrp/NoMDEntries
MDIncGrp,273,MDEntryTime,UTCTIMEONLY,N,MDIncGrp/NoMDEntries
MDIncGrp,274,TickDirection,CHAR,N,MDIncGrp/NoMDEntries
MDIncGrp,275,MDMkt,EXCHANGE,N,MDIncGrp/NoMDEntries
MDIncGrp,336,TradingSessionID,STRING,N,MDIncGrp/NoMDEntries
MDIncGrp,625,TradingSessionSubID,STRING,N,MDIncGrp/NoMDEntries
MDIncGrp,276,QuoteCondition,MULTIPLEVALUESTRING,N,MDIncGrp/NoMDEntries
MDIncGrp,277,TradeCondition,MULTIPLEVALUESTRING,N,MDIncGrp/NoMDEntries
MDIncGrp,282,MDEntryOriginator,STRING,N,MDIncGrp/NoMDEntries
MDIncGrp,283,LocationID,STRING,N,MDIncGrp/NoMDEntries
MDIncGrp,284,DeskID,STRING,N,MDIncGrp/NoMDEntries
MDIncGrp,286,OpenCloseSettlFlag,MULTIPLEVALUESTRING,N,MDIncGrp/NoMDEntries
MDIncGrp,59,TimeInForce,CHAR,N,MDIncGrp/NoMDEntries
MDIncGrp,432,ExpireDate,LOCALMKTDATE,N,MDIncGrp/NoMDEntries
MDIncGrp,126,ExpireTime,UTCTIMESTAMP,N,MDIncGrp/NoMDEntries
MDIncGrp,110,MinQty,QTY,N,MDIncGrp/NoMDEntries
MDIncGrp,18,ExecInst,MULTIPLEVALUESTRING,N,MDIncGrp/NoMDEntries
MDIncGrp,287,SellerDays,INT,N,MDIncGrp/NoMDEntries
MDIncGrp,37,OrderID,STRING,N,MDIncGrp/NoMDEntries
MDIncGrp,299,QuoteEntryID,STRING,N,MDIncGrp/NoMDEntries
MDIncGrp,288,MDEntryBuyer,STRING,N,MDIncGrp/NoMDEntries
MDIncGrp,289,MDEntrySeller,STRING,N,MDIncGrp/NoMDEntries
MDIncGrp,346,NumberOfOrders,INT,N,MDIncGrp/NoMDEntries
MDIncGrp,290,MDEntryPositionNo,INT,N,MDIncGrp/NoMDEntries
MDIncGrp,546,Scope,MULTIPLEVALUESTRING,N,MDIncGrp/NoMDEntries
MDIncGrp,811,PriceDelta,FLOAT,N,MDIncGrp/NoMDEntries
MDIncGrp,451,NetChgPrevDay,PRICEOFFSET,N,MDIncGrp/NoMDEntries
MDIncGrp,58,Text,STRING,N,MDIncGrp/NoMDEntries
MDIncGrp,354,EncodedTextLen,LENGTH,N,MDIncGrp/NoMDEntries
MDIncGrp,355,EncodedText,DATA,N,MDIncGrp/NoMDEntries
MDReqGrp,267,NoMDEntryTypes,GROUP,Y,MDReqGrp
MDReqGrp,269,MDEntryType,CHAR,Y,MDReqGrp/NoMDEntryTypes
MDRjctGrp,816,NoAltMDSource,GROUP,N,MDRjctGrp
MDRjctGrp,817,AltMDSourceID,STRING,N,MDRjctGrp/NoAltMDSource
MiscFeesGrp,136,NoMiscFees,GROUP,N,MiscFeesGrp
MiscFeesGrp,137,MiscFeeAmt,AMT,N,MiscFeesGrp/NoMiscFees
MiscFeesGrp,138,MiscFeeCurr,CURRENCY,N,MiscFeesGrp/NoMiscFees
MiscFeesGrp,139,MiscFeeType,CHAR,N,MiscFeesGrp/NoMiscFees
MiscFeesGrp,891,MiscFeeBasis,INT,N,MiscFeesGrp/NoMiscFees
NestedParties,539,NoNestedPartyIDs,GROUP,N,NestedParties
NestedParties,524,NestedPartyID,STRING,N,NestedParties/NoNestedPartyIDs
NestedParties,525,NestedPartyIDSource,CHAR,N,NestedParties/NoNestedPartyIDs
NestedParties,538,NestedPartyRole,INT,N,NestedParties/NoNestedPartyIDs
NestedParties2,756,NoNested2PartyIDs,GROUP,N,NestedParties2
NestedParties2,757,Nested2PartyID,STRING,N,NestedParties2/NoNested2PartyIDs
NestedParties2,758,Nested2PartyIDSource,CHAR,N,NestedParties2/NoNested2PartyIDs
NestedParties2,759,Nested2PartyRole,INT,N,NestedParties2/NoNested2PartyIDs
NestedParties3,948,NoNested3PartyIDs,GROUP,N,NestedParties3
NestedParties3,949,Nested3PartyID,STRING,N,NestedParties3/NoNested3PartyIDs
NestedParties3,950,Nested3PartyIDSource,CHAR,N,NestedParties3/NoNested3PartyIDs
NestedParties3,951,Nested3PartyRole,INT,N,NestedParties3/NoNested3PartyIDs
NstdPtys2SubGrp,806,NoNested2PartySubIDs,GROUP,N,NstdPtys2SubGrp
NstdPtys2SubGrp,760,Nested2PartySubID,STRING,N,NstdPtys2SubGrp/NoNested2PartySubIDs
NstdPtys2SubGrp,807,Nested2PartySubIDType,INT,N,NstdPtys2SubGrp/NoNested2PartySubIDs
NstdPtys3SubGrp,952,NoNested3PartySubIDs,GROUP,N,NstdPtys3SubGrp
NstdPtys3SubGrp,953,Nested3PartySubID,STRING,N,NstdPtys3SubGrp/NoNested3PartySubIDs
NstdPtys3SubGrp,954,Nested3PartySubIDType,INT,N,NstdPtys3SubGrp/NoNested3PartySubIDs
NstdPtysSubGrp,804,NoNestedPartySubIDs,GROUP,N,NstdPtysSubGrp
NstdPtysSubGrp,545,NestedPartySubID,STRING,N,NstdPtysSubGrp/NoNestedPartySubIDs
NstdPtysSubGrp,805,NestedPartySubIDType,INT,N,NstdPtysSubGrp/NoNestedPartySubIDs
OrdAllocGrp,73,NoOrders,GROUP,N,OrdAllocGrp
OrdAllocGrp,11,ClOrdID,STRING,N,OrdAllocGrp/NoOrders
OrdAllocGrp,37,OrderID,STRING,N,OrdAllocGrp/NoOrders
OrdAllocGrp,198,SecondaryOrderID,STRING,N,OrdAllocGrp/NoOrders
OrdAllocGrp,526,SecondaryClOrdID,STRING,N,OrdAllocGrp/NoOrders
OrdAllocGrp,66,ListID,STRING,N,OrdAllocGrp/NoOrders
OrdAllocGrp,38,OrderQty,QTY,N,OrdAllocGrp/NoOrders
OrdAllocGrp,799,OrderAvgPx,PRICE,N,OrdAllocGrp/NoOrders
OrdAllocGrp,800,OrderBookingQty,QTY,N,OrdAllocGrp/NoOrders
OrdListStatGrp,73,NoOrders,GROUP,Y,OrdListStatGrp
OrdListStatGrp,11,ClOrdID,STRING,Y,OrdListStatGrp/NoOrders
OrdListStatGrp,526,SecondaryClOrdID,STRING,N,OrdListStatGrp/NoOrders
OrdListStatGrp,14,CumQty,QTY,Y,OrdListStatGrp/NoOrders
OrdListStatGrp,39,OrdStatus,CHAR,Y,OrdListStatGrp/NoOrders
OrdListStatGrp,636,WorkingIndicator,BOOLEAN,N,OrdListStatGrp/NoOrders
OrdListStatGrp,151,LeavesQty,QTY,Y,OrdListStatGrp/NoOrders
OrdListStatGrp,84,CxlQty,QTY,Y,OrdListStatGrp/NoOrders
OrdListStatGrp,6,AvgPx,PRICE,Y,OrdListStatGrp/NoOrders
OrdListStatGrp,103,OrdRejReason,INT,N,OrdListStatGrp/NoOrders
OrdListStatGrp,58,Text,STRING,N,OrdListStatGrp/NoOrders
OrdListStatGrp,354,EncodedTextLen,LENGTH,N,OrdListStatGrp/NoOrders
OrdListStatGrp,355,EncodedText,DATA,N,OrdListStatGrp/NoOrders
OrderQtyData,38,OrderQty,QTY,N,OrderQtyData
OrderQtyData,152,CashOrderQty,QTY,N,OrderQtyData
OrderQtyData,516,OrderPercent,PERCENTAGE,N,OrderQtyData
OrderQtyData,468,RoundingDirection,CHAR,N,OrderQtyData
OrderQtyData,469,RoundingModulus,FLOAT,N,OrderQtyData
Parties,453,NoPartyIDs,GROUP,N,Parties
Parties,448,PartyID,STRING,N,Parties/NoPartyIDs
Parties,447,PartyIDSource,CHAR,N,Parties/NoPartyIDs
Parties,452,PartyRole,INT,N,Parties/NoPartyIDs
PegInstructions,211,PegOffsetValue,FLOAT,N,PegInstructions
PegInstructions,835,PegMoveType,INT,N,PegInstructions
PegInstructions,836,PegOffsetType,INT,N,PegInstructions
PegInstructions,837,PegLimitType,INT,N,PegInstructions
PegInstructions,838,PegRoundDirection,INT,N,PegInstructions
PegInstructions,840,PegScope,INT,N,PegInstructions
PosUndInstrmtGrp,711,NoUnderlyings,GROUP,N,PosUndInstrmtGrp
PosUndInstrmtGrp,732,UnderlyingSettlPrice,PRICE,Y,PosUndInstrmtGrp/NoUnderlyings
PosUndInstrmtGrp,733,UnderlyingSettlPriceType,INT,Y,PosUndInstrmtGrp/NoUnderlyings
PositionAmountData,753,NoPosAmt,GROUP,N,PositionAmountData
PositionAmountData,707,PosAmtType,STRING,N,PositionAmountData/NoPosAmt
PositionAmountData,708,PosAmt,AMT,N,PositionAmountData/NoPosAmt
PositionQty,702,NoPositions,GROUP,N,PositionQty
PositionQty,703,PosType,STRING,N,PositionQty/NoPositions
PositionQty,704,LongQty,QTY,N,PositionQty/NoPositions
PositionQty,705,ShortQty,QTY,N,PositionQty/NoPositions
PositionQty,706,PosQtyStatus,INT,N,PositionQty/NoPositions
PreAllocGrp,78,NoAllocs,GROUP,N,PreAllocGrp
PreAllocGrp,79,AllocAccount,STRING,N,PreAllocGrp/NoAllocs
PreAllocGrp,661,AllocAcctIDSource,INT,N,PreAllocGrp/NoAllocs
PreAllocGrp,736,AllocSettlCurrency,CURRENCY,N,PreAllocGrp/NoAllocs
PreAllocGrp,467,IndividualAllocID,STRING,N,PreAllocGrp/NoAllocs
PreAllocGrp,80,AllocQty,QTY,N,PreAllocGrp/NoAllocs
PreAllocMlegGrp,78,NoAllocs,GROUP,N,PreAllocMlegGrp
PreAllocMlegGrp,79,AllocAccount,STRING,N,PreAllocMlegGrp/NoAllocs
PreAllocMlegGrp,661,AllocAcctIDSource,INT,N,PreAllocMlegGrp/NoAllocs
PreAllocMlegGrp,736,AllocSettlCurrency,CURRENCY,N,PreAllocMlegGrp/NoAllocs
PreAllocMlegGrp,467,IndividualAllocID,STRING,N,PreAllocMlegGrp/NoAllocs
PreAllocMlegGrp,80,AllocQty,QTY,N,PreAllocMlegGrp/NoAllocs
PtysSubGrp,802,NoPartySubIDs,GROUP,N,PtysSubGrp
PtysSubGrp,523,PartySubID,STRING,N,PtysSubGrp/NoPartySubIDs
PtysSubGrp,803,PartySubIDType,INT,N,PtysSubGrp/NoPartySubIDs
QuotCxlEntriesGrp,295,NoQuoteEntries,GROUP,N,QuotCxlEntriesGrp
QuotEntryAckGrp,295,NoQuoteEntries,GROUP,N,QuotEntryAckGrp
QuotEntryAckGrp,299,QuoteEntryID,STRING,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,132,BidPx,PRICE,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,133,OfferPx,PRICE,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,134,BidSize,QTY,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,135,OfferSize,QTY,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,62,ValidUntilTime,UTCTIMESTAMP,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,188,BidSpotRate,PRICE,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,190,OfferSpotRate,PRICE,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,189,BidForwardPoints,PRICEOFFSET,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,191,OfferForwardPoints,PRICEOFFSET,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,631,MidPx,PRICE,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,632,BidYield,PERCENTAGE,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,633,MidYield,PERCENTAGE,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,634,OfferYield,PERCENTAGE,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,60,TransactTime,UTCTIMESTAMP,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,336,TradingSessionID,STRING,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,625,TradingSessionSubID,STRING,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,64,SettlDate,LOCALMKTDATE,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,40,OrdType,CHAR,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,193,SettlDate2,LOCALMKTDATE,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,192,OrderQty2,QTY,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,642,BidForwardPoints2,PRICEOFFSET,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,643,OfferForwardPoints2,PRICEOFFSET,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,15,Currency,CURRENCY,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryAckGrp,368,QuoteEntryRejectReason,INT,N,QuotEntryAckGrp/NoQuoteEntries
QuotEntryGrp,295,NoQuoteEntries,GROUP,Y,QuotEntryGrp
QuotEntryGrp,299,QuoteEntryID,STRING,Y,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,132,BidPx,PRICE,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,133,OfferPx,PRICE,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,134,BidSize,QTY,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,135,OfferSize,QTY,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,62,ValidUntilTime,UTCTIMESTAMP,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,188,BidSpotRate,PRICE,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,190,OfferSpotRate,PRICE,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,189,BidForwardPoints,PRICEOFFSET,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,191,OfferForwardPoints,PRICEOFFSET,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,631,MidPx,PRICE,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,632,BidYield,PERCENTAGE,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,633,MidYield,PERCENTAGE,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,634,OfferYield,PERCENTAGE,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,60,TransactTime,UTCTIMESTAMP,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,336,TradingSessionID,STRING,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,625,TradingSessionSubID,STRING,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,64,SettlDate,LOCALMKTDATE,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,40,OrdType,CHAR,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,193,SettlDate2,LOCALMKTDATE,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,192,OrderQty2,QTY,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,642,BidForwardPoints2,PRICEOFFSET,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,643,OfferForwardPoints2,PRICEOFFSET,N,QuotEntryGrp/NoQuoteEntries
QuotEntryGrp,15,Currency,CURRENCY,N,QuotEntryGrp/NoQuoteEntries
QuotQualGrp,735,NoQuoteQualifiers,GROUP,N,QuotQualGrp
QuotQualGrp,695,QuoteQualifier,CHAR,N,QuotQualGrp/NoQuoteQualifiers
QuotReqGrp,146,NoRelatedSym,GROUP,Y,QuotReqGrp
QuotReqGrp,140,PrevClosePx,PRICE,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,303,QuoteRequestType,INT,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,537,QuoteType,INT,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,336,TradingSessionID,STRING,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,625,TradingSessionSubID,STRING,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,229,TradeOriginationDate,LOCALMKTDATE,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,54,Side,CHAR,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,854,QtyType,INT,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,63,SettlType,CHAR,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,64,SettlDate,LOCALMKTDATE,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,193,SettlDate2,LOCALMKTDATE,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,192,OrderQty2,QTY,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,15,Currency,CURRENCY,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,1,Account,STRING,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,660,AcctIDSource,INT,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,581,AccountType,INT,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,692,QuotePriceType,INT,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,40,OrdType,CHAR,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,62,ValidUntilTime,UTCTIMESTAMP,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,126,ExpireTime,UTCTIMESTAMP,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,60,TransactTime,UTCTIMESTAMP,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,423,PriceType,INT,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,44,Price,PRICE,N,QuotReqGrp/NoRelatedSym
QuotReqGrp,640,Price2,PRICE,N,QuotReqGrp/NoRelatedSym
QuotReqLegsGrp,555,NoLegs,GROUP,N,QuotReqLegsGrp
QuotReqLegsGrp,687,LegQty,QTY,N,QuotReqLegsGrp/NoLegs
QuotReqLegsGrp,690,LegSwapType,INT,N,QuotReqLegsGrp/NoLegs
QuotReqLegsGrp,587,LegSettlType,CHAR,N,QuotReqLegsGrp/NoLegs
QuotReqLegsGrp,588,LegSettlDate,LOCALMKTDATE,N,QuotReqLegsGrp/NoLegs
QuotReqRjctGrp,146,NoRelatedSym,GROUP,Y,QuotReqRjctGrp
QuotReqRjctGrp,140,PrevClosePx,PRICE,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,303,QuoteRequestType,INT,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,537,QuoteType,INT,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,336,TradingSessionID,STRING,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,625,TradingSessionSubID,STRING,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,229,TradeOriginationDate,LOCALMKTDATE,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,54,Side,CHAR,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,854,QtyType,INT,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,63,SettlType,CHAR,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,64,SettlDate,LOCALMKTDATE,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,193,SettlDate2,LOCALMKTDATE,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,192,OrderQty2,QTY,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,15,Currency,CURRENCY,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,1,Account,STRING,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,660,AcctIDSource,INT,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,581,AccountType,INT,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,692,QuotePriceType,INT,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,40,OrdType,CHAR,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,126,ExpireTime,UTCTIMESTAMP,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,60,TransactTime,UTCTIMESTAMP,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,423,PriceType,INT,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,44,Price,PRICE,N,QuotReqRjctGrp/NoRelatedSym
QuotReqRjctGrp,640,Price2,PRICE,N,QuotReqRjctGrp/NoRelatedSym
QuotSetAckGrp,296,NoQuoteSets,GROUP,N,QuotSetAckGrp
QuotSetAckGrp,302,QuoteSetID,STRING,N,QuotSetAckGrp/NoQuoteSets
QuotSetAckGrp,304,TotNoQuoteEntries,INT,N,QuotSetAckGrp/NoQuoteSets
QuotSetAckGrp,893,LastFragment,BOOLEAN,N,QuotSetAckGrp/NoQuoteSets
QuotSetGrp,296,NoQuoteSets,GROUP,Y,QuotSetGrp
