algo_strategy,average_price,client_name,client_order_id,event_type,filled_quantity,market_price,order_id,order_level,order_type,parent_order_id,participation_pct,quantity,record_id,remaining_quantity,side,snapshot_time,state,ticker,urgency
,649.9229697679376,,C20241216_PROD,SLICE_UPDATE,1489,649.8837906754613,SLICE_00090,2,ALGO_SLICE,ALGO_001,,4469,REC_00000837,2980,Buy,2025-08-12T10:39:03.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7609349846657,,C20241216_PROD,ALGO_UPDATE,378354,649.8837906754613,ALGO_001,1,ALGO_PARENT,CLIENT_001,6.4,2000000,REC_00000838,1621646,Buy,2025-08-12T10:39:03.025000,WORKING,ASML.AS,CRITICAL
,649.7609349846657,Wellington Management,C20241216_PROD,CLIENT_UPDATE,378354,649.8837906754613,CLIENT_001,0,CLIENT,,,2000000,REC_00000839,1621646,Buy,2025-08-12T10:39:03.030000,WORKING,ASML.AS,
,649.9086268235532,,C20241216_PROD,SLICE_UPDATE,2979,649.8837906754613,SLICE_00090,2,ALGO_SLICE,ALGO_001,,4469,REC_00000840,1490,Buy,2025-08-12T10:39:03.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7615143299757,,C20241216_PROD,ALGO_UPDATE,379844,649.8837906754613,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.1,2000000,REC_00000841,1620156,Buy,2025-08-12T10:39:03.075000,WORKING,ASML.AS,CRITICAL
,649.7615143299757,Wellington Management,C20241216_PROD,CLIENT_UPDATE,379844,649.8837906754613,CLIENT_001,0,CLIENT,,,2000000,REC_00000842,1620156,Buy,2025-08-12T10:39:03.080000,WORKING,ASML.AS,
,649.9087908528335,,C20241216_PROD,SLICE_UPDATE,4469,649.8837906754613,SLICE_00090,2,ALGO_SLICE,ALGO_001,,4469,REC_00000843,0,Buy,2025-08-12T10:39:03.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.7620897888098,,C20241216_PROD,ALGO_UPDATE,381334,649.8837906754613,ALGO_001,1,ALGO_PARENT,CLIENT_001,2.6,2000000,REC_00000844,1618666,Buy,2025-08-12T10:39:03.125000,WORKING,ASML.AS,CRITICAL
,649.7620897888098,Wellington Management,C20241216_PROD,CLIENT_UPDATE,381334,649.8837906754613,CLIENT_001,0,CLIENT,,,2000000,REC_00000845,1618666,Buy,2025-08-12T10:39:03.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.9734411801179,SLICE_00091,2,ALGO_SLICE,ALGO_001,,7702,REC_00000846,7702,Buy,2025-08-12T10:40:04,PENDING,ASML.AS,CRITICAL
,649.9716936775126,,C20241216_PROD,SLICE_UPDATE,1283,649.9734411801179,SLICE_00091,2,ALGO_SLICE,ALGO_001,,7702,REC_00000847,6419,Buy,2025-08-12T10:40:04.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7627926373221,,C20241216_PROD,ALGO_UPDATE,382617,649.9734411801179,ALGO_001,1,ALGO_PARENT,CLIENT_001,3.4,2000000,REC_00000848,1617383,Buy,2025-08-12T10:40:04.025000,WORKING,ASML.AS,CRITICAL
,649.7627926373221,Wellington Management,C20241216_PROD,CLIENT_UPDATE,382617,649.9734411801179,CLIENT_001,0,CLIENT,,,2000000,REC_00000849,1617383,Buy,2025-08-12T10:40:04.030000,WORKING,ASML.AS,
,649.9944980557749,,C20241216_PROD,SLICE_UPDATE,4492,649.9734411801179,SLICE_00091,2,ALGO_SLICE,ALGO_001,,7702,REC_00000850,3210,Buy,2025-08-12T10:40:04.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7647197824285,,C20241216_PROD,ALGO_UPDATE,385826,649.9734411801179,ALGO_001,1,ALGO_PARENT,CLIENT_001,3.4,2000000,REC_00000851,1614174,Buy,2025-08-12T10:40:04.075000,WORKING,ASML.AS,CRITICAL
,649.7647197824285,Wellington Management,C20241216_PROD,CLIENT_UPDATE,385826,649.9734411801179,CLIENT_001,0,CLIENT,,,2000000,REC_00000852,1614174,Buy,2025-08-12T10:40:04.080000,WORKING,ASML.AS,
,649.9746608522055,,C20241216_PROD,SLICE_UPDATE,6097,649.9734411801179,SLICE_00091,2,ALGO_SLICE,ALGO_001,,7702,REC_00000853,1605,Buy,2025-08-12T10:40:04.120000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7655894996608,,C20241216_PROD,ALGO_UPDATE,387431,649.9734411801179,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.2,2000000,REC_00000854,1612569,Buy,2025-08-12T10:40:04.125000,WORKING,ASML.AS,CRITICAL
,649.7655894996608,Wellington Management,C20241216_PROD,CLIENT_UPDATE,387431,649.9734411801179,CLIENT_001,0,CLIENT,,,2000000,REC_00000855,1612569,Buy,2025-08-12T10:40:04.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.017300947234,SLICE_00092,2,ALGO_SLICE,ALGO_001,,4496,REC_00000856,4496,Buy,2025-08-12T10:41:10,PENDING,ASML.AS,CRITICAL
,650.0465887708714,,C20241216_PROD,SLICE_UPDATE,1498,650.017300947234,SLICE_00092,2,ALGO_SLICE,ALGO_001,,4496,REC_00000857,2998,Buy,2025-08-12T10:41:10.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7666717972222,,C20241216_PROD,ALGO_UPDATE,388929,650.017300947234,ALGO_001,1,ALGO_PARENT,CLIENT_001,3.9,2000000,REC_00000858,1611071,Buy,2025-08-12T10:41:10.025000,WORKING,ASML.AS,CRITICAL
,649.7666717972222,Wellington Management,C20241216_PROD,CLIENT_UPDATE,388929,650.017300947234,CLIENT_001,0,CLIENT,,,2000000,REC_00000859,1611071,Buy,2025-08-12T10:41:10.030000,WORKING,ASML.AS,
,650.051162102124,,C20241216_PROD,SLICE_UPDATE,2997,650.017300947234,SLICE_00092,2,ALGO_SLICE,ALGO_001,,4496,REC_00000860,1499,Buy,2025-08-12T10:41:10.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7677640625491,,C20241216_PROD,ALGO_UPDATE,390428,650.017300947234,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.8,2000000,REC_00000861,1609572,Buy,2025-08-12T10:41:10.075000,WORKING,ASML.AS,CRITICAL
,649.7677640625491,Wellington Management,C20241216_PROD,CLIENT_UPDATE,390428,650.017300947234,CLIENT_001,0,CLIENT,,,2000000,REC_00000862,1609572,Buy,2025-08-12T10:41:10.080000,WORKING,ASML.AS,
,650.051807512664,,C20241216_PROD,SLICE_UPDATE,4496,650.017300947234,SLICE_00092,2,ALGO_SLICE,ALGO_001,,4496,REC_00000863,0,Buy,2025-08-12T10:41:10.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.7688504412158,,C20241216_PROD,ALGO_UPDATE,391927,650.017300947234,ALGO_001,1,ALGO_PARENT,CLIENT_001,6.5,2000000,REC_00000864,1608073,Buy,2025-08-12T10:41:10.125000,WORKING,ASML.AS,CRITICAL
,649.7688504412158,Wellington Management,C20241216_PROD,CLIENT_UPDATE,391927,650.017300947234,CLIENT_001,0,CLIENT,,,2000000,REC_00000865,1608073,Buy,2025-08-12T10:41:10.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.0975727706274,SLICE_00093,2,ALGO_SLICE,ALGO_001,,4495,REC_00000866,4495,Buy,2025-08-12T10:42:22,PENDING,ASML.AS,CRITICAL
,650.1348357680649,,C20241216_PROD,SLICE_UPDATE,1498,650.0975727706274,SLICE_00093,2,ALGO_SLICE,ALGO_001,,4495,REC_00000867,2997,Buy,2025-08-12T10:42:22.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7702439622672,,C20241216_PROD,ALGO_UPDATE,393425,650.0975727706274,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.3,2000000,REC_00000868,1606575,Buy,2025-08-12T10:42:22.025000,WORKING,ASML.AS,CRITICAL
,649.7702439622672,Wellington Management,C20241216_PROD,CLIENT_UPDATE,393425,650.0975727706274,CLIENT_001,0,CLIENT,,,2000000,REC_00000869,1606575,Buy,2025-08-12T10:42:22.030000,WORKING,ASML.AS,
,650.1269712841749,,C20241216_PROD,SLICE_UPDATE,4495,650.0975727706274,SLICE_00093,2,ALGO_SLICE,ALGO_001,,4495,REC_00000870,0,Buy,2025-08-12T10:42:22.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.7729408655262,,C20241216_PROD,ALGO_UPDATE,396422,650.0975727706274,ALGO_001,1,ALGO_PARENT,CLIENT_001,3.5,2000000,REC_00000871,1603578,Buy,2025-08-12T10:42:22.125000,WORKING,ASML.AS,CRITICAL
,649.7729408655262,Wellington Management,C20241216_PROD,CLIENT_UPDATE,396422,650.0975727706274,CLIENT_001,0,CLIENT,,,2000000,REC_00000872,1603578,Buy,2025-08-12T10:42:22.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.999749157938,SLICE_00094,2,ALGO_SLICE,ALGO_001,,7147,REC_00000873,7147,Buy,2025-08-12T10:43:18,PENDING,ASML.AS,CRITICAL
,650.0331245109305,,C20241216_PROD,SLICE_UPDATE,2382,649.999749157938,SLICE_00094,2,ALGO_SLICE,ALGO_001,,7147,REC_00000874,4765,Buy,2025-08-12T10:43:18.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7744949057147,,C20241216_PROD,ALGO_UPDATE,398804,649.999749157938,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.4,2000000,REC_00000875,1601196,Buy,2025-08-12T10:43:18.025000,WORKING,ASML.AS,CRITICAL
,649.7744949057147,Wellington Management,C20241216_PROD,CLIENT_UPDATE,398804,649.999749157938,CLIENT_001,0,CLIENT,,,2000000,REC_00000876,1601196,Buy,2025-08-12T10:43:18.030000,WORKING,ASML.AS,
,650.0325803021702,,C20241216_PROD,SLICE_UPDATE,4764,649.999749157938,SLICE_00094,2,ALGO_SLICE,ALGO_001,,7147,REC_00000877,2383,Buy,2025-08-12T10:43:18.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7760272608177,,C20241216_PROD,ALGO_UPDATE,401186,649.999749157938,ALGO_001,1,ALGO_PARENT,CLIENT_001,3.8,2000000,REC_00000878,1598814,Buy,2025-08-12T10:43:18.075000,WORKING,ASML.AS,CRITICAL
,649.7760272608177,Wellington Management,C20241216_PROD,CLIENT_UPDATE,401186,649.999749157938,CLIENT_001,0,CLIENT,,,2000000,REC_00000879,1598814,Buy,2025-08-12T10:43:18.080000,WORKING,ASML.AS,
,650.0245506287667,,C20241216_PROD,SLICE_UPDATE,7147,649.999749157938,SLICE_00094,2,ALGO_SLICE,ALGO_001,,7147,REC_00000880,0,Buy,2025-08-12T10:43:18.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.7774947451533,,C20241216_PROD,ALGO_UPDATE,403569,649.999749157938,ALGO_001,1,ALGO_PARENT,CLIENT_001,6.0,2000000,REC_00000881,1596431,Buy,2025-08-12T10:43:18.125000,WORKING,ASML.AS,CRITICAL
,649.7774947451533,Wellington Management,C20241216_PROD,CLIENT_UPDATE,403569,649.999749157938,CLIENT_001,0,CLIENT,,,2000000,REC_00000882,1596431,Buy,2025-08-12T10:43:18.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.989388071754,SLICE_00095,2,ALGO_SLICE,ALGO_001,,4551,REC_00000883,4551,Buy,2025-08-12T10:44:26,PENDING,ASML.AS,CRITICAL
,650.015294735999,,C20241216_PROD,SLICE_UPDATE,1517,649.989388071754,SLICE_00095,2,ALGO_SLICE,ALGO_001,,4551,REC_00000884,3034,Buy,2025-08-12T10:44:26.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7783852784872,,C20241216_PROD,ALGO_UPDATE,405086,649.989388071754,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.9,2000000,REC_00000885,1594914,Buy,2025-08-12T10:44:26.025000,WORKING,ASML.AS,CRITICAL
,649.7783852784872,Wellington Management,C20241216_PROD,CLIENT_UPDATE,405086,649.989388071754,CLIENT_001,0,CLIENT,,,2000000,REC_00000886,1594914,Buy,2025-08-12T10:44:26.030000,WORKING,ASML.AS,
,650.0287917373694,,C20241216_PROD,SLICE_UPDATE,3034,649.989388071754,SLICE_00095,2,ALGO_SLICE,ALGO_001,,4551,REC_00000887,1517,Buy,2025-08-12T10:44:26.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7793195229423,,C20241216_PROD,ALGO_UPDATE,406603,649.989388071754,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.2,2000000,REC_00000888,1593397,Buy,2025-08-12T10:44:26.075000,WORKING,ASML.AS,CRITICAL
,649.7793195229423,Wellington Management,C20241216_PROD,CLIENT_UPDATE,406603,649.989388071754,CLIENT_001,0,CLIENT,,,2000000,REC_00000889,1593397,Buy,2025-08-12T10:44:26.080000,WORKING,ASML.AS,
,650.0271473177868,,C20241216_PROD,SLICE_UPDATE,4551,649.989388071754,SLICE_00095,2,ALGO_SLICE,ALGO_001,,4551,REC_00000890,0,Buy,2025-08-12T10:44:26.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.7802407097618,,C20241216_PROD,ALGO_UPDATE,408120,649.989388071754,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.8,2000000,REC_00000891,1591880,Buy,2025-08-12T10:44:26.125000,WORKING,ASML.AS,CRITICAL
,649.7802407097618,Wellington Management,C20241216_PROD,CLIENT_UPDATE,408120,649.989388071754,CLIENT_001,0,CLIENT,,,2000000,REC_00000892,1591880,Buy,2025-08-12T10:44:26.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.892035356195,SLICE_00096,2,ALGO_SLICE,ALGO_001,,7395,REC_00000893,7395,Buy,2025-08-12T10:45:03,PENDING,ASML.AS,CRITICAL
,649.9171267769694,,C20241216_PROD,SLICE_UPDATE,2465,649.892035356195,SLICE_00096,2,ALGO_SLICE,ALGO_001,,7395,REC_00000894,4930,Buy,2025-08-12T10:45:03.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7810625229201,,C20241216_PROD,ALGO_UPDATE,410585,649.892035356195,ALGO_001,1,ALGO_PARENT,CLIENT_001,3.0,2000000,REC_00000895,1589415,Buy,2025-08-12T10:45:03.025000,WORKING,ASML.AS,CRITICAL
,649.7810625229201,Wellington Management,C20241216_PROD,CLIENT_UPDATE,410585,649.892035356195,CLIENT_001,0,CLIENT,,,2000000,REC_00000896,1589415,Buy,2025-08-12T10:45:03.030000,WORKING,ASML.AS,
,649.8885108820322,,C20241216_PROD,SLICE_UPDATE,3697,649.892035356195,SLICE_00096,2,ALGO_SLICE,ALGO_001,,7395,REC_00000897,3698,Buy,2025-08-12T10:45:03.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7813839675871,,C20241216_PROD,ALGO_UPDATE,411817,649.892035356195,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.4,2000000,REC_00000898,1588183,Buy,2025-08-12T10:45:03.075000,WORKING,ASML.AS,CRITICAL
,649.7813839675871,Wellington Management,C20241216_PROD,CLIENT_UPDATE,411817,649.892035356195,CLIENT_001,0,CLIENT,,,2000000,REC_00000899,1588183,Buy,2025-08-12T10:45:03.080000,WORKING,ASML.AS,
,649.9137850591412,,C20241216_PROD,SLICE_UPDATE,7395,649.892035356195,SLICE_00096,2,ALGO_SLICE,ALGO_001,,7395,REC_00000900,0,Buy,2025-08-12T10:45:03.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.7825623106952,,C20241216_PROD,ALGO_UPDATE,415515,649.892035356195,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.7,2000000,REC_00000901,1584485,Buy,2025-08-12T10:45:03.125000,WORKING,ASML.AS,CRITICAL
,649.7825623106952,Wellington Management,C20241216_PROD,CLIENT_UPDATE,415515,649.892035356195,CLIENT_001,0,CLIENT,,,2000000,REC_00000902,1584485,Buy,2025-08-12T10:45:03.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.8446424469134,SLICE_00097,2,ALGO_SLICE,ALGO_001,,4433,REC_00000903,4433,Buy,2025-08-12T10:46:11,PENDING,ASML.AS,CRITICAL
,649.8660651591215,,C20241216_PROD,SLICE_UPDATE,1477,649.8446424469134,SLICE_00097,2,ALGO_SLICE,ALGO_001,,4433,REC_00000904,2956,Buy,2025-08-12T10:46:11.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7828580806552,,C20241216_PROD,ALGO_UPDATE,416992,649.8446424469134,ALGO_001,1,ALGO_PARENT,CLIENT_001,6.7,2000000,REC_00000905,1583008,Buy,2025-08-12T10:46:11.025000,WORKING,ASML.AS,CRITICAL
,649.7828580806552,Wellington Management,C20241216_PROD,CLIENT_UPDATE,416992,649.8446424469134,CLIENT_001,0,CLIENT,,,2000000,REC_00000906,1583008,Buy,2025-08-12T10:46:11.030000,WORKING,ASML.AS,
,649.8739688186192,,C20241216_PROD,SLICE_UPDATE,2955,649.8446424469134,SLICE_00097,2,ALGO_SLICE,ALGO_001,,4433,REC_00000907,1478,Buy,2025-08-12T10:46:11.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7831798759349,,C20241216_PROD,ALGO_UPDATE,418470,649.8446424469134,ALGO_001,1,ALGO_PARENT,CLIENT_001,3.0,2000000,REC_00000908,1581530,Buy,2025-08-12T10:46:11.075000,WORKING,ASML.AS,CRITICAL
,649.7831798759349,Wellington Management,C20241216_PROD,CLIENT_UPDATE,418470,649.8446424469134,CLIENT_001,0,CLIENT,,,2000000,REC_00000909,1581530,Buy,2025-08-12T10:46:11.080000,WORKING,ASML.AS,
,649.8686051178543,,C20241216_PROD,SLICE_UPDATE,4433,649.8446424469134,SLICE_00097,2,ALGO_SLICE,ALGO_001,,4433,REC_00000910,0,Buy,2025-08-12T10:46:11.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.7834805286527,,C20241216_PROD,ALGO_UPDATE,419948,649.8446424469134,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.4,2000000,REC_00000911,1580052,Buy,2025-08-12T10:46:11.125000,WORKING,ASML.AS,CRITICAL
,649.7834805286527,Wellington Management,C20241216_PROD,CLIENT_UPDATE,419948,649.8446424469134,CLIENT_001,0,CLIENT,,,2000000,REC_00000912,1580052,Buy,2025-08-12T10:46:11.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.8303402883552,SLICE_00098,2,ALGO_SLICE,ALGO_001,,4662,REC_00000913,4662,Buy,2025-08-12T10:47:09,PENDING,ASML.AS,CRITICAL
,649.8608171316108,,C20241216_PROD,SLICE_UPDATE,1554,649.8303402883552,SLICE_00098,2,ALGO_SLICE,ALGO_001,,4662,REC_00000914,3108,Buy,2025-08-12T10:47:09.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7837656544197,,C20241216_PROD,ALGO_UPDATE,421502,649.8303402883552,ALGO_001,1,ALGO_PARENT,CLIENT_001,3.3,2000000,REC_00000915,1578498,Buy,2025-08-12T10:47:09.025000,WORKING,ASML.AS,CRITICAL
,649.7837656544197,Wellington Management,C20241216_PROD,CLIENT_UPDATE,421502,649.8303402883552,CLIENT_001,0,CLIENT,,,2000000,REC_00000916,1578498,Buy,2025-08-12T10:47:09.030000,WORKING,ASML.AS,
,649.8520812141536,,C20241216_PROD,SLICE_UPDATE,3108,649.8303402883552,SLICE_00098,2,ALGO_SLICE,ALGO_001,,4662,REC_00000917,1554,Buy,2025-08-12T10:47:09.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7840165960912,,C20241216_PROD,ALGO_UPDATE,423056,649.8303402883552,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.7,2000000,REC_00000918,1576944,Buy,2025-08-12T10:47:09.075000,WORKING,ASML.AS,CRITICAL
,649.7840165960912,Wellington Management,C20241216_PROD,CLIENT_UPDATE,423056,649.8303402883552,CLIENT_001,0,CLIENT,,,2000000,REC_00000919,1576944,Buy,2025-08-12T10:47:09.080000,WORKING,ASML.AS,
,649.8702435152948,,C20241216_PROD,SLICE_UPDATE,4662,649.8303402883552,SLICE_00098,2,ALGO_SLICE,ALGO_001,,4662,REC_00000920,0,Buy,2025-08-12T10:47:09.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.7843321718723,,C20241216_PROD,ALGO_UPDATE,424610,649.8303402883552,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.4,2000000,REC_00000921,1575390,Buy,2025-08-12T10:47:09.125000,WORKING,ASML.AS,CRITICAL
,649.7843321718723,Wellington Management,C20241216_PROD,CLIENT_UPDATE,424610,649.8303402883552,CLIENT_001,0,CLIENT,,,2000000,REC_00000922,1575390,Buy,2025-08-12T10:47:09.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.8677952098705,SLICE_00099,2,ALGO_SLICE,ALGO_001,,7586,REC_00000923,7586,Buy,2025-08-12T10:48:23,PENDING,ASML.AS,CRITICAL
,649.8897081979916,,C20241216_PROD,SLICE_UPDATE,2528,649.8677952098705,SLICE_00099,2,ALGO_SLICE,ALGO_001,,7586,REC_00000924,5058,Buy,2025-08-12T10:48:23.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7849558358732,,C20241216_PROD,ALGO_UPDATE,427138,649.8677952098705,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.0,2000000,REC_00000925,1572862,Buy,2025-08-12T10:48:23.025000,WORKING,ASML.AS,CRITICAL
,649.7849558358732,Wellington Management,C20241216_PROD,CLIENT_UPDATE,427138,649.8677952098705,CLIENT_001,0,CLIENT,,,2000000,REC_00000926,1572862,Buy,2025-08-12T10:48:23.030000,WORKING,ASML.AS,
,649.8884126259511,,C20241216_PROD,SLICE_UPDATE,5057,649.8677952098705,SLICE_00099,2,ALGO_SLICE,ALGO_001,,7586,REC_00000927,2529,Buy,2025-08-12T10:48:23.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7855647777332,,C20241216_PROD,ALGO_UPDATE,429667,649.8677952098705,ALGO_001,1,ALGO_PARENT,CLIENT_001,6.8,2000000,REC_00000928,1570333,Buy,2025-08-12T10:48:23.075000,WORKING,ASML.AS,CRITICAL
,649.7855647777332,Wellington Management,C20241216_PROD,CLIENT_UPDATE,429667,649.8677952098705,CLIENT_001,0,CLIENT,,,2000000,REC_00000929,1570333,Buy,2025-08-12T10:48:23.080000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.8360155618809,SLICE_00100,2,ALGO_SLICE,ALGO_001,,7922,REC_00000930,7922,Buy,2025-08-12T10:49:25,PENDING,ASML.AS,CRITICAL
,649.8751093742492,,C20241216_PROD,SLICE_UPDATE,2640,649.8360155618809,SLICE_00100,2,ALGO_SLICE,ALGO_001,,7922,REC_00000931,5282,Buy,2025-08-12T10:49:25.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7861116061093,,C20241216_PROD,ALGO_UPDATE,432307,649.8360155618809,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.6,2000000,REC_00000932,1567693,Buy,2025-08-12T10:49:25.025000,WORKING,ASML.AS,CRITICAL
,649.7861116061093,Wellington Management,C20241216_PROD,CLIENT_UPDATE,432307,649.8360155618809,CLIENT_001,0,CLIENT,,,2000000,REC_00000933,1567693,Buy,2025-08-12T10:49:25.030000,WORKING,ASML.AS,
,649.869482957804,,C20241216_PROD,SLICE_UPDATE,5281,649.8360155618809,SLICE_00100,2,ALGO_SLICE,ALGO_001,,7922,REC_00000934,2641,Buy,2025-08-12T10:49:25.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7866178361411,,C20241216_PROD,ALGO_UPDATE,434948,649.8360155618809,ALGO_001,1,ALGO_PARENT,CLIENT_001,6.2,2000000,REC_00000935,1565052,Buy,2025-08-12T10:49:25.075000,WORKING,ASML.AS,CRITICAL
,649.7866178361411,Wellington Management,C20241216_PROD,CLIENT_UPDATE,434948,649.8360155618809,CLIENT_001,0,CLIENT,,,2000000,REC_00000936,1565052,Buy,2025-08-12T10:49:25.080000,WORKING,ASML.AS,
,649.8678574237018,,C20241216_PROD,SLICE_UPDATE,7922,649.8360155618809,SLICE_00100,2,ALGO_SLICE,ALGO_001,,7922,REC_00000937,0,Buy,2025-08-12T10:49:25.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.7871081449714,,C20241216_PROD,ALGO_UPDATE,437589,649.8360155618809,ALGO_001,1,ALGO_PARENT,CLIENT_001,3.1,2000000,REC_00000938,1562411,Buy,2025-08-12T10:49:25.125000,WORKING,ASML.AS,CRITICAL
,649.7871081449714,Wellington Management,C20241216_PROD,CLIENT_UPDATE,437589,649.8360155618809,CLIENT_001,0,CLIENT,,,2000000,REC_00000939,1562411,Buy,2025-08-12T10:49:25.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.8581499713034,SLICE_00101,2,ALGO_SLICE,ALGO_001,,4465,REC_00000940,4465,Buy,2025-08-12T11:00:27,PENDING,ASML.AS,CRITICAL
,649.8826608882956,,C20241216_PROD,SLICE_UPDATE,1488,649.8581499713034,SLICE_00101,2,ALGO_SLICE,ALGO_001,,4465,REC_00000941,2977,Buy,2025-08-12T11:00:27.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7874319662649,,C20241216_PROD,ALGO_UPDATE,439077,649.8581499713034,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.8,2000000,REC_00000942,1560923,Buy,2025-08-12T11:00:27.025000,WORKING,ASML.AS,CRITICAL
,649.7874319662649,Wellington Management,C20241216_PROD,CLIENT_UPDATE,439077,649.8581499713034,CLIENT_001,0,CLIENT,,,2000000,REC_00000943,1560923,Buy,2025-08-12T11:00:27.030000,WORKING,ASML.AS,
,649.8975224600417,,C20241216_PROD,SLICE_UPDATE,2976,649.8581499713034,SLICE_00101,2,ALGO_SLICE,ALGO_001,,4465,REC_00000944,1489,Buy,2025-08-12T11:00:27.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,649.7878037948366,,C20241216_PROD,ALGO_UPDATE,440565,649.8581499713034,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.6,2000000,REC_00000945,1559435,Buy,2025-08-12T11:00:27.075000,WORKING,ASML.AS,CRITICAL
,649.7878037948366,Wellington Management,C20241216_PROD,CLIENT_UPDATE,440565,649.8581499713034,CLIENT_001,0,CLIENT,,,2000000,REC_00000946,1559435,Buy,2025-08-12T11:00:27.080000,WORKING,ASML.AS,
,649.897906692514,,C20241216_PROD,SLICE_UPDATE,4465,649.8581499713034,SLICE_00101,2,ALGO_SLICE,ALGO_001,,4465,REC_00000947,0,Buy,2025-08-12T11:00:27.120000,FILLED,ASML.AS,CRITICAL
VWAP,649.7881746617774,,C20241216_PROD,ALGO_UPDATE,442054,649.8581499713034,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.7,2000000,REC_00000948,1557946,Buy,2025-08-12T11:00:27.125000,WORKING,ASML.AS,CRITICAL
,649.7881746617774,Wellington Management,C20241216_PROD,CLIENT_UPDATE,442054,649.8581499713034,CLIENT_001,0,CLIENT,,,2000000,REC_00000949,1557946,Buy,2025-08-12T11:00:27.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,649.9461145127831,SLICE_00102,2,ALGO_SLICE,ALGO_001,,7485,REC_00000950,7485,Buy,2025-08-12T11:01:27,PENDING,ASML.AS,CRITICAL
,649.9742995394516,,C20241216_PROD,SLICE_UPDATE,2495,649.9461145127831,SLICE_00102,2,ALGO_SLICE,ALGO_001,,7485,REC_00000951,4990,Buy,2025-08-12T11:01:27.020000,PARTIAL,ASML.AS,CRITICAL
