id,value,category,amount
12407,90,cat_2,90
12408,226,cat_3,226
12409,312,cat_4,312
12410,845,cat_0,845
12411,250,cat_1,250
12412,900,cat_2,900
12413,62,cat_3,62
12414,340,cat_4,340
12415,165,cat_0,165
12416,264,cat_1,264
12417,884,cat_2,884
12418,459,cat_3,459
12419,509,cat_4,509
12420,238,cat_0,238
12421,245,cat_1,245
12422,886,cat_2,886
12423,609,cat_3,609
12424,382,cat_4,382
12425,275,cat_0,275
12426,919,cat_1,919
12427,713,cat_2,713
12428,226,cat_3,226
12429,670,cat_4,670
12430,47,cat_0,47
12431,416,cat_1,416
12432,872,cat_2,872
12433,721,cat_3,721
12434,408,cat_4,408
12435,185,cat_0,185
12436,539,cat_1,539
12437,533,cat_2,533
12438,402,cat_3,402
12439,534,cat_4,534
12440,408,cat_0,408
12441,182,cat_1,182
12442,360,cat_2,360
12443,867,cat_3,867
12444,867,cat_4,867
12445,66,cat_0,66
12446,377,cat_1,377
12447,564,cat_2,564
12448,732,cat_3,732
12449,458,cat_4,458
12450,324,cat_0,324
12451,261,cat_1,261
12452,505,cat_2,505
12453,949,cat_3,949
12454,834,cat_4,834
12455,985,cat_0,985
12456,904,cat_1,904
12457,731,cat_2,731
12458,558,cat_3,558
12459,127,cat_4,127
12460,865,cat_0,865
12461,619,cat_1,619
12462,898,cat_2,898
12463,453,cat_3,453
12464,733,cat_4,733
12465,386,cat_0,386
12466,3,cat_1,3
12467,70,cat_2,70
12468,963,cat_3,963
12469,787,cat_4,787
12470,6,cat_0,6
12471,448,cat_1,448
12472,523,cat_2,523
12473,484,cat_3,484
12474,605,cat_4,605
12475,859,cat_0,859
12476,545,cat_1,545
12477,630,cat_2,630
12478,374,cat_3,374
12479,709,cat_4,709
12480,559,cat_0,559
12481,436,cat_1,436
12482,444,cat_2,444
12483,849,cat_3,849
12484,797,cat_4,797
12485,408,cat_0,408
12486,99,cat_1,99
12487,867,cat_2,867
12488,486,cat_3,486
12489,447,cat_4,447
12490,482,cat_0,482
12491,355,cat_1,355
12492,700,cat_2,700
12493,236,cat_3,236
12494,262,cat_4,262
12495,689,cat_0,689
12496,661,cat_1,661
12497,104,cat_2,104
12498,228,cat_3,228
12499,149,cat_4,149
12500,20,cat_0,20
12501,707,cat_1,707
12502,348,cat_2,348
12503,769,cat_3,769
12504,649,cat_4,649
12505,193,cat_0,193
12506,99,cat_1,99
12507,263,cat_2,263
12508,558,cat_3,558
12509,818,cat_4,818
12510,201,cat_0,201
12511,610,cat_1,610
12512,377,cat_2,377
12513,907,cat_3,907
12514,61,cat_4,61
12515,829,cat_0,829
12516,298,cat_1,298
12517,593,cat_2,593
12518,768,cat_3,768
12519,248,cat_4,248
12520,106,cat_0,106
12521,935,cat_1,935
12522,505,cat_2,505
12523,726,cat_3,726
12524,951,cat_4,951
12525,365,cat_0,365
12526,606,cat_1,606
12527,406,cat_2,406
12528,373,cat_3,373
12529,304,cat_4,304
12530,173,cat_0,173
12531,592,cat_1,592
12532,386,cat_2,386
12533,558,cat_3,558
12534,220,cat_4,220
12535,321,cat_0,321
12536,824,cat_1,824
12537,585,cat_2,585
12538,807,cat_3,807
12539,634,cat_4,634
12540,324,cat_0,324
12541,502,cat_1,502
12542,706,cat_2,706
12543,933,cat_3,933
12544,688,cat_4,688
12545,137,cat_0,137
12546,296,cat_1,296
12547,594,cat_2,594
12548,746,cat_3,746
12549,754,cat_4,754
12550,952,cat_0,952
12551,759,cat_1,759
12552,142,cat_2,142
12553,386,cat_3,386
12554,40,cat_4,40
12555,653,cat_0,653
12556,334,cat_1,334
12557,980,cat_2,980
12558,798,cat_3,798
12559,388,cat_4,388
12560,238,cat_0,238
12561,93,cat_1,93
12562,739,cat_2,739
12563,786,cat_3,786
12564,213,cat_4,213
12565,351,cat_0,351
12566,504,cat_1,504
12567,367,cat_2,367
12568,127,cat_3,127
12569,148,cat_4,148
12570,68,cat_0,68
12571,605,cat_1,605
12572,145,cat_2,145
12573,577,cat_3,577
12574,328,cat_4,328
12575,610,cat_0,610
12576,236,cat_1,236
12577,824,cat_2,824
12578,779,cat_3,779
12579,295,cat_4,295
12580,447,cat_0,447
12581,348,cat_1,348
12582,698,cat_2,698
12583,559,cat_3,559
12584,934,cat_4,934
12585,51,cat_0,51
12586,234,cat_1,234
12587,998,cat_2,998
12588,293,cat_3,293
12589,738,cat_4,738
12590,343,cat_0,343
12591,686,cat_1,686
12592,1000,cat_2,1000
12593,379,cat_3,379
12594,586,cat_4,586
12595,231,cat_0,231
12596,159,cat_1,159
12597,155,cat_2,155
12598,334,cat_3,334
12599,576,cat_4,576
12600,998,cat_0,998
12601,338,cat_1,338
12602,295,cat_2,295
12603,334,cat_3,334
12604,511,cat_4,511
12605,750,cat_0,750
12606,73,cat_1,73
12607,921,cat_2,921
12608,623,cat_3,623
12609,197,cat_4,197
12610,15,cat_0,15
12611,161,cat_1,161
12612,733,cat_2,733
12613,654,cat_3,654
12614,695,cat_4,695
12615,421,cat_0,421
12616,779,cat_1,779
12617,668,cat_2,668
12618,484,cat_3,484
12619,692,cat_4,692
12620,225,cat_0,225
12621,248,cat_1,248
12622,641,cat_2,641
12623,441,cat_3,441
12624,258,cat_4,258
12625,489,cat_0,489
12626,600,cat_1,600
12627,92,cat_2,92
12628,752,cat_3,752
12629,249,cat_4,249
12630,748,cat_0,748
12631,744,cat_1,744
12632,161,cat_2,161
12633,729,cat_3,729
12634,507,cat_4,507
12635,421,cat_0,421
12636,767,cat_1,767
12637,217,cat_2,217
12638,513,cat_3,513
12639,829,cat_4,829
12640,933,cat_0,933
12641,531,cat_1,531
12642,757,cat_2,757
12643,398,cat_3,398
12644,405,cat_4,405
12645,823,cat_0,823
12646,458,cat_1,458
12647,333,cat_2,333
12648,681,cat_3,681
12649,501,cat_4,501
12650,158,cat_0,158
12651,624,cat_1,624
12652,126,cat_2,126
12653,257,cat_3,257
12654,228,cat_4,228
12655,614,cat_0,614
12656,465,cat_1,465
12657,454,cat_2,454
12658,634,cat_3,634
12659,811,cat_4,811
12660,753,cat_0,753
12661,394,cat_1,394
12662,946,cat_2,946
12663,164,cat_3,164
12664,149,cat_4,149
12665,70,cat_0,70
12666,154,cat_1,154
12667,469,cat_2,469
12668,179,cat_3,179
12669,586,cat_4,586
12670,653,cat_0,653
12671,84,cat_1,84
12672,286,cat_2,286
12673,440,cat_3,440
12674,305,cat_4,305
12675,310,cat_0,310
12676,448,cat_1,448
12677,62,cat_2,62
12678,628,cat_3,628
12679,384,cat_4,384
12680,458,cat_0,458
12681,283,cat_1,283
12682,343,cat_2,343
12683,560,cat_3,560
12684,627,cat_4,627
12685,310,cat_0,310
12686,282,cat_1,282
12687,717,cat_2,717
12688,240,cat_3,240
12689,962,cat_4,962
12690,269,cat_0,269
12691,487,cat_1,487
12692,375,cat_2,375
12693,607,cat_3,607
12694,488,cat_4,488
12695,305,cat_0,305
12696,495,cat_1,495
12697,491,cat_2,491
12698,956,cat_3,956
12699,141,cat_4,141
12700,782,cat_0,782
12701,72,cat_1,72
12702,77,cat_2,77
12703,675,cat_3,675
12704,16,cat_4,16
12705,860,cat_0,860
12706,138,cat_1,138
12707,84,cat_2,84
12708,696,cat_3,696
12709,153,cat_4,153
12710,951,cat_0,951
12711,847,cat_1,847
12712,587,cat_2,587
12713,935,cat_3,935
12714,684,cat_4,684
12715,374,cat_0,374
12716,720,cat_1,720
12717,735,cat_2,735
12718,570,cat_3,570
12719,540,cat_4,540
12720,307,cat_0,307
12721,436,cat_1,436
12722,385,cat_2,385
12723,161,cat_3,161
12724,29,cat_4,29
12725,312,cat_0,312
12726,80,cat_1,80
12727,743,cat_2,743
12728,349,cat_3,349
12729,272,cat_4,272
12730,359,cat_0,359
12731,367,cat_1,367
12732,470,cat_2,470
12733,752,cat_3,752
12734,971,cat_4,971
12735,233,cat_0,233
12736,723,cat_1,723
12737,583,cat_2,583
12738,88,cat_3,88
12739,125,cat_4,125
12740,891,cat_0,891
12741,619,cat_1,619
12742,269,cat_2,269
12743,187,cat_3,187
12744,371,cat_4,371
12745,777,cat_0,777
12746,396,cat_1,396
12747,912,cat_2,912
12748,589,cat_3,589
12749,812,cat_4,812
12750,336,cat_0,336
12751,833,cat_1,833
12752,455,cat_2,455
12753,838,cat_3,838
12754,413,cat_4,413
12755,125,cat_0,125
12756,795,cat_1,795
12757,525,cat_2,525
12758,830,cat_3,830
12759,76,cat_4,76
12760,765,cat_0,765
12761,897,cat_1,897
12762,473,cat_2,473
12763,807,cat_3,807
12764,503,cat_4,503
12765,607,cat_0,607
12766,23,cat_1,23
12767,851,cat_2,851
12768,909,cat_3,909
12769,696,cat_4,696
12770,819,cat_0,819
12771,743,cat_1,743
12772,210,cat_2,210
12773,2,cat_3,2
12774,60,cat_4,60
12775,233,cat_0,233
12776,971,cat_1,971
12777,824,cat_2,824
12778,156,cat_3,156
12779,447,cat_4,447
12780,295,cat_0,295
12781,220,cat_1,220
12782,924,cat_2,924
12783,555,cat_3,555
12784,625,cat_4,625
12785,538,cat_0,538
12786,557,cat_1,557
12787,970,cat_2,970
12788,635,cat_3,635
12789,733,cat_4,733
12790,193,cat_0,193
12791,944,cat_1,944
12792,489,cat_2,489
12793,241,cat_3,241
12794,270,cat_4,270
12795,163,cat_0,163
12796,891,cat_1,891
12797,465,cat_2,465
12798,980,cat_3,980
12799,435,cat_4,435
12800,155,cat_0,155
12801,233,cat_1,233
12802,386,cat_2,386
12803,287,cat_3,287
12804,378,cat_4,378
12805,863,cat_0,863
12806,811,cat_1,811
12807,397,cat_2,397
12808,477,cat_3,477
12809,65,cat_4,65
12810,639,cat_0,639
12811,647,cat_1,647
12812,292,cat_2,292
12813,441,cat_3,441
12814,589,cat_4,589
12815,540,cat_0,540
12816,78,cat_1,78
12817,369,cat_2,369
12818,102,cat_3,102
12819,465,cat_4,465
12820,603,cat_0,603
12821,466,cat_1,466
12822,161,cat_2,161
12823,920,cat_3,920
12824,464,cat_4,464
12825,477,cat_0,477
12826,434,cat_1,434
12827,310,cat_2,310
12828,960,cat_3,960
12829,126,cat_4,126
12830,330,cat_0,330
12831,607,cat_1,607
12832,932,cat_2,932
12833,308,cat_3,308
12834,959,cat_4,959
12835,461,cat_0,461
12836,443,cat_1,443
12837,645,cat_2,645
12838,507,cat_3,507
12839,129,cat_4,129
12840,687,cat_0,687
12841,335,cat_1,335
12842,552,cat_2,552
12843,921,cat_3,921
12844,707,cat_4,707
12845,965,cat_0,965
12846,509,cat_1,509
12847,753,cat_2,753
12848,123,cat_3,123
12849,96,cat_4,96
12850,76,cat_0,76
12851,543,cat_1,543
12852,807,cat_2,807
12853,140,cat_3,140
12854,213,cat_4,213
12855,634,cat_0,634
12856,720,cat_1,720
12857,881,cat_2,881
12858,765,cat_3,765
12859,272,cat_4,272
12860,771,cat_0,771
12861,265,cat_1,265
12862,248,cat_2,248
12863,81,cat_3,81
12864,687,cat_4,687
12865,903,cat_0,903
12866,367,cat_1,367
12867,702,cat_2,702
12868,767,cat_3,767
12869,936,cat_4,936
12870,600,cat_0,600
12871,668,cat_1,668
12872,152,cat_2,152
12873,641,cat_3,641
12874,816,cat_4,816
12875,565,cat_0,565
12876,505,cat_1,505
12877,993,cat_2,993
12878,385,cat_3,385
12879,321,cat_4,321
12880,544,cat_0,544
12881,477,cat_1,477
12882,56,cat_2,56
12883,867,cat_3,867
12884,536,cat_4,536
12885,423,cat_0,423
12886,643,cat_1,643
12887,678,cat_2,678
12888,553,cat_3,553
12889,343,cat_4,343
12890,26,cat_0,26
12891,115,cat_1,115
12892,362,cat_2,362
12893,255,cat_3,255
12894,284,cat_4,284
12895,519,cat_0,519
12896,855,cat_1,855
12897,711,cat_2,711
12898,308,cat_3,308
12899,965,cat_4,965
12900,398,cat_0,398
12901,591,cat_1,591
12902,538,cat_2,538
12903,707,cat_3,707
12904,438,cat_4,438
12905,143,cat_0,143
12906,136,cat_1,136
12907,250,cat_2,250
12908,551,cat_3,551
12909,19,cat_4,19
12910,416,cat_0,416
12911,708,cat_1,708
12912,391,cat_2,391
12913,330,cat_3,330
12914,121,cat_4,121
12915,815,cat_0,815
12916,990,cat_1,990
12917,473,cat_2,473
12918,202,cat_3,202
12919,208,cat_4,208
12920,417,cat_0,417
12921,42,cat_1,42
12922,271,cat_2,271
12923,662,cat_3,662
12924,518,cat_4,518
12925,332,cat_0,332
12926,167,cat_1,167
12927,562,cat_2,562
12928,957,cat_3,957
12929,877,cat_4,877
12930,85,cat_0,85
12931,845,cat_1,845
12932,930,cat_2,930
12933,127,cat_3,127
12934,748,cat_4,748
12935,758,cat_0,758
12936,269,cat_1,269
12937,550,cat_2,550
12938,57,cat_3,57
12939,949,cat_4,949
12940,555,cat_0,555
12941,326,cat_1,326
12942,242,cat_2,242
12943,434,cat_3,434
12944,532,cat_4,532
12945,376,cat_0,376
12946,789,cat_1,789
12947,820,cat_2,820
12948,740,cat_3,740
12949,351,cat_4,351
12950,251,cat_0,251
12951,645,cat_1,645
12952,654,cat_2,654
12953,477,cat_3,477
12954,818,cat_4,818
12955,789,cat_0,789
12956,94,cat_1,94
12957,531,cat_2,531
12958,816,cat_3,816
12959,401,cat_4,401
12960,601,cat_0,601
12961,882,cat_1,882
12962,945,cat_2,945
12963,23,cat_3,23
12964,876,cat_4,876
12965,340,cat_0,340
12966,219,cat_1,219
12967,784,cat_2,784
12968,857,cat_3,857
12969,150,cat_4,150
12970,221,cat_0,221
12971,773,cat_1,773
12972,492,cat_2,492
12973,376,cat_3,376
12974,641,cat_4,641
12975,977,cat_0,977
12976,642,cat_1,642
12977,485,cat_2,485
12978,798,cat_3,798
12979,247,cat_4,247
12980,622,cat_0,622
12981,142,cat_1,142
12982,653,cat_2,653
12983,256,cat_3,256
12984,746,cat_4,746
12985,117,cat_0,117
12986,616,cat_1,616
12987,290,cat_2,290
12988,633,cat_3,633
12989,141,cat_4,141
12990,501,cat_0,501
12991,35,cat_1,35
12992,596,cat_2,596
12993,335,cat_3,335
12994,152,cat_4,152
12995,899,cat_0,899
12996,71,cat_1,71
12997,93,cat_2,93
12998,983,cat_3,983
12999,555,cat_4,555
13000,261,cat_0,261
13001,107,cat_1,107
13002,270,cat_2,270
13003,650,cat_3,650
13004,555,cat_4,555
13005,82,cat_0,82
13006,403,cat_1,403
13007,436,cat_2,436
13008,28,cat_3,28
13009,869,cat_4,869
13010,594,cat_0,594
13011,938,cat_1,938
13012,325,cat_2,325
13013,163,cat_3,163
13014,597,cat_4,597
13015,929,cat_0,929
13016,359,cat_1,359
13017,980,cat_2,980
13018,294,cat_3,294
13019,404,cat_4,404
13020,593,cat_0,593
13021,472,cat_1,472
13022,881,cat_2,881
13023,56,cat_3,56
13024,697,cat_4,697
13025,520,cat_0,520
13026,490,cat_1,490
13027,263,cat_2,263
13028,835,cat_3,835
13029,16,cat_4,16
13030,353,cat_0,353
13031,479,cat_1,479
13032,965,cat_2,965
13033,981,cat_3,981
13034,643,cat_4,643
13035,395,cat_0,395
13036,705,cat_1,705
13037,572,cat_2,572
13038,898,cat_3,898
13039,764,cat_4,764
13040,464,cat_0,464
13041,624,cat_1,624
13042,300,cat_2,300
13043,74,cat_3,74
13044,90,cat_4,90
13045,15,cat_0,15
13046,172,cat_1,172
13047,934,cat_2,934
13048,232,cat_3,232
13049,449,cat_4,449
13050,930,cat_0,930
13051,785,cat_1,785
13052,691,cat_2,691
13053,755,cat_3,755
13054,951,cat_4,951
13055,166,cat_0,166
13056,913,cat_1,913
13057,835,cat_2,835
13058,489,cat_3,489
13059,706,cat_4,706
13060,351,cat_0,351
13061,621,cat_1,621
13062,191,cat_2,191
13063,991,cat_3,991
13064,745,cat_4,745
13065,588,cat_0,588
13066,811,cat_1,811
13067,127,cat_2,127
13068,970,cat_3,970
13069,764,cat_4,764
13070,464,cat_0,464
13071,570,cat_1,570
13072,312,cat_2,312
13073,770,cat_3,770
13074,162,cat_4,162
13075,81,cat_0,81
13076,531,cat_1,531
13077,678,cat_2,678
13078,386,cat_3,386
13079,454,cat_4,454
13080,262,cat_0,262
13081,739,cat_1,739
13082,954,cat_2,954
13083,913,cat_3,913
13084,623,cat_4,623
13085,107,cat_0,107
13086,944,cat_1,944
13087,844,cat_2,844
13088,738,cat_3,738
13089,372,cat_4,372
13090,650,cat_0,650
13091,865,cat_1,865
13092,636,cat_2,636
13093,861,cat_3,861
13094,227,cat_4,227
13095,648,cat_0,648
13096,784,cat_1,784
13097,678,cat_2,678
13098,423,cat_3,423
13099,923,cat_4,923
13100,351,cat_0,351
13101,625,cat_1,625
13102,751,cat_2,751
13103,921,cat_3,921
13104,198,cat_4,198
13105,336,cat_0,336
13106,560,cat_1,560
13107,417,cat_2,417
13108,321,cat_3,321
13109,58,cat_4,58
13110,16,cat_0,16
13111,811,cat_1,811
13112,601,cat_2,601
13113,131,cat_3,131
13114,497,cat_4,497
13115,720,cat_0,720
13116,318,cat_1,318
13117,271,cat_2,271
13118,522,cat_3,522
13119,279,cat_4,279
13120,180,cat_0,180
13121,698,cat_1,698
13122,475,cat_2,475
13123,805,cat_3,805
13124,552,cat_4,552
13125,889,cat_0,889
13126,870,cat_1,870
13127,414,cat_2,414
13128,591,cat_3,591
13129,905,cat_4,905
13130,630,cat_0,630
13131,244,cat_1,244
13132,370,cat_2,370
13133,257,cat_3,257
13134,382,cat_4,382
13135,697,cat_0,697
13136,786,cat_1,786
13137,974,cat_2,974
13138,769,cat_3,769
13139,431,cat_4,431
13140,565,cat_0,565
13141,502,cat_1,502
13142,744,cat_2,744
13143,778,cat_3,778
13144,793,cat_4,793
13145,80,cat_0,80
13146,31,cat_1,31
13147,671,cat_2,671
13148,488,cat_3,488
13149,649,cat_4,649
13150,968,cat_0,968
13151,576,cat_1,576
13152,709,cat_2,709
13153,908,cat_3,908
13154,547,cat_4,547
13155,381,cat_0,381
13156,697,cat_1,697
13157,743,cat_2,743
13158,113,cat_3,113
13159,313,cat_4,313
13160,454,cat_0,454
13161,167,cat_1,167
13162,232,cat_2,232
13163,43,cat_3,43
13164,946,cat_4,946
13165,346,cat_0,346
13166,953,cat_1,953
13167,853,cat_2,853
13168,621,cat_3,621
13169,889,cat_4,889
13170,492,cat_0,492
13171,406,cat_1,406
13172,689,cat_2,689
13173,853,cat_3,853
13174,20,cat_4,20
13175,473,cat_0,473
13176,880,cat_1,880
13177,128,cat_2,128
13178,99,cat_3,99
13179,266,cat_4,266
13180,543,cat_0,543
13181,594,cat_1,594
13182,173,cat_2,173
13183,56,cat_3,56
13184,212,cat_4,212
13185,127,cat_0,127
13186,524,cat_1,524
13187,771,cat_2,771
13188,38,cat_3,38
13189,249,cat_4,249
13190,781,cat_0,781
13191,839,cat_1,839
13192,412,cat_2,412
13193,730,cat_3,730
13194,469,cat_4,469
13195,964,cat_0,964
13196,383,cat_1,383
13197,880,cat_2,880
13198,498,cat_3,498
13199,301,cat_4,301
13200,278,cat_0,278
13201,968,cat_1,968
13202,601,cat_2,601
13203,177,cat_3,177
13204,461,cat_4,461
13205,669,cat_0,669
13206,324,cat_1,324
13207,519,cat_2,519
13208,380,cat_3,380
13209,713,cat_4,713
13210,668,cat_0,668
13211,667,cat_1,667
13212,222,cat_2,222
13213,140,cat_3,140
13214,637,cat_4,637
13215,90,cat_0,90
13216,482,cat_1,482
13217,293,cat_2,293
13218,169,cat_3,169
13219,882,cat_4,882
13220,747,cat_0,747
13221,696,cat_1,696
13222,366,cat_2,366
13223,491,cat_3,491
13224,576,cat_4,576
13225,815,cat_0,815
13226,746,cat_1,746
13227,328,cat_2,328
13228,826,cat_3,826
13229,260,cat_4,260
13230,773,cat_0,773
13231,125,cat_1,125
13232,698,cat_2,698
13233,610,cat_3,610
13234,157,cat_4,157
13235,49,cat_0,49
13236,551,cat_1,551
13237,931,cat_2,931
13238,591,cat_3,591
13239,802,cat_4,802
13240,698,cat_0,698
13241,861,cat_1,861
13242,580,cat_2,580
13243,238,cat_3,238
13244,487,cat_4,487
13245,252,cat_0,252
13246,171,cat_1,171
13247,273,cat_2,273
13248,989,cat_3,989
13249,482,cat_4,482
13250,963,cat_0,963
13251,158,cat_1,158
13252,909,cat_2,909
13253,934,cat_3,934
13254,204,cat_4,204
13255,990,cat_0,990
13256,566,cat_1,566
13257,715,cat_2,715
13258,128,cat_3,128
13259,620,cat_4,620
13260,361,cat_0,361
13261,686,cat_1,686
13262,387,cat_2,387
13263,327,cat_3,327
13264,721,cat_4,721
13265,583,cat_0,583
13266,309,cat_1,309
13267,212,cat_2,212
13268,391,cat_3,391
13269,69,cat_4,69
13270,476,cat_0,476
13271,421,cat_1,421
13272,496,cat_2,496
13273,267,cat_3,267
13274,525,cat_4,525
13275,841,cat_0,841
13276,198,cat_1,198
13277,219,cat_2,219
13278,463,cat_3,463
13279,651,cat_4,651
13280,725,cat_0,725
13281,608,cat_1,608
13282,647,cat_2,647
13283,260,cat_3,260
13284,496,cat_4,496
13285,968,cat_0,968
13286,87,cat_1,87
13287,829,cat_2,829
13288,451,cat_3,451
13289,792,cat_4,792
13290,169,cat_0,169
13291,769,cat_1,769
13292,33,cat_2,33
13293,278,cat_3,278
13294,864,cat_4,864
13295,962,cat_0,962
13296,778,cat_1,778
13297,510,cat_2,510
13298,562,cat_3,562
13299,677,cat_4,677
13300,591,cat_0,591
13301,865,cat_1,865
13302,539,cat_2,539
13303,68,cat_3,68
13304,736,cat_4,736
13305,671,cat_0,671
13306,494,cat_1,494
13307,682,cat_2,682
13308,14,cat_3,14
13309,840,cat_4,840
13310,154,cat_0,154
13311,547,cat_1,547
13312,911,cat_2,911
13313,728,cat_3,728
13314,236,cat_4,236
13315,145,cat_0,145
13316,768,cat_1,768
13317,774,cat_2,774
13318,689,cat_3,689
13319,404,cat_4,404
13320,123,cat_0,123
13321,281,cat_1,281
13322,374,cat_2,374
13323,955,cat_3,955
13324,614,cat_4,614
13325,799,cat_0,799
13326,509,cat_1,509
13327,243,cat_2,243
13328,923,cat_3,923
13329,917,cat_4,917
13330,672,cat_0,672
13331,127,cat_1,127
13332,121,cat_2,121
13333,239,cat_3,239
13334,161,cat_4,161
13335,961,cat_0,961
13336,839,cat_1,839
13337,261,cat_2,261
13338,834,cat_3,834
13339,488,cat_4,488
13340,436,cat_0,436
13341,238,cat_1,238
13342,70,cat_2,70
13343,866,cat_3,866
13344,614,cat_4,614
13345,785,cat_0,785
13346,46,cat_1,46
13347,455,cat_2,455
13348,678,cat_3,678
13349,978,cat_4,978
13350,772,cat_0,772
13351,220,cat_1,220
13352,272,cat_2,272
13353,402,cat_3,402
13354,429,cat_4,429
13355,556,cat_0,556
13356,438,cat_1,438
13357,139,cat_2,139
13358,374,cat_3,374
13359,864,cat_4,864
13360,357,cat_0,357
13361,613,cat_1,613
13362,688,cat_2,688
13363,922,cat_3,922
13364,698,cat_4,698
13365,653,cat_0,653
13366,233,cat_1,233
13367,422,cat_2,422
13368,744,cat_3,744
13369,347,cat_4,347
13370,396,cat_0,396
13371,910,cat_1,910
13372,785,cat_2,785
13373,564,cat_3,564
13374,860,cat_4,860
13375,595,cat_0,595
13376,225,cat_1,225
13377,800,cat_2,800
13378,447,cat_3,447
13379,744,cat_4,744
13380,955,cat_0,955
13381,484,cat_1,484
13382,286,cat_2,286
13383,627,cat_3,627
13384,708,cat_4,708
13385,82,cat_0,82
13386,138,cat_1,138
13387,362,cat_2,362
13388,247,cat_3,247
13389,901,cat_4,901
13390,210,cat_0,210
13391,922,cat_1,922
13392,759,cat_2,759
13393,794,cat_3,794
13394,790,cat_4,790
13395,695,cat_0,695
13396,303,cat_1,303
13397,878,cat_2,878
13398,4,cat_3,4
13399,399,cat_4,399
13400,796,cat_0,796
13401,337,cat_1,337
13402,862,cat_2,862
13403,598,cat_3,598
13404,859,cat_4,859
13405,469,cat_0,469
13406,189,cat_1,189
13407,607,cat_2,607
13408,267,cat_3,267
13409,658,cat_4,658
13410,554,cat_0,554
13411,780,cat_1,780
13412,255,cat_2,255
13413,512,cat_3,512
13414,153,cat_4,153
13415,303,cat_0,303
13416,408,cat_1,408
13417,616,cat_2,616
13418,384,cat_3,384
13419,1,cat_4,1
13420,30,cat_0,30
13421,978,cat_1,978
13422,990,cat_2,990
13423,976,cat_3,976
13424,295,cat_4,295
13425,326,cat_0,326
13426,259,cat_1,259
13427,489,cat_2,489
13428,434,cat_3,434
13429,115,cat_4,115
13430,762,cat_0,762
13431,626,cat_1,626
13432,276,cat_2,276
13433,331,cat_3,331
13434,521,cat_4,521
13435,285,cat_0,285
13436,114,cat_1,114
13437,156,cat_2,156
13438,962,cat_3,962
13439,761,cat_4,761
13440,142,cat_0,142
13441,868,cat_1,868
13442,446,cat_2,446
13443,165,cat_3,165
13444,325,cat_4,325
13445,514,cat_0,514
13446,365,cat_1,365
13447,44,cat_2,44
13448,465,cat_3,465
13449,261,cat_4,261
13450,97,cat_0,97
13451,250,cat_1,250
13452,445,cat_2,445
13453,715,cat_3,715
13454,155,cat_4,155
13455,76,cat_0,76
13456,327,cat_1,327
13457,866,cat_2,866
13458,644,cat_3,644
13459,91,cat_4,91
13460,278,cat_0,278
13461,151,cat_1,151
13462,678,cat_2,678
13463,900,cat_3,900
13464,243,cat_4,243
13465,112,cat_0,112
13466,241,cat_1,241
13467,165,cat_2,165
13468,110,cat_3,110
13469,702,cat_4,702
13470,643,cat_0,643
13471,694,cat_1,694
13472,581,cat_2,581
13473,25,cat_3,25
13474,426,cat_4,426
13475,8,cat_0,8
13476,187,cat_1,187
13477,596,cat_2,596
13478,458,cat_3,458
13479,804,cat_4,804
13480,921,cat_0,921
13481,805,cat_1,805
13482,182,cat_2,182
13483,194,cat_3,194
13484,12,cat_4,12
13485,505,cat_0,505
13486,5,cat_1,5
13487,579,cat_2,579
13488,771,cat_3,771
13489,592,cat_4,592
13490,986,cat_0,986
13491,533,cat_1,533
13492,54,cat_2,54
13493,877,cat_3,877
13494,1,cat_4,1
13495,529,cat_0,529
13496,267,cat_1,267
13497,475,cat_2,475
13498,322,cat_3,322
13499,404,cat_4,404
13500,644,cat_0,644
13501,929,cat_1,929
13502,706,cat_2,706
13503,287,cat_3,287
13504,556,cat_4,556
13505,101,cat_0,101
13506,85,cat_1,85
13507,244,cat_2,244
13508,180,cat_3,180
13509,358,cat_4,358
13510,895,cat_0,895
13511,922,cat_1,922
13512,321,cat_2,321
13513,540,cat_3,540
13514,927,cat_4,927
13515,966,cat_0,966
13516,619,cat_1,619
13517,919,cat_2,919
13518,167,cat_3,167
13519,942,cat_4,942
13520,771,cat_0,771
13521,387,cat_1,387
13522,406,cat_2,406
13523,10,cat_3,10
13524,828,cat_4,828
13525,74,cat_0,74
13526,648,cat_1,648
13527,235,cat_2,235
13528,608,cat_3,608
13529,463,cat_4,463
13530,828,cat_0,828
13531,194,cat_1,194
13532,306,cat_2,306
13533,166,cat_3,166
13534,992,cat_4,992
13535,800,cat_0,800
13536,961,cat_1,961
13537,861,cat_2,861
13538,522,cat_3,522
13539,514,cat_4,514
13540,275,cat_0,275
13541,386,cat_1,386
13542,933,cat_2,933
13543,302,cat_3,302
13544,634,cat_4,634
13545,593,cat_0,593
13546,602,cat_1,602
13547,977,cat_2,977
13548,680,cat_3,680
13549,398,cat_4,398
13550,654,cat_0,654
13551,499,cat_1,499
13552,703,cat_2,703
13553,203,cat_3,203
13554,471,cat_4,471
13555,929,cat_0,929
13556,878,cat_1,878
13557,380,cat_2,380
13558,514,cat_3,514
13559,65,cat_4,65
13560,663,cat_0,663
13561,251,cat_1,251
13562,58,cat_2,58
13563,83,cat_3,83
13564,313,cat_4,313
13565,204,cat_0,204
13566,716,cat_1,716
13567,558,cat_2,558
13568,539,cat_3,539
13569,559,cat_4,559
13570,449,cat_0,449
13571,520,cat_1,520
