id,value,category,amount
2573,158,cat_3,158
2574,243,cat_4,243
2575,688,cat_0,688
2576,167,cat_1,167
2577,798,cat_2,798
2578,277,cat_3,277
2579,267,cat_4,267
2580,103,cat_0,103
2581,806,cat_1,806
2582,313,cat_2,313
2583,882,cat_3,882
2584,445,cat_4,445
2585,682,cat_0,682
2586,612,cat_1,612
2587,744,cat_2,744
2588,797,cat_3,797
2589,455,cat_4,455
2590,102,cat_0,102
2591,48,cat_1,48
2592,706,cat_2,706
2593,596,cat_3,596
2594,345,cat_4,345
2595,888,cat_0,888
2596,779,cat_1,779
2597,723,cat_2,723
2598,229,cat_3,229
2599,18,cat_4,18
2600,460,cat_0,460
2601,679,cat_1,679
2602,144,cat_2,144
2603,659,cat_3,659
2604,921,cat_4,921
2605,763,cat_0,763
2606,622,cat_1,622
2607,142,cat_2,142
2608,181,cat_3,181
2609,244,cat_4,244
2610,841,cat_0,841
2611,259,cat_1,259
2612,246,cat_2,246
2613,506,cat_3,506
2614,604,cat_4,604
2615,185,cat_0,185
2616,630,cat_1,630
2617,264,cat_2,264
2618,721,cat_3,721
2619,111,cat_4,111
2620,360,cat_0,360
2621,568,cat_1,568
2622,503,cat_2,503
2623,194,cat_3,194
2624,159,cat_4,159
2625,833,cat_0,833
2626,932,cat_1,932
2627,711,cat_2,711
2628,247,cat_3,247
2629,553,cat_4,553
2630,66,cat_0,66
2631,598,cat_1,598
2632,517,cat_2,517
2633,529,cat_3,529
2634,773,cat_4,773
2635,622,cat_0,622
2636,994,cat_1,994
2637,649,cat_2,649
2638,235,cat_3,235
2639,14,cat_4,14
2640,279,cat_0,279
2641,900,cat_1,900
2642,122,cat_2,122
2643,32,cat_3,32
2644,917,cat_4,917
2645,693,cat_0,693
2646,656,cat_1,656
2647,495,cat_2,495
2648,529,cat_3,529
2649,907,cat_4,907
2650,201,cat_0,201
2651,820,cat_1,820
2652,711,cat_2,711
2653,671,cat_3,671
2654,807,cat_4,807
2655,806,cat_0,806
2656,980,cat_1,980
2657,391,cat_2,391
2658,332,cat_3,332
2659,322,cat_4,322
2660,125,cat_0,125
2661,205,cat_1,205
2662,674,cat_2,674
2663,528,cat_3,528
2664,865,cat_4,865
2665,521,cat_0,521
2666,122,cat_1,122
2667,719,cat_2,719
2668,270,cat_3,270
2669,66,cat_4,66
2670,960,cat_0,960
2671,213,cat_1,213
2672,598,cat_2,598
2673,683,cat_3,683
2674,75,cat_4,75
2675,408,cat_0,408
2676,483,cat_1,483
2677,552,cat_2,552
2678,357,cat_3,357
2679,376,cat_4,376
2680,841,cat_0,841
2681,507,cat_1,507
2682,16,cat_2,16
2683,58,cat_3,58
2684,408,cat_4,408
2685,886,cat_0,886
2686,804,cat_1,804
2687,705,cat_2,705
2688,348,cat_3,348
2689,928,cat_4,928
2690,383,cat_0,383
2691,914,cat_1,914
2692,755,cat_2,755
2693,657,cat_3,657
2694,627,cat_4,627
2695,32,cat_0,32
2696,949,cat_1,949
2697,708,cat_2,708
2698,199,cat_3,199
2699,968,cat_4,968
2700,82,cat_0,82
2701,409,cat_1,409
2702,629,cat_2,629
2703,858,cat_3,858
2704,631,cat_4,631
2705,825,cat_0,825
2706,326,cat_1,326
2707,668,cat_2,668
2708,229,cat_3,229
2709,421,cat_4,421
2710,181,cat_0,181
2711,526,cat_1,526
2712,958,cat_2,958
2713,514,cat_3,514
2714,55,cat_4,55
2715,31,cat_0,31
2716,192,cat_1,192
2717,245,cat_2,245
2718,276,cat_3,276
2719,643,cat_4,643
2720,609,cat_0,609
2721,560,cat_1,560
2722,312,cat_2,312
2723,966,cat_3,966
2724,553,cat_4,553
2725,831,cat_0,831
2726,345,cat_1,345
2727,238,cat_2,238
2728,404,cat_3,404
2729,540,cat_4,540
2730,736,cat_0,736
2731,343,cat_1,343
2732,367,cat_2,367
2733,197,cat_3,197
2734,60,cat_4,60
2735,370,cat_0,370
2736,791,cat_1,791
2737,286,cat_2,286
2738,409,cat_3,409
2739,31,cat_4,31
2740,799,cat_0,799
2741,804,cat_1,804
2742,655,cat_2,655
2743,507,cat_3,507
2744,11,cat_4,11
2745,735,cat_0,735
2746,210,cat_1,210
2747,920,cat_2,920
2748,152,cat_3,152
2749,628,cat_4,628
2750,632,cat_0,632
2751,30,cat_1,30
2752,930,cat_2,930
2753,313,cat_3,313
2754,344,cat_4,344
2755,677,cat_0,677
2756,871,cat_1,871
2757,549,cat_2,549
2758,233,cat_3,233
2759,409,cat_4,409
2760,327,cat_0,327
2761,885,cat_1,885
2762,137,cat_2,137
2763,199,cat_3,199
2764,409,cat_4,409
2765,273,cat_0,273
2766,521,cat_1,521
2767,431,cat_2,431
2768,22,cat_3,22
2769,524,cat_4,524
2770,14,cat_0,14
2771,518,cat_1,518
2772,530,cat_2,530
2773,59,cat_3,59
2774,799,cat_4,799
2775,827,cat_0,827
2776,427,cat_1,427
2777,307,cat_2,307
2778,354,cat_3,354
2779,427,cat_4,427
2780,667,cat_0,667
2781,688,cat_1,688
2782,407,cat_2,407
2783,887,cat_3,887
2784,576,cat_4,576
2785,818,cat_0,818
2786,961,cat_1,961
2787,693,cat_2,693
2788,915,cat_3,915
2789,74,cat_4,74
2790,864,cat_0,864
2791,36,cat_1,36
2792,397,cat_2,397
2793,869,cat_3,869
2794,803,cat_4,803
2795,709,cat_0,709
2796,147,cat_1,147
2797,646,cat_2,646
2798,288,cat_3,288
2799,705,cat_4,705
2800,634,cat_0,634
2801,7,cat_1,7
2802,196,cat_2,196
2803,63,cat_3,63
2804,799,cat_4,799
2805,955,cat_0,955
2806,395,cat_1,395
2807,739,cat_2,739
2808,323,cat_3,323
2809,374,cat_4,374
2810,274,cat_0,274
2811,577,cat_1,577
2812,740,cat_2,740
2813,683,cat_3,683
2814,109,cat_4,109
2815,96,cat_0,96
2816,363,cat_1,363
2817,63,cat_2,63
2818,405,cat_3,405
2819,539,cat_4,539
2820,736,cat_0,736
2821,329,cat_1,329
2822,194,cat_2,194
2823,341,cat_3,341
2824,668,cat_4,668
2825,504,cat_0,504
2826,84,cat_1,84
2827,999,cat_2,999
2828,721,cat_3,721
2829,267,cat_4,267
2830,17,cat_0,17
2831,719,cat_1,719
2832,915,cat_2,915
2833,94,cat_3,94
2834,716,cat_4,716
2835,375,cat_0,375
2836,352,cat_1,352
2837,472,cat_2,472
2838,955,cat_3,955
2839,167,cat_4,167
2840,712,cat_0,712
2841,405,cat_1,405
2842,356,cat_2,356
2843,765,cat_3,765
2844,603,cat_4,603
2845,18,cat_0,18
2846,819,cat_1,819
2847,962,cat_2,962
2848,650,cat_3,650
2849,547,cat_4,547
2850,29,cat_0,29
2851,905,cat_1,905
2852,661,cat_2,661
2853,96,cat_3,96
2854,619,cat_4,619
2855,919,cat_0,919
2856,772,cat_1,772
2857,912,cat_2,912
2858,363,cat_3,363
2859,460,cat_4,460
2860,955,cat_0,955
2861,322,cat_1,322
2862,713,cat_2,713
2863,433,cat_3,433
2864,507,cat_4,507
2865,178,cat_0,178
2866,969,cat_1,969
2867,574,cat_2,574
2868,153,cat_3,153
2869,553,cat_4,553
2870,168,cat_0,168
2871,911,cat_1,911
2872,66,cat_2,66
2873,369,cat_3,369
2874,713,cat_4,713
2875,354,cat_0,354
2876,456,cat_1,456
2877,40,cat_2,40
2878,816,cat_3,816
2879,860,cat_4,860
2880,421,cat_0,421
2881,930,cat_1,930
2882,310,cat_2,310
2883,110,cat_3,110
2884,803,cat_4,803
2885,196,cat_0,196
2886,625,cat_1,625
2887,206,cat_2,206
2888,217,cat_3,217
2889,337,cat_4,337
2890,186,cat_0,186
2891,182,cat_1,182
2892,919,cat_2,919
2893,2,cat_3,2
2894,136,cat_4,136
2895,486,cat_0,486
2896,990,cat_1,990
2897,516,cat_2,516
2898,658,cat_3,658
2899,59,cat_4,59
2900,711,cat_0,711
2901,825,cat_1,825
2902,831,cat_2,831
2903,932,cat_3,932
2904,480,cat_4,480
2905,254,cat_0,254
2906,738,cat_1,738
2907,293,cat_2,293
2908,906,cat_3,906
2909,919,cat_4,919
2910,852,cat_0,852
2911,856,cat_1,856
2912,489,cat_2,489
2913,552,cat_3,552
2914,984,cat_4,984
2915,929,cat_0,929
2916,694,cat_1,694
2917,324,cat_2,324
2918,148,cat_3,148
2919,130,cat_4,130
2920,366,cat_0,366
2921,730,cat_1,730
2922,291,cat_2,291
2923,213,cat_3,213
2924,795,cat_4,795
2925,429,cat_0,429
2926,661,cat_1,661
2927,530,cat_2,530
2928,948,cat_3,948
2929,684,cat_4,684
2930,339,cat_0,339
2931,174,cat_1,174
2932,42,cat_2,42
2933,556,cat_3,556
2934,927,cat_4,927
2935,192,cat_0,192
2936,545,cat_1,545
2937,839,cat_2,839
2938,517,cat_3,517
2939,34,cat_4,34
2940,184,cat_0,184
2941,800,cat_1,800
2942,801,cat_2,801
2943,390,cat_3,390
2944,965,cat_4,965
2945,135,cat_0,135
2946,577,cat_1,577
2947,81,cat_2,81
2948,162,cat_3,162
2949,317,cat_4,317
2950,614,cat_0,614
2951,647,cat_1,647
2952,416,cat_2,416
2953,115,cat_3,115
2954,840,cat_4,840
2955,715,cat_0,715
2956,412,cat_1,412
2957,235,cat_2,235
2958,848,cat_3,848
2959,420,cat_4,420
2960,637,cat_0,637
2961,466,cat_1,466
2962,22,cat_2,22
2963,998,cat_3,998
2964,665,cat_4,665
2965,230,cat_0,230
2966,331,cat_1,331
2967,704,cat_2,704
2968,30,cat_3,30
2969,47,cat_4,47
2970,943,cat_0,943
2971,106,cat_1,106
2972,743,cat_2,743
2973,957,cat_3,957
2974,320,cat_4,320
2975,519,cat_0,519
2976,76,cat_1,76
2977,527,cat_2,527
2978,794,cat_3,794
2979,415,cat_4,415
2980,741,cat_0,741
2981,26,cat_1,26
2982,498,cat_2,498
2983,64,cat_3,64
2984,865,cat_4,865
2985,138,cat_0,138
2986,422,cat_1,422
2987,598,cat_2,598
2988,128,cat_3,128
2989,456,cat_4,456
2990,656,cat_0,656
2991,560,cat_1,560
2992,559,cat_2,559
2993,657,cat_3,657
2994,935,cat_4,935
2995,952,cat_0,952
2996,700,cat_1,700
2997,746,cat_2,746
2998,249,cat_3,249
2999,904,cat_4,904
3000,14,cat_0,14
3001,567,cat_1,567
3002,754,cat_2,754
3003,564,cat_3,564
3004,411,cat_4,411
3005,98,cat_0,98
3006,675,cat_1,675
3007,36,cat_2,36
3008,822,cat_3,822
3009,480,cat_4,480
3010,668,cat_0,668
3011,202,cat_1,202
3012,137,cat_2,137
3013,822,cat_3,822
3014,605,cat_4,605
3015,933,cat_0,933
3016,507,cat_1,507
3017,383,cat_2,383
3018,391,cat_3,391
3019,492,cat_4,492
3020,206,cat_0,206
3021,689,cat_1,689
3022,686,cat_2,686
3023,119,cat_3,119
3024,205,cat_4,205
3025,372,cat_0,372
3026,65,cat_1,65
3027,596,cat_2,596
3028,547,cat_3,547
3029,50,cat_4,50
3030,885,cat_0,885
3031,854,cat_1,854
3032,38,cat_2,38
3033,483,cat_3,483
3034,821,cat_4,821
3035,80,cat_0,80
3036,243,cat_1,243
3037,79,cat_2,79
3038,1,cat_3,1
3039,800,cat_4,800
3040,758,cat_0,758
3041,589,cat_1,589
3042,835,cat_2,835
3043,724,cat_3,724
3044,223,cat_4,223
3045,798,cat_0,798
3046,208,cat_1,208
3047,994,cat_2,994
3048,472,cat_3,472
3049,598,cat_4,598
3050,261,cat_0,261
3051,347,cat_1,347
3052,918,cat_2,918
3053,157,cat_3,157
3054,304,cat_4,304
3055,242,cat_0,242
3056,165,cat_1,165
3057,799,cat_2,799
3058,422,cat_3,422
3059,902,cat_4,902
3060,138,cat_0,138
3061,991,cat_1,991
3062,703,cat_2,703
3063,684,cat_3,684
3064,918,cat_4,918
3065,99,cat_0,99
3066,308,cat_1,308
3067,438,cat_2,438
3068,537,cat_3,537
3069,925,cat_4,925
3070,257,cat_0,257
3071,562,cat_1,562
3072,617,cat_2,617
3073,543,cat_3,543
3074,42,cat_4,42
3075,60,cat_0,60
3076,691,cat_1,691
3077,612,cat_2,612
3078,125,cat_3,125
3079,271,cat_4,271
3080,342,cat_0,342
3081,374,cat_1,374
3082,249,cat_2,249
3083,955,cat_3,955
3084,973,cat_4,973
3085,836,cat_0,836
3086,978,cat_1,978
3087,430,cat_2,430
3088,289,cat_3,289
3089,817,cat_4,817
3090,30,cat_0,30
3091,278,cat_1,278
3092,457,cat_2,457
3093,163,cat_3,163
3094,946,cat_4,946
3095,732,cat_0,732
3096,567,cat_1,567
3097,543,cat_2,543
3098,521,cat_3,521
3099,171,cat_4,171
3100,890,cat_0,890
3101,753,cat_1,753
3102,19,cat_2,19
3103,439,cat_3,439
3104,709,cat_4,709
3105,822,cat_0,822
3106,498,cat_1,498
3107,961,cat_2,961
3108,885,cat_3,885
3109,189,cat_4,189
3110,379,cat_0,379
3111,36,cat_1,36
3112,732,cat_2,732
3113,283,cat_3,283
3114,883,cat_4,883
3115,674,cat_0,674
3116,909,cat_1,909
3117,978,cat_2,978
3118,828,cat_3,828
3119,393,cat_4,393
3120,548,cat_0,548
3121,932,cat_1,932
3122,232,cat_2,232
3123,882,cat_3,882
3124,719,cat_4,719
3125,597,cat_0,597
3126,571,cat_1,571
3127,280,cat_2,280
3128,705,cat_3,705
3129,331,cat_4,331
3130,619,cat_0,619
3131,919,cat_1,919
3132,861,cat_2,861
3133,153,cat_3,153
3134,397,cat_4,397
3135,613,cat_0,613
3136,555,cat_1,555
3137,752,cat_2,752
3138,947,cat_3,947
3139,738,cat_4,738
3140,400,cat_0,400
3141,116,cat_1,116
3142,635,cat_2,635
3143,816,cat_3,816
3144,905,cat_4,905
3145,991,cat_0,991
3146,280,cat_1,280
3147,812,cat_2,812
3148,505,cat_3,505
3149,569,cat_4,569
3150,537,cat_0,537
3151,399,cat_1,399
3152,449,cat_2,449
3153,860,cat_3,860
3154,155,cat_4,155
3155,492,cat_0,492
3156,340,cat_1,340
3157,20,cat_2,20
3158,703,cat_3,703
3159,541,cat_4,541
3160,234,cat_0,234
3161,395,cat_1,395
3162,75,cat_2,75
3163,199,cat_3,199
3164,921,cat_4,921
3165,644,cat_0,644
3166,793,cat_1,793
3167,339,cat_2,339
3168,582,cat_3,582
3169,802,cat_4,802
3170,723,cat_0,723
3171,373,cat_1,373
3172,251,cat_2,251
3173,820,cat_3,820
3174,854,cat_4,854
3175,986,cat_0,986
3176,228,cat_1,228
3177,723,cat_2,723
3178,119,cat_3,119
3179,334,cat_4,334
3180,118,cat_0,118
3181,210,cat_1,210
3182,760,cat_2,760
3183,195,cat_3,195
3184,953,cat_4,953
3185,607,cat_0,607
3186,656,cat_1,656
3187,96,cat_2,96
3188,515,cat_3,515
3189,491,cat_4,491
3190,580,cat_0,580
3191,64,cat_1,64
3192,966,cat_2,966
3193,669,cat_3,669
3194,388,cat_4,388
3195,266,cat_0,266
3196,618,cat_1,618
3197,763,cat_2,763
3198,62,cat_3,62
3199,878,cat_4,878
3200,745,cat_0,745
3201,810,cat_1,810
3202,141,cat_2,141
3203,604,cat_3,604
3204,124,cat_4,124
3205,670,cat_0,670
3206,295,cat_1,295
3207,435,cat_2,435
3208,318,cat_3,318
3209,948,cat_4,948
3210,670,cat_0,670
3211,870,cat_1,870
3212,582,cat_2,582
3213,591,cat_3,591
3214,859,cat_4,859
3215,467,cat_0,467
3216,81,cat_1,81
3217,964,cat_2,964
3218,453,cat_3,453
3219,372,cat_4,372
3220,787,cat_0,787
3221,725,cat_1,725
3222,326,cat_2,326
3223,660,cat_3,660
3224,307,cat_4,307
3225,156,cat_0,156
3226,46,cat_1,46
3227,457,cat_2,457
3228,834,cat_3,834
3229,716,cat_4,716
3230,662,cat_0,662
3231,484,cat_1,484
3232,628,cat_2,628
3233,778,cat_3,778
3234,883,cat_4,883
3235,96,cat_0,96
3236,960,cat_1,960
3237,888,cat_2,888
3238,764,cat_3,764
3239,3,cat_4,3
3240,699,cat_0,699
3241,711,cat_1,711
3242,207,cat_2,207
3243,829,cat_3,829
3244,355,cat_4,355
3245,381,cat_0,381
3246,687,cat_1,687
3247,669,cat_2,669
3248,255,cat_3,255
3249,322,cat_4,322
3250,116,cat_0,116
3251,980,cat_1,980
3252,683,cat_2,683
3253,826,cat_3,826
3254,417,cat_4,417
3255,989,cat_0,989
3256,12,cat_1,12
3257,636,cat_2,636
3258,888,cat_3,888
3259,537,cat_4,537
3260,289,cat_0,289
3261,908,cat_1,908
3262,458,cat_2,458
3263,749,cat_3,749
3264,6,cat_4,6
3265,145,cat_0,145
3266,167,cat_1,167
3267,638,cat_2,638
3268,110,cat_3,110
3269,314,cat_4,314
3270,886,cat_0,886
3271,520,cat_1,520
3272,128,cat_2,128
3273,547,cat_3,547
3274,130,cat_4,130
3275,864,cat_0,864
3276,722,cat_1,722
3277,498,cat_2,498
3278,172,cat_3,172
3279,426,cat_4,426
3280,691,cat_0,691
3281,997,cat_1,997
3282,149,cat_2,149
3283,396,cat_3,396
3284,974,cat_4,974
3285,674,cat_0,674
3286,233,cat_1,233
3287,260,cat_2,260
3288,956,cat_3,956
3289,110,cat_4,110
3290,851,cat_0,851
3291,42,cat_1,42
3292,548,cat_2,548
3293,853,cat_3,853
3294,712,cat_4,712
3295,843,cat_0,843
3296,243,cat_1,243
3297,200,cat_2,200
3298,614,cat_3,614
3299,797,cat_4,797
3300,443,cat_0,443
3301,618,cat_1,618
3302,299,cat_2,299
3303,590,cat_3,590
3304,851,cat_4,851
3305,176,cat_0,176
3306,365,cat_1,365
3307,151,cat_2,151
3308,854,cat_3,854
3309,921,cat_4,921
3310,950,cat_0,950
3311,576,cat_1,576
3312,882,cat_2,882
3313,131,cat_3,131
3314,444,cat_4,444
3315,561,cat_0,561
3316,811,cat_1,811
3317,546,cat_2,546
3318,116,cat_3,116
3319,980,cat_4,980
3320,175,cat_0,175
3321,826,cat_1,826
3322,644,cat_2,644
3323,660,cat_3,660
3324,763,cat_4,763
3325,620,cat_0,620
3326,295,cat_1,295
3327,493,cat_2,493
3328,353,cat_3,353
3329,576,cat_4,576
3330,990,cat_0,990
3331,987,cat_1,987
3332,509,cat_2,509
3333,902,cat_3,902
3334,432,cat_4,432
3335,12,cat_0,12
3336,278,cat_1,278
3337,632,cat_2,632
3338,192,cat_3,192
3339,835,cat_4,835
3340,348,cat_0,348
3341,56,cat_1,56
3342,406,cat_2,406
3343,685,cat_3,685
3344,979,cat_4,979
3345,414,cat_0,414
3346,950,cat_1,950
3347,145,cat_2,145
3348,507,cat_3,507
3349,832,cat_4,832
3350,611,cat_0,611
3351,882,cat_1,882
3352,721,cat_2,721
3353,615,cat_3,615
3354,584,cat_4,584
3355,688,cat_0,688
3356,852,cat_1,852
3357,984,cat_2,984
3358,342,cat_3,342
3359,214,cat_4,214
3360,75,cat_0,75
3361,349,cat_1,349
3362,5,cat_2,5
3363,954,cat_3,954
3364,978,cat_4,978
3365,66,cat_0,66
3366,773,cat_1,773
3367,581,cat_2,581
3368,218,cat_3,218
3369,946,cat_4,946
3370,976,cat_0,976
3371,947,cat_1,947
3372,112,cat_2,112
3373,879,cat_3,879
3374,888,cat_4,888
3375,969,cat_0,969
3376,635,cat_1,635
3377,433,cat_2,433
3378,578,cat_3,578
3379,77,cat_4,77
3380,759,cat_0,759
3381,967,cat_1,967
3382,978,cat_2,978
3383,756,cat_3,756
3384,642,cat_4,642
3385,538,cat_0,538
3386,581,cat_1,581
3387,928,cat_2,928
3388,144,cat_3,144
3389,717,cat_4,717
3390,941,cat_0,941
3391,34,cat_1,34
3392,468,cat_2,468
3393,739,cat_3,739
3394,359,cat_4,359
3395,968,cat_0,968
3396,445,cat_1,445
3397,631,cat_2,631
3398,133,cat_3,133
3399,413,cat_4,413
3400,592,cat_0,592
3401,420,cat_1,420
3402,246,cat_2,246
3403,997,cat_3,997
3404,549,cat_4,549
3405,159,cat_0,159
3406,388,cat_1,388
3407,742,cat_2,742
3408,163,cat_3,163
3409,414,cat_4,414
3410,888,cat_0,888
3411,788,cat_1,788
3412,723,cat_2,723
3413,788,cat_3,788
3414,90,cat_4,90
3415,384,cat_0,384
3416,550,cat_1,550
3417,1000,cat_2,1000
3418,693,cat_3,693
3419,79,cat_4,79
3420,265,cat_0,265
3421,550,cat_1,550
3422,985,cat_2,985
3423,177,cat_3,177
3424,870,cat_4,870
3425,603,cat_0,603
3426,352,cat_1,352
3427,844,cat_2,844
3428,165,cat_3,165
3429,148,cat_4,148
3430,788,cat_0,788
3431,511,cat_1,511
3432,693,cat_2,693
3433,755,cat_3,755
3434,346,cat_4,346
3435,146,cat_0,146
3436,776,cat_1,776
3437,327,cat_2,327
3438,25,cat_3,25
3439,772,cat_4,772
3440,405,cat_0,405
3441,987,cat_1,987
3442,799,cat_2,799
3443,495,cat_3,495
3444,962,cat_4,962
3445,250,cat_0,250
3446,170,cat_1,170
3447,700,cat_2,700
3448,639,cat_3,639
3449,716,cat_4,716
3450,445,cat_0,445
3451,113,cat_1,113
3452,993,cat_2,993
3453,641,cat_3,641
3454,251,cat_4,251
3455,462,cat_0,462
3456,584,cat_1,584
3457,20,cat_2,20
3458,951,cat_3,951
3459,389,cat_4,389
3460,843,cat_0,843
3461,496,cat_1,496
3462,571,cat_2,571
3463,120,cat_3,120
3464,931,cat_4,931
3465,949,cat_0,949
3466,126,cat_1,126
3467,244,cat_2,244
3468,970,cat_3,970
3469,594,cat_4,594
3470,565,cat_0,565
3471,179,cat_1,179
3472,883,cat_2,883
3473,722,cat_3,722
3474,611,cat_4,611
3475,404,cat_0,404
3476,409,cat_1,409
3477,12,cat_2,12
3478,846,cat_3,846
3479,69,cat_4,69
3480,742,cat_0,742
3481,500,cat_1,500
3482,982,cat_2,982
3483,179,cat_3,179
3484,399,cat_4,399
3485,291,cat_0,291
3486,339,cat_1,339
3487,3,cat_2,3
3488,572,cat_3,572
3489,440,cat_4,440
3490,324,cat_0,324
3491,55,cat_1,55
3492,847,cat_2,847
3493,11,cat_3,11
3494,978,cat_4,978
3495,57,cat_0,57
3496,933,cat_1,933
3497,263,cat_2,263
3498,557,cat_3,557
3499,567,cat_4,567
3500,375,cat_0,375
3501,764,cat_1,764
3502,346,cat_2,346
3503,26,cat_3,26
3504,1,cat_4,1
3505,506,cat_0,506
3506,811,cat_1,811
3507,203,cat_2,203
3508,996,cat_3,996
3509,378,cat_4,378
3510,924,cat_0,924
3511,859,cat_1,859
3512,543,cat_2,543
3513,987,cat_3,987
3514,547,cat_4,547
3515,735,cat_0,735
3516,243,cat_1,243
3517,261,cat_2,261
3518,100,cat_3,100
3519,267,cat_4,267
3520,554,cat_0,554
3521,895,cat_1,895
3522,870,cat_2,870
3523,826,cat_3,826
3524,46,cat_4,46
3525,251,cat_0,251
3526,74,cat_1,74
3527,804,cat_2,804
3528,331,cat_3,331
3529,312,cat_4,312
3530,82,cat_0,82
3531,790,cat_1,790
3532,28,cat_2,28
3533,13,cat_3,13
3534,441,cat_4,441
3535,807,cat_0,807
3536,640,cat_1,640
3537,22,cat_2,22
3538,323,cat_3,323
3539,862,cat_4,862
3540,185,cat_0,185
3541,902,cat_1,902
3542,610,cat_2,610
3543,797,cat_3,797
3544,584,cat_4,584
3545,982,cat_0,982
3546,404,cat_1,404
3547,220,cat_2,220
3548,631,cat_3,631
3549,570,cat_4,570
3550,368,cat_0,368
3551,40,cat_1,40
3552,881,cat_2,881
3553,68,cat_3,68
3554,823,cat_4,823
3555,757,cat_0,757
3556,614,cat_1,614
3557,14,cat_2,14
3558,695,cat_3,695
3559,927,cat_4,927
3560,658,cat_0,658
3561,375,cat_1,375
3562,461,cat_2,461
3563,216,cat_3,216
3564,120,cat_4,120
3565,935,cat_0,935
3566,80,cat_1,80
3567,706,cat_2,706
3568,492,cat_3,492
3569,245,cat_4,245
3570,209,cat_0,209
3571,525,cat_1,525
3572,491,cat_2,491
3573,37,cat_3,37
3574,925,cat_4,925
3575,303,cat_0,303
3576,477,cat_1,477
3577,443,cat_2,443
3578,500,cat_3,500
3579,7,cat_4,7
3580,846,cat_0,846
3581,597,cat_1,597
3582,382,cat_2,382
3583,690,cat_3,690
3584,348,cat_4,348
3585,57,cat_0,57
3586,126,cat_1,126
3587,473,cat_2,473
3588,429,cat_3,429
3589,915,cat_4,915
3590,601,cat_0,601
3591,847,cat_1,847
3592,406,cat_2,406
3593,531,cat_3,531
3594,475,cat_4,475
3595,604,cat_0,604
3596,128,cat_1,128
3597,166,cat_2,166
3598,988,cat_3,988
3599,407,cat_4,407
3600,207,cat_0,207
3601,402,cat_1,402
3602,911,cat_2,911
3603,588,cat_3,588
3604,945,cat_4,945
3605,885,cat_0,885
3606,793,cat_1,793
3607,751,cat_2,751
3608,660,cat_3,660
3609,565,cat_4,565
3610,563,cat_0,563
3611,462,cat_1,462
3612,491,cat_2,491
3613,501,cat_3,501
3614,578,cat_4,578
3615,318,cat_0,318
3616,986,cat_1,986
3617,279,cat_2,279
3618,358,cat_3,358
3619,562,cat_4,562
3620,495,cat_0,495
3621,506,cat_1,506
3622,633,cat_2,633
3623,263,cat_3,263
3624,352,cat_4,352
3625,559,cat_0,559
3626,46,cat_1,46
3627,229,cat_2,229
3628,334,cat_3,334
3629,41,cat_4,41
3630,443,cat_0,443
3631,551,cat_1,551
3632,55,cat_2,55
3633,38,cat_3,38
3634,315,cat_4,315
3635,822,cat_0,822
3636,638,cat_1,638
3637,392,cat_2,392
3638,584,cat_3,584
3639,376,cat_4,376
3640,549,cat_0,549
3641,385,cat_1,385
3642,180,cat_2,180
3643,48,cat_3,48
3644,892,cat_4,892
3645,781,cat_0,781
3646,112,cat_1,112
3647,561,cat_2,561
3648,520,cat_3,520
3649,291,cat_4,291
3650,447,cat_0,447
3651,224,cat_1,224
3652,554,cat_2,554
3653,614,cat_3,614
3654,323,cat_4,323
3655,139,cat_0,139
3656,272,cat_1,272
3657,715,cat_2,715
3658,270,cat_3,270
3659,629,cat_4,629
3660,16,cat_0,16
3661,114,cat_1,114
3662,945,cat_2,945
3663,591,cat_3,591
3664,56,cat_4,56
3665,918,cat_0,918
3666,252,cat_1,252
3667,578,cat_2,578
3668,528,cat_3,528
3669,278,cat_4,278
3670,58,cat_0,58
3671,153,cat_1,153
3672,185,cat_2,185
3673,519,cat_3,519
3674,922,cat_4,922
3675,38,cat_0,38
3676,19,cat_1,19
3677,328,cat_2,328
3678,227,cat_3,227
3679,568,cat_4,568
3680,985,cat_0,985
3681,160,cat_1,160
3682,566,cat_2,566
3683,690,cat_3,690
3684,495,cat_4,495
3685,976,cat_0,976
3686,203,cat_1,203
3687,188,cat_2,188
3688,284,cat_3,284
3689,74,cat_4,74
3690,827,cat_0,827
3691,243,cat_1,243
3692,998,cat_2,998
3693,904,cat_3,904
3694,4,cat_4,4
3695,353,cat_0,353
3696,579,cat_1,579
3697,380,cat_2,380
3698,946,cat_3,946
3699,23,cat_4,23
3700,874,cat_0,874
3701,810,cat_1,810
3702,154,cat_2,154
3703,670,cat_3,670
3704,164,cat_4,164
3705,16,cat_0,16
3706,581,cat_1,581
3707,952,cat_2,952
3708,252,cat_3,252
3709,464,cat_4,464
3710,226,cat_0,226
3711,612,cat_1,612
3712,745,cat_2,745
3713,129,cat_3,129
3714,95,cat_4,95
3715,317,cat_0,317
3716,114,cat_1,114
3717,438,cat_2,438
3718,335,cat_3,335
3719,818,cat_4,818
3720,512,cat_0,512
3721,957,cat_1,957
3722,538,cat_2,538
3723,282,cat_3,282
3724,344,cat_4,344
3725,696,cat_0,696
3726,742,cat_1,742
3727,782,cat_2,782
3728,901,cat_3,901
3729,403,cat_4,403
3730,317,cat_0,317
3731,697,cat_1,697
3732,87,cat_2,87
3733,464,cat_3,464
3734,247,cat_4,247
3735,451,cat_0,451
3736,196,cat_1,196
3737,218,cat_2,218
