field_number,field_name,enum,description
431,ListOrderStatus,1,IN_BIDDING_PROCESS
431,ListOrderStatus,2,RECEIVED_FOR_EXECUTION
431,ListOrderStatus,3,EXECUTING
431,ListOrderStatus,4,CANCELLING
431,ListOrderStatus,5,ALERT
431,ListOrderStatus,6,ALL_DONE
431,ListOrderStatus,7,REJECT
429,ListStatusType,1,ACK
429,ListStatusType,2,RESPONSE
429,ListStatusType,3,TIMED
429,ListStatusType,4,EXEC_STARTED
429,ListStatusType,5,ALL_DONE
429,ListStatusType,6,ALERT
114,LocateReqd,Y,YES
114,LocateReqd,N,NO
269,MDEntryType,0,BID
269,MDEntryType,1,OFFER
269,MDEntryType,2,TRADE
269,MDEntryType,3,INDEX_VALUE
269,MDEntryType,4,OPENING_PRICE
269,MDEntryType,5,CLOSING_PRICE
269,MDEntryType,6,SETTLEMENT_PRICE
269,MDEntryType,7,TRADING_SESSION_HIGH_PRICE
269,MDEntryType,8,TRADING_SESSION_LOW_PRICE
269,MDEntryType,9,TRADING_SESSION_VWAP_PRICE
269,MDEntryType,A,IMBALANCE
269,MDEntryType,B,TRADE_VOLUME
269,MDEntryType,C,OPEN_INTEREST
547,MDImplicitDelete,Y,YES
547,MDImplicitDelete,N,NO
281,MDReqRejReason,0,UNKNOWN_SYMBOL
281,MDReqRejReason,1,DUPLICATE_MD_REQ_ID
281,MDReqRejReason,2,INSUFFICIENT_BANDWIDTH
281,MDReqRejReason,3,INSUFFICIENT_PERMISSIONS
281,MDReqRejReason,4,UNSUPPORTED_SUBSCRIPTION_REQUEST_TYPE
281,MDReqRejReason,5,UNSUPPORTED_MARKET_DEPTH
281,MDReqRejReason,6,UNSUPPORTED_MD_UPDATE_TYPE
281,MDReqRejReason,7,UNSUPPORTED_AGGREGATED_BOOK
281,MDReqRejReason,8,UNSUPPORTED_MD_ENTRY_TYPE
281,MDReqRejReason,9,UNSUPPORTED_TRADING_SESSION_ID
281,MDReqRejReason,A,UNSUPPORTED_SCOPE
281,MDReqRejReason,B,UNSUPPORTED_OPEN_CLOSE_SETTLE_FLAG
281,MDReqRejReason,C,UNSUPPORTED_MD_IMPLICIT_DELETE
279,MDUpdateAction,0,NEW
279,MDUpdateAction,1,CHANGE
279,MDUpdateAction,2,DELETE
265,MDUpdateType,0,FULL_REFRESH
265,MDUpdateType,1,INCREMENTAL_REFRESH
532,MassCancelRejectReason,0,MASS_CANCEL_NOT_SUPPORTED
532,MassCancelRejectReason,1,INVALID_OR_UNKNOWN_SECURITY
532,MassCancelRejectReason,2,INVALID_OR_UNKOWN_UNDERLYING_SECURITY
532,MassCancelRejectReason,3,INVALID_OR_UNKNOWN_PRODUCT
532,MassCancelRejectReason,4,INVALID_OR_UNKNOWN_CFI_CODE
532,MassCancelRejectReason,5,INVALID_OR_UNKNOWN_SECURITY_TYPE
532,MassCancelRejectReason,6,INVALID_OR_UNKNOWN_TRADING_SESSION
532,MassCancelRejectReason,99,OTHER
530,MassCancelRequestType,1,CANCEL_ORDERS_FOR_A_SECURITY
530,MassCancelRequestType,2,CANCEL_ORDERS_FOR_AN_UNDERLYING_SECURITY
530,MassCancelRequestType,3,CANCEL_ORDERS_FOR_A_PRODUCT
530,MassCancelRequestType,4,CANCEL_ORDERS_FOR_ACFI_CODE
530,MassCancelRequestType,5,CANCEL_ORDERS_FOR_A_SECURITY_TYPE
530,MassCancelRequestType,6,CANCEL_ORDERS_FOR_A_TRADING_SESSION
530,MassCancelRequestType,7,CANCEL_ALL_ORDERS
531,MassCancelResponse,0,CANCEL_REQUEST_REJECTED
531,MassCancelResponse,1,CANCEL_ORDERS_FOR_A_SECURITY
531,MassCancelResponse,2,CANCEL_ORDERS_FOR_AN_UNDERLYING_SECURITY
531,MassCancelResponse,3,CANCEL_ORDERS_FOR_A_PRODUCT
531,MassCancelResponse,4,CANCEL_ORDERS_FOR_ACFI_CODE
531,MassCancelResponse,5,CANCEL_ORDERS_FOR_A_SECURITY_TYPE
531,MassCancelResponse,6,CANCEL_ORDERS_FOR_A_TRADING_SESSION
531,MassCancelResponse,7,CANCEL_ALL_ORDERS
585,MassStatusReqType,1,STATUS_FOR_ORDERS_FOR_A_SECURITY
585,MassStatusReqType,2,STATUS_FOR_ORDERS_FOR_AN_UNDERLYING_SECURITY
585,MassStatusReqType,3,STATUS_FOR_ORDERS_FOR_A_PRODUCT
585,MassStatusReqType,4,STATUS_FOR_ORDERS_FOR_ACFI_CODE
585,MassStatusReqType,5,STATUS_FOR_ORDERS_FOR_A_SECURITY_TYPE
585,MassStatusReqType,6,STATUS_FOR_ORDERS_FOR_A_TRADING_SESSION
585,MassStatusReqType,7,STATUS_FOR_ALL_ORDERS
585,MassStatusReqType,8,STATUS_FOR_ORDERS_FOR_A_PARTY_ID
573,MatchStatus,0,COMPARED
573,MatchStatus,1,UNCOMPARED
573,MatchStatus,2,ADVISORY_OR_ALERT
574,MatchType,A1,EXACT_MATCH_PLUS4_BADGES_EXEC_TIME
574,MatchType,A2,EXACT_MATCH_PLUS4_BADGES
574,MatchType,A3,EXACT_MATCH_PLUS2_BADGES_EXEC_TIME
574,MatchType,A4,EXACT_MATCH_PLUS2_BADGES
574,MatchType,A5,EXACT_MATCH_PLUS_EXEC_TIME
574,MatchType,AQ,STAMPED_ADVISORIES_OR_SPECIALIST_ACCEPTS
574,MatchType,S1,A1_EXACT_MATCH_SUMMARIZED_QUANTITY
574,MatchType,S2,A2_EXACT_MATCH_SUMMARIZED_QUANTITY
574,MatchType,S3,A3_EXACT_MATCH_SUMMARIZED_QUANTITY
574,MatchType,S4,A4_EXACT_MATCH_SUMMARIZED_QUANTITY
574,MatchType,S5,A5_EXACT_MATCH_SUMMARIZED_QUANTITY
574,MatchType,M1,EXACT_MATCH_MINUS_BADGES_TIMES
574,MatchType,M2,SUMMARIZED_MATCH_MINUS_BADGES_TIMES
574,MatchType,MT,OCS_LOCKED_IN
574,MatchType,M3,ACT_ACCEPTED_TRADE
574,MatchType,M4,ACT_DEFAULT_TRADE
574,MatchType,M5,ACT_DEFAULT_AFTER_M2
574,MatchType,M6,ACTM6_MATCH
347,MessageEncoding,ISO-2022-JP,ISO2022_JP
347,MessageEncoding,EUC-JP,EUCJP
347,MessageEncoding,Shift_JIS,SHIFT_JIS
347,MessageEncoding,UTF-8,UTF8
891,MiscFeeBasis,0,ABSOLUTE
891,MiscFeeBasis,1,PER_UNIT
891,MiscFeeBasis,2,PERCENTAGE
139,MiscFeeType,1,REGULATORY
139,MiscFeeType,2,TAX
139,MiscFeeType,3,LOCAL_COMMISSION
139,MiscFeeType,4,EXCHANGE_FEES
139,MiscFeeType,5,STAMP
139,MiscFeeType,6,LEVY
139,MiscFeeType,7,OTHER
139,MiscFeeType,8,MARKUP
139,MiscFeeType,9,CONSUMPTION_TAX
139,MiscFeeType,10,PER_TRANSACTION
139,MiscFeeType,11,CONVERSION
139,MiscFeeType,12,AGENT
481,MoneyLaunderingStatus,Y,PASSED
481,MoneyLaunderingStatus,N,NOT_CHECKED
481,MoneyLaunderingStatus,1,EXEMPT_BELOW_LIMIT
481,MoneyLaunderingStatus,2,EXEMPT_MONEY_TYPE
481,MoneyLaunderingStatus,3,EXEMPT_AUTHORISED
385,MsgDirection,S,SEND
385,MsgDirection,R,RECEIVE
35,MsgType,0,HEARTBEAT
35,MsgType,1,TEST_REQUEST
35,MsgType,2,RESEND_REQUEST
35,MsgType,3,REJECT
35,MsgType,4,SEQUENCE_RESET
35,MsgType,5,LOGOUT
35,MsgType,6,IOI
35,MsgType,7,ADVERTISEMENT
35,MsgType,8,EXECUTION_REPORT
35,MsgType,9,ORDER_CANCEL_REJECT
35,MsgType,A,LOGON
35,MsgType,B,NEWS
35,MsgType,C,EMAIL
35,MsgType,D,NEW_ORDER_SINGLE
35,MsgType,E,NEW_ORDER_LIST
35,MsgType,F,ORDER_CANCEL_REQUEST
35,MsgType,G,ORDER_CANCEL_REPLACE_REQUEST
35,MsgType,H,ORDER_STATUS_REQUEST
35,MsgType,J,ALLOCATION_INSTRUCTION
35,MsgType,K,LIST_CANCEL_REQUEST
35,MsgType,L,LIST_EXECUTE
35,MsgType,M,LIST_STATUS_REQUEST
35,MsgType,N,LIST_STATUS
35,MsgType,P,ALLOCATION_INSTRUCTION_ACK
35,MsgType,Q,DONT_KNOW_TRADE
35,MsgType,R,QUOTE_REQUEST
35,MsgType,S,QUOTE
35,MsgType,T,SETTLEMENT_INSTRUCTIONS
35,MsgType,V,MARKET_DATA_REQUEST
35,MsgType,W,MARKET_DATA_SNAPSHOT_FULL_REFRESH
35,MsgType,X,MARKET_DATA_INCREMENTAL_REFRESH
35,MsgType,Y,MARKET_DATA_REQUEST_REJECT
35,MsgType,Z,QUOTE_CANCEL
35,MsgType,a,QUOTE_STATUS_REQUEST
35,MsgType,b,MASS_QUOTE_ACKNOWLEDGEMENT
35,MsgType,c,SECURITY_DEFINITION_REQUEST
35,MsgType,d,SECURITY_DEFINITION
35,MsgType,e,SECURITY_STATUS_REQUEST
35,MsgType,f,SECURITY_STATUS
35,MsgType,g,TRADING_SESSION_STATUS_REQUEST
35,MsgType,h,TRADING_SESSION_STATUS
35,MsgType,i,MASS_QUOTE
35,MsgType,j,BUSINESS_MESSAGE_REJECT
35,MsgType,k,BID_REQUEST
35,MsgType,l,BID_RESPONSE
35,MsgType,m,LIST_STRIKE_PRICE
35,MsgType,n,XML_NON_FIX
35,MsgType,o,REGISTRATION_INSTRUCTIONS
35,MsgType,p,REGISTRATION_INSTRUCTIONS_RESPONSE
35,MsgType,q,ORDER_MASS_CANCEL_REQUEST
35,MsgType,r,ORDER_MASS_CANCEL_REPORT
35,MsgType,s,NEW_ORDER_CROSS
35,MsgType,t,CROSS_ORDER_CANCEL_REPLACE_REQUEST
35,MsgType,u,CROSS_ORDER_CANCEL_REQUEST
35,MsgType,v,SECURITY_TYPE_REQUEST
35,MsgType,w,SECURITY_TYPES
35,MsgType,x,SECURITY_LIST_REQUEST
35,MsgType,y,SECURITY_LIST
35,MsgType,z,DERIVATIVE_SECURITY_LIST_REQUEST
35,MsgType,AA,DERIVATIVE_SECURITY_LIST
35,MsgType,AB,NEW_ORDER_MULTILEG
35,MsgType,AC,MULTILEG_ORDER_CANCEL_REPLACE
35,MsgType,AD,TRADE_CAPTURE_REPORT_REQUEST
35,MsgType,AE,TRADE_CAPTURE_REPORT
35,MsgType,AF,ORDER_MASS_STATUS_REQUEST
35,MsgType,AG,QUOTE_REQUEST_REJECT
35,MsgType,AH,RFQ_REQUEST
35,MsgType,AI,QUOTE_STATUS_REPORT
35,MsgType,AJ,QUOTE_RESPONSE
35,MsgType,AK,CONFIRMATION
35,MsgType,AL,POSITION_MAINTENANCE_REQUEST
35,MsgType,AM,POSITION_MAINTENANCE_REPORT
35,MsgType,AN,REQUEST_FOR_POSITIONS
35,MsgType,AO,REQUEST_FOR_POSITIONS_ACK
35,MsgType,AP,POSITION_REPORT
35,MsgType,AQ,TRADE_CAPTURE_REPORT_REQUEST_ACK
35,MsgType,AR,TRADE_CAPTURE_REPORT_ACK
35,MsgType,AS,ALLOCATION_REPORT
35,MsgType,AT,ALLOCATION_REPORT_ACK
35,MsgType,AU,CONFIRMATION_ACK
35,MsgType,AV,SETTLEMENT_INSTRUCTION_REQUEST
35,MsgType,AW,ASSIGNMENT_REPORT
35,MsgType,AX,COLLATERAL_REQUEST
35,MsgType,AY,COLLATERAL_ASSIGNMENT
35,MsgType,AZ,COLLATERAL_RESPONSE
35,MsgType,BA,COLLATERAL_REPORT
35,MsgType,BB,COLLATERAL_INQUIRY
35,MsgType,BC,NETWORK_COUNTERPARTY_SYSTEM_STATUS_REQUEST
35,MsgType,BD,NETWORK_COUNTERPARTY_SYSTEM_STATUS_RESPONSE
35,MsgType,BE,USER_REQUEST
35,MsgType,BF,USER_RESPONSE
35,MsgType,BG,COLLATERAL_INQUIRY_ACK
35,MsgType,BH,CONFIRMATION_REQUEST
442,MultiLegReportingType,1,SINGLE_SECURITY
442,MultiLegReportingType,2,INDIVIDUAL_LEG_OF_A_MULTI_LEG_SECURITY
442,MultiLegReportingType,3,MULTI_LEG_SECURITY
563,MultiLegRptTypeReq,0,REPORT_BY_MULITLEG_SECURITY_ONLY
563,MultiLegRptTypeReq,1,REPORT_BY_MULTILEG_SECURITY_AND_INSTRUMENT_LEGS
563,MultiLegRptTypeReq,2,REPORT_BY_INSTRUMENT_LEGS_ONLY
430,NetGrossInd,1,NET
430,NetGrossInd,2,GROSS
935,NetworkRequestType,1,SNAPSHOT
935,NetworkRequestType,2,SUBSCRIBE
935,NetworkRequestType,4,STOP_SUBSCRIBING
935,NetworkRequestType,8,LEVEL_OF_DETAIL
937,NetworkStatusResponseType,1,FULL
937,NetworkStatusResponseType,2,INCREMENTAL_UPDATE
552,NoSides,1,ONE_SIDE
552,NoSides,2,BOTH_SIDES
208,NotifyBrokerOfCredit,Y,YES
208,NotifyBrokerOfCredit,N,NO
575,OddLot,Y,YES
575,OddLot,N,NO
286,OpenCloseSettlFlag,0,DAILY_OPEN
286,OpenCloseSettlFlag,1,SESSION_OPEN
286,OpenCloseSettlFlag,2,DELIVERY_SETTLEMENT_ENTRY
286,OpenCloseSettlFlag,3,EXPECTED_ENTRY
286,OpenCloseSettlFlag,4,ENTRY_FROM_PREVIOUS_BUSINESS_DAY
286,OpenCloseSettlFlag,5,THEORETICAL_PRICE_VALUE
103,OrdRejReason,0,BROKER_CREDIT
103,OrdRejReason,1,UNKNOWN_SYMBOL
103,OrdRejReason,2,EXCHANGE_CLOSED
103,OrdRejReason,3,ORDER_EXCEEDS_LIMIT
103,OrdRejReason,4,TOO_LATE_TO_ENTER
103,OrdRejReason,5,UNKNOWN_ORDER
103,OrdRejReason,6,DUPLICATE_ORDER
103,OrdRejReason,7,DUPLICATE_OF_A_VERBALLY_COMMUNICATED_ORDER
103,OrdRejReason,8,STALE_ORDER
103,OrdRejReason,9,TRADE_ALONG_REQUIRED
103,OrdRejReason,10,INVALID_INVESTOR_ID
103,OrdRejReason,11,UNSUPPORTED_ORDER_CHARACTERISTIC
103,OrdRejReason,13,INCORRECT_QUANTITY
103,OrdRejReason,14,INCORRECT_ALLOCATED_QUANTITY
103,OrdRejReason,15,UNKNOWN_ACCOUNT
103,OrdRejReason,99,OTHER
39,OrdStatus,0,NEW
39,OrdStatus,1,PARTIALLY_FILLED
39,OrdStatus,2,FILLED
39,OrdStatus,3,DONE_FOR_DAY
39,OrdStatus,4,CANCELED
39,OrdStatus,6,PENDING_CANCEL
39,OrdStatus,7,STOPPED
39,OrdStatus,8,REJECTED
39,OrdStatus,9,SUSPENDED
39,OrdStatus,A,PENDING_NEW
39,OrdStatus,B,CALCULATED
39,OrdStatus,C,EXPIRED
39,OrdStatus,D,ACCEPTED_FOR_BIDDING
39,OrdStatus,E,PENDING_REPLACE
40,OrdType,1,MARKET
40,OrdType,2,LIMIT
40,OrdType,3,STOP
40,OrdType,4,STOP_LIMIT
40,OrdType,6,WITH_OR_WITHOUT
40,OrdType,7,LIMIT_OR_BETTER
40,OrdType,8,LIMIT_WITH_OR_WITHOUT
40,OrdType,9,ON_BASIS
40,OrdType,D,PREVIOUSLY_QUOTED
40,OrdType,E,PREVIOUSLY_INDICATED
40,OrdType,G,FOREX_SWAP
40,OrdType,I,FUNARI
40,OrdType,J,MARKET_IF_TOUCHED
40,OrdType,K,MARKET_WITH_LEFT_OVER_AS_LIMIT
40,OrdType,L,PREVIOUS_FUND_VALUATION_POINT
40,OrdType,M,NEXT_FUND_VALUATION_POINT
40,OrdType,P,PEGGED
528,OrderCapacity,A,AGENCY
528,OrderCapacity,G,PROPRIETARY
528,OrderCapacity,I,INDIVIDUAL
528,OrderCapacity,P,PRINCIPAL
528,OrderCapacity,R,RISKLESS_PRINCIPAL
528,OrderCapacity,W,AGENT_FOR_OTHER_MEMBER
529,OrderRestrictions,1,PROGRAM_TRADE
529,OrderRestrictions,2,INDEX_ARBITRAGE
529,OrderRestrictions,3,NON_INDEX_ARBITRAGE
529,OrderRestrictions,4,COMPETING_MARKET_MAKER
529,OrderRestrictions,5,ACTING_AS_MARKET_MAKER_OR_SPECIALIST_IN_SECURITY
529,OrderRestrictions,6,ACTING_AS_MARKET_MAKER_OR_SPECIALIST_IN_UNDERLYING
529,OrderRestrictions,7,FOREIGN_ENTITY
529,OrderRestrictions,8,EXTERNAL_MARKET_PARTICIPANT
529,OrderRestrictions,9,EXTERNAL_INTER_CONNECTED_MARKET_LINKAGE
529,OrderRestrictions,A,RISKLESS_ARBITRAGE
522,OwnerType,1,INDIVIDUAL_INVESTOR
522,OwnerType,2,PUBLIC_COMPANY
522,OwnerType,3,PRIVATE_COMPANY
522,OwnerType,4,INDIVIDUAL_TRUSTEE
522,OwnerType,5,COMPANY_TRUSTEE
522,OwnerType,6,PENSION_PLAN
522,OwnerType,7,CUSTODIAN_UNDER_GIFTS_TO_MINORS_ACT
522,OwnerType,8,TRUSTS
522,OwnerType,9,FIDUCIARIES
522,OwnerType,10,NETWORKING_SUB_ACCOUNT
522,OwnerType,11,NON_PROFIT_ORGANIZATION
522,OwnerType,12,CORPORATE_BODY
522,OwnerType,13,NOMINEE
517,OwnershipType,J,JOINT_INVESTORS
517,OwnershipType,T,TENANTS_IN_COMMON
517,OwnershipType,2,JOINT_TRUSTEES
447,PartyIDSource,B,BIC
447,PartyIDSource,C,GENERAL_IDENTIFIER
447,PartyIDSource,D,PROPRIETARY
447,PartyIDSource,E,ISO_COUNTRY_CODE
447,PartyIDSource,F,SETTLEMENT_ENTITY_LOCATION
447,PartyIDSource,G,MIC
447,PartyIDSource,H,CSD_PARTICIPANT
447,PartyIDSource,1,KOREAN_INVESTOR_ID
447,PartyIDSource,2,TAIWANESE_FOREIGN_INVESTOR_ID
447,PartyIDSource,3,TAIWANESE_TRADING_ACCT
447,PartyIDSource,4,MALAYSIAN_CENTRAL_DEPOSITORY
447,PartyIDSource,5,CHINESE_INVESTOR_ID
447,PartyIDSource,6,UK_NATIONAL_INSURANCE_OR_PENSION_NUMBER
447,PartyIDSource,7,US_SOCIAL_SECURITY_NUMBER
447,PartyIDSource,8,US_EMPLOYER_OR_TAX_ID_NUMBER
447,PartyIDSource,9,AUSTRALIAN_BUSINESS_NUMBER
447,PartyIDSource,A,AUSTRALIAN_TAX_FILE_NUMBER
447,PartyIDSource,I,ISITC_ACRONYM
452,PartyRole,1,EXECUTING_FIRM
452,PartyRole,2,BROKER_OF_CREDIT
452,PartyRole,3,CLIENT_ID
452,PartyRole,4,CLEARING_FIRM
452,PartyRole,5,INVESTOR_ID
452,PartyRole,6,INTRODUCING_FIRM
452,PartyRole,7,ENTERING_FIRM
452,PartyRole,8,LOCATE
452,PartyRole,9,FUND_MANAGER_CLIENT_ID
452,PartyRole,10,SETTLEMENT_LOCATION
452,PartyRole,11,ORDER_ORIGINATION_TRADER
452,PartyRole,12,EXECUTING_TRADER
452,PartyRole,13,ORDER_ORIGINATION_FIRM
452,PartyRole,14,GIVEUP_CLEARING_FIRM
452,PartyRole,15,CORRESPONDANT_CLEARING_FIRM
452,PartyRole,16,EXECUTING_SYSTEM
452,PartyRole,17,CONTRA_FIRM
452,PartyRole,18,CONTRA_CLEARING_FIRM
452,PartyRole,19,SPONSORING_FIRM
452,PartyRole,20,UNDERLYING_CONTRA_FIRM
452,PartyRole,21,CLEARING_ORGANIZATION
452,PartyRole,22,EXCHANGE
452,PartyRole,24,CUSTOMER_ACCOUNT
452,PartyRole,25,CORRESPONDENT_CLEARING_ORGANIZATION
452,PartyRole,26,CORRESPONDENT_BROKER
452,PartyRole,27,BUYER
452,PartyRole,28,CUSTODIAN
452,PartyRole,29,INTERMEDIARY
452,PartyRole,30,AGENT
452,PartyRole,31,SUB_CUSTODIAN
452,PartyRole,32,BENEFICIARY
452,PartyRole,33,INTERESTED_PARTY
452,PartyRole,34,REGULATORY_BODY
452,PartyRole,35,LIQUIDITY_PROVIDER
452,PartyRole,36,ENTERING_TRADER
452,PartyRole,37,CONTRA_TRADER
452,PartyRole,38,POSITION_ACCOUNT
803,PartySubIDType,1,FIRM
803,PartySubIDType,2,PERSON
803,PartySubIDType,3,SYSTEM
803,PartySubIDType,4,APPLICATION
803,PartySubIDType,5,FULL_LEGAL_NAME_OF_FIRM
803,PartySubIDType,6,POSTAL_ADDRESS
803,PartySubIDType,7,PHONE_NUMBER
803,PartySubIDType,8,EMAIL_ADDRESS
803,PartySubIDType,9,CONTACT_NAME
803,PartySubIDType,10,SECURITIES_ACCOUNT_NUMBER
803,PartySubIDType,11,REGISTRATION_NUMBER
803,PartySubIDType,12,REGISTERED_ADDRESS_FOR_CONFIRMATION
803,PartySubIDType,13,REGULATORY_STATUS
803,PartySubIDType,14,REGISTRATION_NAME
803,PartySubIDType,15,CASH_ACCOUNT_NUMBER
803,PartySubIDType,16,BIC
803,PartySubIDType,17,CSD_PARTICIPANT_MEMBER_CODE
803,PartySubIDType,18,REGISTERED_ADDRESS
803,PartySubIDType,19,FUND_ACCOUNT_NAME
803,PartySubIDType,20,TELEX_NUMBER
803,PartySubIDType,21,FAX_NUMBER
803,PartySubIDType,22,SECURITIES_ACCOUNT_NAME
803,PartySubIDType,23,CASH_ACCOUNT_NAME
803,PartySubIDType,24,DEPARTMENT
803,PartySubIDType,25,LOCATION_DESK
803,PartySubIDType,26,POSITION_ACCOUNT_TYPE
492,PaymentMethod,1,CREST
492,PaymentMethod,2,NSCC
492,PaymentMethod,3,EUROCLEAR
492,PaymentMethod,4,CLEARSTREAM
492,PaymentMethod,5,CHEQUE
492,PaymentMethod,6,TELEGRAPHIC_TRANSFER
492,PaymentMethod,7,FED_WIRE
492,PaymentMethod,8,DEBIT_CARD
492,PaymentMethod,9,DIRECT_DEBIT
492,PaymentMethod,10,DIRECT_CREDIT
492,PaymentMethod,11,CREDIT_CARD
492,PaymentMethod,12,ACH_DEBIT
492,PaymentMethod,13,ACH_CREDIT
492,PaymentMethod,14,BPAY
492,PaymentMethod,15,HIGH_VALUE_CLEARING_SYSTEM
837,PegLimitType,0,OR_BETTER
837,PegLimitType,1,STRICT
837,PegLimitType,2,OR_WORSE
835,PegMoveType,0,FLOATING
835,PegMoveType,1,FIXED
836,PegOffsetType,0,PRICE
836,PegOffsetType,1,BASIS_POINTS
836,PegOffsetType,2,TICKS
836,PegOffsetType,3,PRICE_TIER
838,PegRoundDirection,1,MORE_AGGRESSIVE
838,PegRoundDirection,2,MORE_PASSIVE
840,PegScope,1,LOCAL
840,PegScope,2,NATIONAL
840,PegScope,3,GLOBAL
840,PegScope,4,NATIONAL_EXCLUDING_LOCAL
707,PosAmtType,FMTM,FINAL_MARK_TO_MARKET_AMOUNT
707,PosAmtType,IMTM,INCREMENTAL_MARK_TO_MARKET_AMOUNT
707,PosAmtType,TVAR,TRADE_VARIATION_AMOUNT
707,PosAmtType,SMTM,START_OF_DAY_MARK_TO_MARKET_AMOUNT
707,PosAmtType,PREM,PREMIUM_AMOUNT
707,PosAmtType,CRES,CASH_RESIDUAL_AMOUNT
707,PosAmtType,CASH,CASH_AMOUNT
707,PosAmtType,VADJ,VALUE_ADJUSTED_AMOUNT
712,PosMaintAction,1,NEW
712,PosMaintAction,2,REPLACE
712,PosMaintAction,3,CANCEL
723,PosMaintResult,0,SUCCESSFUL_COMPLETION
723,PosMaintResult,1,REJECTED
723,PosMaintResult,99,OTHER
722,PosMaintStatus,0,ACCEPTED
722,PosMaintStatus,1,ACCEPTED_WITH_WARNINGS
722,PosMaintStatus,2,REJECTED
722,PosMaintStatus,3,COMPLETED
722,PosMaintStatus,4,COMPLETED_WITH_WARNINGS
706,PosQtyStatus,0,SUBMITTED
706,PosQtyStatus,1,ACCEPTED
706,PosQtyStatus,2,REJECTED
728,PosReqResult,0,VALID_REQUEST
728,PosReqResult,1,INVALID_OR_UNSUPPORTED_REQUEST
728,PosReqResult,2,NO_POSITIONS_FOUND_THAT_MATCH_CRITERIA
728,PosReqResult,3,NOT_AUTHORIZED_TO_REQUEST_POSITIONS
728,PosReqResult,4,REQUEST_FOR_POSITION_NOT_SUPPORTED
728,PosReqResult,99,OTHER
729,PosReqStatus,0,COMPLETED
729,PosReqStatus,1,COMPLETED_WITH_WARNINGS
729,PosReqStatus,2,REJECTED
724,PosReqType,0,POSITIONS
724,PosReqType,1,TRADES
724,PosReqType,2,EXERCISES
724,PosReqType,3,ASSIGNMENTS
709,PosTransType,1,EXERCISE
709,PosTransType,2,DO_NOT_EXERCISE
709,PosTransType,3,POSITION_ADJUSTMENT
709,PosTransType,4,POSITION_CHANGE_SUBMISSION
709,PosTransType,5,PLEDGE
703,PosType,TQ,TRANSACTION_QUANTITY
703,PosType,IAS,INTRA_SPREAD_QTY
703,PosType,IES,INTER_SPREAD_QTY
703,PosType,FIN,END_OF_DAY_QTY
703,PosType,SOD,START_OF_DAY_QTY
703,PosType,EX,OPTION_EXERCISE_QTY
703,PosType,AS,OPTION_ASSIGNMENT
703,PosType,TX,TRANSACTION_FROM_EXERCISE
703,PosType,TA,TRANSACTION_FROM_ASSIGNMENT
703,PosType,PIT,PIT_TRADE_QTY
703,PosType,TRF,TRANSFER_TRADE_QTY
703,PosType,ETR,ELECTRONIC_TRADE_QTY
703,PosType,ALC,ALLOCATION_TRADE_QTY
703,PosType,PA,ADJUSTMENT_QTY
703,PosType,ASF,AS_OF_TRADE_QTY
703,PosType,DLV,DELIVERY_QTY
703,PosType,TOT,TOTAL_TRANSACTION_QTY
703,PosType,XM,CROSS_MARGIN_QTY
703,PosType,SPL,INTEGRAL_SPLIT
77,PositionEffect,O,OPEN
77,PositionEffect,C,CLOSE
77,PositionEffect,R,ROLLED
77,PositionEffect,F,FIFO
43,PossDupFlag,Y,YES
43,PossDupFlag,N,NO
97,PossResend,Y,YES
97,PossResend,N,NO
591,PreallocMethod,0,PRO_RATA
591,PreallocMethod,1,DO_NOT_PRO_RATA
570,PreviouslyReported,Y,YES
570,PreviouslyReported,N,NO
423,PriceType,1,PERCENTAGE
423,PriceType,2,PER_UNIT
423,PriceType,3,FIXED_AMOUNT
423,PriceType,4,DISCOUNT
423,PriceType,5,PREMIUM
423,PriceType,6,SPREAD
423,PriceType,7,TED_PRICE
423,PriceType,8,TED_YIELD
423,PriceType,9,YIELD
423,PriceType,10,FIXED_CABINET_TRADE_PRICE
423,PriceType,11,VARIABLE_CABINET_TRADE_PRICE
638,PriorityIndicator,0,PRIORITY_UNCHANGED
638,PriorityIndicator,1,LOST_PRIORITY_AS_RESULT_OF_ORDER_CHANGE
81,ProcessCode,0,REGULAR
81,ProcessCode,1,SOFT_DOLLAR
81,ProcessCode,2,STEP_IN
81,ProcessCode,3,STEP_OUT
81,ProcessCode,4,SOFT_DOLLAR_STEP_IN
81,ProcessCode,5,SOFT_DOLLAR_STEP_OUT
81,ProcessCode,6,PLAN_SPONSOR
460,Product,1,AGENCY
460,Product,2,COMMODITY
460,Product,3,CORPORATE
460,Product,4,CURRENCY
460,Product,5,EQUITY
460,Product,6,GOVERNMENT
460,Product,7,INDEX
460,Product,8,LOAN
460,Product,9,MONEYMARKET
460,Product,10,MORTGAGE
460,Product,11,MUNICIPAL
460,Product,12,OTHER
460,Product,13,FINANCING
414,ProgRptReqs,1,BUY_SIDE_REQUESTS
414,ProgRptReqs,2,SELL_SIDE_SENDS
414,ProgRptReqs,3,REAL_TIME_EXECUTION_REPORTS
852,PublishTrdIndicator,Y,YES
852,PublishTrdIndicator,N,NO
201,PutOrCall,0,PUT
201,PutOrCall,1,CALL
854,QtyType,0,UNITS
854,QtyType,1,CONTRACTS
298,QuoteCancelType,1,CANCEL_FOR_ONE_OR_MORE_SECURITIES
298,QuoteCancelType,2,CANCEL_FOR_SECURITY_TYPE
