BuildTypeId,Number,State,Status,StatusText,Branch,Agent,TriggeredBy,Comment,Project,Job,JobId,Started,Finished,DurationSec
Srv_Deploy_3,1164,finished,SUCCESS,Success,main,agent-08,scheduler,,Payments,PatchServers,job-4164,27/08/2026 15:14:28,27/08/2026 15:23:40,552
Srv_Deploy_4,1165,finished,SUCCESS,Success,main,agent-09,scheduler,,ServerOps,DeployUpdate,job-4165,27/08/2026 15:16:45,27/08/2026 15:19:32,167
Srv_Deploy_5,1166,finished,SUCCESS,Success,main,agent-10,scheduler,,Platform,RunMigrations,job-4166,27/08/2026 15:19:02,27/08/2026 15:20:53,111
Srv_Deploy_6,1167,finished,SUCCESS,Success,main,agent-11,scheduler,,Payments,PatchServers,job-4167,27/08/2026 15:21:19,27/08/2026 15:26:47,328
Srv_Deploy_0,1168,finished,SUCCESS,Success,main,agent-00,scheduler,,ServerOps,DeployUpdate,job-4168,27/08/2026 15:23:36,27/08/2026 15:34:14,638
Srv_Deploy_1,1169,finished,SUCCESS,Success,main,agent-01,scheduler,,Platform,RunMigrations,job-4169,27/08/2026 15:25:53,27/08/2026 15:33:00,427
Srv_Deploy_2,1170,finished,SUCCESS,Success,main,agent-02,scheduler,,Payments,PatchServers,job-4170,27/08/2026 15:28:10,27/08/2026 15:31:36,206
Srv_Deploy_3,1171,finished,FAILURE,Success,main,agent-03,scheduler,,ServerOps,DeployUpdate,job-4171,27/08/2026 15:30:27,27/08/2026 15:36:56,389
Srv_Deploy_4,1172,finished,SUCCESS,Success,main,agent-04,scheduler,,Platform,RunMigrations,job-4172,27/08/2026 15:32:44,27/08/2026 15:43:06,622
Srv_Deploy_5,1173,finished,SUCCESS,Success,main,agent-05,scheduler,,Payments,PatchServers,job-4173,27/08/2026 15:35:01,27/08/2026 15:42:04,423
Srv_Deploy_6,1174,finished,SUCCESS,Success,main,agent-06,scheduler,,ServerOps,DeployUpdate,job-4174,27/08/2026 15:37:18,27/08/2026 15:47:55,637
Srv_Deploy_0,1175,finished,SUCCESS,Success,main,agent-07,scheduler,,Platform,RunMigrations,job-4175,27/08/2026 15:39:35,27/08/2026 15:42:05,150
Srv_Deploy_1,1176,finished,SUCCESS,Success,main,agent-08,scheduler,,Payments,PatchServers,job-4176,27/08/2026 15:41:52,27/08/2026 15:51:17,565
Srv_Deploy_2,1177,finished,SUCCESS,Success,main,agent-09,scheduler,,ServerOps,DeployUpdate,job-4177,27/08/2026 15:44:09,27/08/2026 15:46:09,120
Srv_Deploy_3,1178,finished,SUCCESS,Success,main,agent-10,scheduler,,Platform,RunMigrations,job-4178,27/08/2026 15:46:26,27/08/2026 15:49:23,177
Srv_Deploy_4,1179,finished,SUCCESS,Success,main,agent-11,scheduler,,Payments,PatchServers,job-4179,27/08/2026 15:48:43,27/08/2026 16:00:20,697
Srv_Deploy_5,1180,finished,FAILURE,Success,main,agent-00,scheduler,,ServerOps,DeployUpdate,job-4180,27/08/2026 15:51:00,27/08/2026 15:59:29,509
Srv_Deploy_6,1181,finished,SUCCESS,Success,main,agent-01,scheduler,,Platform,RunMigrations,job-4181,27/08/2026 15:53:17,27/08/2026 16:07:54,877
Srv_Deploy_0,1182,finished,SUCCESS,Success,main,agent-02,scheduler,,Payments,PatchServers,job-4182,27/08/2026 15:55:34,27/08/2026 16:03:43,489
Srv_Deploy_1,1183,finished,SUCCESS,Success,main,agent-03,scheduler,,ServerOps,DeployUpdate,job-4183,27/08/2026 15:57:51,27/08/2026 16:08:58,667
Srv_Deploy_2,1184,finished,SUCCESS,Success,main,agent-04,scheduler,,Platform,RunMigrations,job-4184,27/08/2026 16:00:08,27/08/2026 16:00:57,49
Srv_Deploy_3,1185,finished,SUCCESS,Success,main,agent-05,scheduler,,Payments,PatchServers,job-4185,27/08/2026 16:02:25,27/08/2026 16:13:10,645
Srv_Deploy_4,1186,finished,SUCCESS,Success,main,agent-06,scheduler,,ServerOps,DeployUpdate,job-4186,27/08/2026 16:04:42,27/08/2026 16:08:37,235
Srv_Deploy_5,1187,finished,SUCCESS,Success,main,agent-07,scheduler,,Platform,RunMigrations,job-4187,27/08/2026 16:06:59,27/08/2026 16:16:06,547
Srv_Deploy_6,1188,finished,SUCCESS,Success,main,agent-08,scheduler,,Payments,PatchServers,job-4188,27/08/2026 16:09:16,27/08/2026 16:16:10,414
Srv_Deploy_0,1189,finished,FAILURE,Success,main,agent-09,scheduler,,ServerOps,DeployUpdate,job-4189,27/08/2026 16:11:33,27/08/2026 16:18:47,434
Srv_Deploy_1,1190,finished,SUCCESS,Success,main,agent-10,scheduler,,Platform,RunMigrations,job-4190,27/08/2026 16:13:50,27/08/2026 16:26:46,776
Srv_Deploy_2,1191,finished,SUCCESS,Success,main,agent-11,scheduler,,Payments,PatchServers,job-4191,27/08/2026 16:16:07,27/08/2026 16:22:19,372
Srv_Deploy_3,1192,finished,SUCCESS,Success,main,agent-00,scheduler,,ServerOps,DeployUpdate,job-4192,27/08/2026 16:18:24,27/08/2026 16:32:36,852
Srv_Deploy_4,1193,finished,SUCCESS,Success,main,agent-01,scheduler,,Platform,RunMigrations,job-4193,27/08/2026 16:20:41,27/08/2026 16:28:34,473
Srv_Deploy_5,1194,finished,SUCCESS,Success,main,agent-02,scheduler,,Payments,PatchServers,job-4194,27/08/2026 16:22:58,27/08/2026 16:25:03,125
Srv_Deploy_6,1195,finished,SUCCESS,Success,main,agent-03,scheduler,,ServerOps,DeployUpdate,job-4195,27/08/2026 16:25:15,27/08/2026 16:29:44,269
Srv_Deploy_0,1196,finished,SUCCESS,Success,main,agent-04,scheduler,,Platform,RunMigrations,job-4196,27/08/2026 16:27:32,27/08/2026 16:41:48,856
Srv_Deploy_1,1197,finished,SUCCESS,Success,main,agent-05,scheduler,,Payments,PatchServers,job-4197,27/08/2026 16:29:49,27/08/2026 16:31:10,81
Srv_Deploy_2,1198,finished,FAILURE,Success,main,agent-06,scheduler,,ServerOps,DeployUpdate,job-4198,27/08/2026 16:32:06,27/08/2026 16:39:28,442
Srv_Deploy_3,1199,finished,SUCCESS,Success,main,agent-07,scheduler,,Platform,RunMigrations,job-4199,27/08/2026 16:34:23,27/08/2026 16:36:36,133
