accruedInterest,allocationStatus,book,clearingHouse,comments,commission,confirmationStatus,counterparty,counterpartyCountry,counterpartyId,counterpartyType,createdDate,currency,cusip,dV01,dealId,delta,desk,duration,exchange,externalOrderId,fees,gamma,instrumentId,instrumentName,instrumentType,isElectronic,isin,lastModifiedDate,maturityDate,notional,pV01,parentOrderId,platformOrderId,portfolio,price,prime,productType,quantity,settlementAmount,settlementDate,settlementStatus,side,status,strategy,ticker,tradeDate,trader,traderId,valueDate,vega,venue,yield
,Partial,Prime Brokerage,jscc,,1331.63,Confirmed,UBS,CA,CP0021,Institution,2024-11-03T17:24:31,CHF,,,DEAL00003261,,Arbitrage,,NYSE,,45.1,,INST007394,BAC Equity,Equity,True,US2374421111,2024-11-04T03:24:31,2029-06-21,865629.77,,,P00003261,PrimeBrokerage-5,2058.7952,,Equity,420,867006.5,2024-11-08,Pending,sell,cancelled,Market Making,BAC,2024-11-03,Trader004,T0011,2024-11-08,,Voice,
6149.21,Allocated,Derivatives,dtcc,,972.04,Confirmed,Mizuho,FR,CP0085,Institution,2025-05-25T17:24:31,JPY,183776673,7527.46,DEAL00003262,,Arbitrage,23.87,NYSE,EXT30569554,12.65,,INST006191,LLY Bond,Bond,True,,2025-05-26T17:24:31,2027-08-04,618115.71,8280.21,,P00003262,Derivatives-10,4175.727,,Bond,148,619100.4,2025-05-27,Settled,buy,completed,Relative Value,LLY,2025-05-25,Trader049,T0008,2025-05-27,,Electronic,0.0847
,Allocated,ETF Trading,eurex,,9177.78,Confirmed,Morgan Stanley,HK,CP0042,Broker,2024-11-13T17:24:31,USD,,,DEAL00003263,,Prop Trading,,NYSE,EXT52079872,554.79,,INST008837,MSFT FX Forward,FX Forward,True,,2024-11-14T07:24:31,,5673143.79,,,P00003263,ETFTrading-8,2820.6815,,FX Forward,2011,5682876.36,2024-11-17,Settled,buy,partial,Event Driven,MSFT,2024-11-13,Trader040,T0048,2024-11-17,,Voice,
,Partial,Futures Trading,ice,,5431.23,Rejected,Jefferies,SG,CP0084,Broker,2025-01-20T17:24:31,USD,,,DEAL00003264,,Structured,,NYSE,EXT88921097,236.74,,INST001192,GS Future,Future,False,US7045832729,2025-01-21T02:24:31,,5898224.44,,,P00003264,FuturesTrading-7,1156.8561,,Future,5098,5903892.41,2025-01-21,Failed,buy,partial,Market Making,GS,2025-01-20,Trader007,T0037,2025-01-21,,Electronic,
,Partial,Prime Brokerage,lch,,1356.75,Rejected,JP Morgan,CA,CP0099,Institution,2025-08-12T17:24:31,USD,,,DEAL00003265,,Delta One,,NYSE,EXT76507165,47.2,,INST008809,JNJ Commodity,Commodity,True,US9688622957,2025-08-13T13:24:31,,1036074.77,,,P00003265,PrimeBrokerage-7,930.9577,,Commodity,1112,1037478.72,2025-08-14,Settled,buy,completed,Hedging,JNJ,2025-08-12,Trader046,T0002,2025-08-14,,Electronic,
,Partial,Options Trading,cme,Trade 3266 - Special handling required,6497.48,Rejected,Barclays,US,CP0035,Institution,2024-09-02T17:24:31,USD,,,DEAL00003266,,Structured,,NYSE,EXT08231482,141.34,,INST003139,MSFT FX Forward,FX Forward,True,,2024-09-02T21:24:31,,4380387.63,,PARENT000703,P00003266,OptionsTrading-1,4902.8,,FX Forward,893,4387026.45,2024-09-07,Settled,sell,pending,Event Driven,MSFT,2024-09-02,Trader007,T0022,2024-09-07,,Voice,
,Partial,Options Trading,eurex,,3895.27,Pending,Morgan Stanley,DE,CP0043,Institution,2025-05-03T17:24:31,USD,575447905,,DEAL00003267,,Structured,,NYSE,EXT29881521,127.48,,INST006020,AMZN FX Spot,FX Spot,True,US5427254310,2025-05-04T05:24:31,2034-08-20,1963282.62,,PARENT000515,P00003267,OptionsTrading-9,2528.0643,Mizuho,FX Spot,776,1967305.37,2025-05-08,Unsettled,buy,completed,Hedging,AMZN,2025-05-03,Trader045,T0032,2025-05-08,,Electronic,
,Pending,Structured Products,lch,,2328.09,Rejected,RBC Capital,UK,CP0061,Institution,2024-10-10T17:24:31,USD,,,DEAL00003268,0.1157,Prop Trading,,NYSE,EXT34808515,78.45,0.035081,INST008549,HSBC Option,Option,False,US2633654710,2024-10-11T13:24:31,,1328598.74,,,P00003268,StructuredProducts-4,2784.478,,Option,477,1331005.28,2024-10-15,Failed,buy,pending,Directional,HSBC,2024-10-10,Trader040,T0001,2024-10-15,90.5,Voice,
,Partial,Bond Trading,dtcc,,3945.59,Confirmed,Mizuho,AU,CP0096,Broker,2024-11-11T17:24:31,GBP,551395077,,DEAL00003269,,Market Making,,NYSE,,71.98,,INST005950,PFE Commodity,Commodity,False,US5475494096,2024-11-12T09:24:31,,5177439.52,,,P00003269,BondTrading-10,2861.6316,,Commodity,1809,5181457.09,2024-11-13,Pending,buy,failed,Relative Value,PFE,2024-11-11,Trader019,T0008,2024-11-13,,Voice,
,Partial,FX Trading,jscc,,11696.68,Unconfirmed,JP Morgan,FR,CP0064,Institution,2025-07-28T17:24:31,AUD,,,DEAL00003270,,Flow Trading,,NASDAQ,EXT06872144,445.3,,INST007982,JNJ Index,Index,True,US9528205627,2025-07-29T08:24:31,,6921494.76,,PARENT000193,P00003270,FXTrading-3,3964.2696,,Index,1745,6933636.74,2025-08-01,Failed,buy,partial,Event Driven,JNJ,2025-07-28,Trader039,T0045,2025-08-01,,Voice,
,Unallocated,Options Trading,ice,,6287.77,Rejected,HSBC,HK,CP0010,Institution,2025-07-19T17:24:31,JPY,,,DEAL00003271,,Delta One,,NASDAQ,EXT26453356,307.55,,INST008911,AMZN Forward,Forward,True,US1875101304,2025-07-20T04:24:31,2029-11-07,5611661.77,,,P00003271,OptionsTrading-4,3412.6586,Goldman Sachs,Forward,1644,5618257.09,2025-07-23,Pending,buy,pending,Momentum,AMZN,2025-07-19,Trader025,T0030,2025-07-23,,Voice,
,Pending,Emerging Markets,ice,,3656.94,Confirmed,Bank of America,CA,CP0036,Institution,2025-07-25T17:24:31,JPY,,,DEAL00003272,,Market Making,,NYSE,EXT97064153,275.44,,INST001390,C Forward,Forward,True,,2025-07-26T10:24:31,,5501468.52,,,P00003272,EmergingMarkets-9,2320.2751,,Forward,2371,5505400.9,2025-07-29,Failed,sell,failed,Relative Value,C,2025-07-25,Trader025,T0002,2025-07-29,,Electronic,
,Allocated,Credit Trading,cme,,918.12,Confirmed,JP Morgan,AU,CP0082,Institution,2025-04-20T17:24:31,USD,,,DEAL00003273,0.9082,Prop Trading,,NYSE,,21.86,0.026843,INST008605,BAC Option,Option,True,,2025-04-21T15:24:31,,529928.98,,,P00003273,CreditTrading-9,3420.1211,,Option,154,530868.96,2025-04-23,Unsettled,buy,cancelled,Market Making,BAC,2025-04-20,Trader034,T0035,2025-04-23,3.4,Electronic,
,Pending,Options Trading,dtcc,,1470.54,Pending,Mizuho,CH,CP0044,Institution,2025-05-16T17:24:31,AUD,590483838,,DEAL00003274,,Electronic,,NYSE,EXT38392755,95.14,,INST002061,AMZN Index,Index,False,US8035703103,2025-05-16T19:24:31,,3780114.99,,,P00003274,OptionsTrading-5,3533.9826,,Index,1069,3781680.67,2025-05-17,Pending,sell,failed,Market Making,AMZN,2025-05-16,Trader018,T0031,2025-05-17,,Electronic,
,Pending,Commodities,cme,,4293.14,Unconfirmed,Goldman Sachs,AU,CP0002,Broker,2024-11-09T17:24:31,EUR,297725886,,DEAL00003275,,Exotics,,NYSE,EXT39336057,438.67,,INST009354,HSBC FX Forward,FX Forward,True,US8041427994,2024-11-09T21:24:31,,5675946.68,,,P00003275,Commodities-10,186.2643,,FX Forward,30472,5680678.49,2024-11-13,Settled,sell,completed,Momentum,HSBC,2024-11-09,Trader025,T0018,2024-11-13,,Electronic,
,Pending,FX Trading,cme,,1058.22,Confirmed,Deutsche Bank,CH,CP0002,Broker,2025-06-10T17:24:31,CAD,640353142,,DEAL00003276,,Structured,,NASDAQ,EXT94409025,136.68,,INST008186,MSFT Index,Index,True,US5727928213,2025-06-11T07:24:31,,1435855.33,,,P00003276,FXTrading-5,3679.6201,,Index,390,1437050.23,2025-06-11,Pending,buy,pending,Directional,MSFT,2025-06-10,Trader048,T0033,2025-06-11,,Electronic,
,Unallocated,Derivatives,lch,,99.61,Unconfirmed,JP Morgan,JP,CP0068,Broker,2024-12-28T17:24:31,JPY,728792153,,DEAL00003277,-0.0778,Delta One,,NASDAQ,EXT81225635,27.33,0.062335,INST000885,JNJ Option,Option,True,,2024-12-28T22:24:31,2028-12-08,530106.55,,,P00003277,Derivatives-1,2739.5631,,Option,193,530233.49,2024-12-31,Unsettled,buy,partial,Hedging,JNJ,2024-12-28,Trader043,T0039,2024-12-31,96.8,Electronic,
,Pending,Options Trading,lch,,2030.78,Pending,Jefferies,CA,CP0078,Broker,2025-02-28T17:24:31,JPY,522184392,,DEAL00003278,0.0701,Market Making,,NYSE,,230.55,0.025867,INST009900,C Option,Option,True,US2438861378,2025-02-28T19:24:31,,2705692.68,,,P00003278,OptionsTrading-8,2768.7572,Mizuho,Option,977,2707954.01,2025-03-05,Unsettled,buy,completed,Market Making,C,2025-02-28,Trader037,T0046,2025-03-05,69.13,Electronic,
,Unallocated,Structured Products,jscc,,4210.14,Rejected,Credit Suisse,JP,CP0039,Broker,2025-02-05T17:24:31,USD,,,DEAL00003279,,Exotics,,NYSE,,263.56,,INST006254,UNH FX Spot,FX Spot,False,US1818281996,2025-02-06T07:24:31,2025-09-01,6797155.95,,,P00003279,StructuredProducts-2,1711.7685,Credit Suisse,FX Spot,3970,6801629.65,2025-02-08,Pending,buy,completed,Hedging,UNH,2025-02-05,Trader046,T0044,2025-02-08,,Voice,
1906.74,Allocated,Structured Products,eurex,Trade 3280 - Special handling required,1050.78,Pending,Deutsche Bank,HK,CP0062,Institution,2025-04-02T17:24:31,CAD,,6407.48,DEAL00003280,,Delta One,9.39,NYSE,,363.73,,INST007545,JNJ Bond,Bond,False,,2025-04-03T17:24:31,2034-07-16,4093303.63,7048.23,,P00003280,StructuredProducts-1,960.509,RBC Capital,Bond,4261,4094718.14,2025-04-03,Unsettled,buy,failed,Directional,JNJ,2025-04-02,Trader001,T0034,2025-04-03,,Electronic,0.0635
,Partial,FX Trading,dtcc,,5086.8,Pending,Barclays,CA,CP0061,Institution,2025-08-06T17:24:31,JPY,185862616,2637.48,DEAL00003281,,Prop Trading,,NYSE,EXT27197251,153.84,,INST001499,META Swap,Swap,True,,2025-08-07T15:24:31,,8731052.19,2901.23,,P00003281,FXTrading-5,2218.5781,JP Morgan,Swap,3935,8736292.83,2025-08-10,Settled,buy,cancelled,Event Driven,META,2025-08-06,Trader003,T0026,2025-08-10,,Electronic,
,Pending,Options Trading,cme,,10810.91,Rejected,Citigroup,CA,CP0045,Broker,2024-12-15T17:24:31,CHF,264722264,,DEAL00003282,,Market Making,,NYSE,EXT90335856,123.0,,INST009047,GS Index,Index,True,US5739142129,2024-12-15T22:24:31,2033-04-20,6500464.83,,,P00003282,OptionsTrading-6,4148.6074,,Index,1566,6511398.74,2024-12-16,Unsettled,buy,cancelled,Hedging,GS,2024-12-15,Trader016,T0041,2024-12-16,,Electronic,
,Allocated,Equity Trading,dtcc,,407.61,Pending,RBC Capital,CA,CP0044,Broker,2024-08-20T17:24:31,JPY,774615967,,DEAL00003283,,Delta One,,NASDAQ,EXT25705344,29.98,,INST003540,MSFT Index,Index,True,US2631860747,2024-08-20T21:24:31,,641229.06,,,P00003283,EquityTrading-3,4709.8174,,Index,136,641666.65,2024-08-23,Failed,buy,pending,Directional,MSFT,2024-08-20,Trader043,T0042,2024-08-23,,Voice,
,Allocated,Credit Trading,dtcc,,1434.28,Rejected,BNP Paribas,CA,CP0050,Broker,2025-04-23T17:24:31,USD,775816893,,DEAL00003284,,Exotics,,NYSE,EXT94192272,68.03,,INST001243,MRK Index,Index,False,US5935401529,2025-04-24T16:24:31,,6272817.49,,,P00003284,CreditTrading-9,4369.8693,,Index,1435,6274319.8,2025-04-24,Unsettled,buy,cancelled,Momentum,MRK,2025-04-23,Trader013,T0006,2025-04-24,,Voice,
,Pending,Structured Products,eurex,,2459.93,Pending,RBC Capital,CA,CP0025,Broker,2025-05-23T17:24:31,EUR,632785186,,DEAL00003285,,Electronic,,NYSE,EXT42174293,35.73,,INST004544,TSLA Equity,Equity,False,US1282962226,2025-05-24T04:24:31,,1259114.04,,,P00003285,StructuredProducts-5,4683.2821,,Equity,268,1261609.7,2025-05-25,Failed,buy,pending,Event Driven,TSLA,2025-05-23,Trader013,T0012,2025-05-25,,Electronic,
,Allocated,Bond Trading,jscc,,965.49,Confirmed,Deutsche Bank,US,CP0095,Broker,2025-01-13T17:24:31,USD,,,DEAL00003286,,Prop Trading,,NASDAQ,EXT83873406,72.27,,INST003555,META ETF,ETF,True,US8344953139,2025-01-14T12:24:31,2027-03-03,846490.66,,,P00003286,BondTrading-6,3396.2093,,ETF,249,847528.42,2025-01-18,Pending,buy,failed,Momentum,META,2025-01-13,Trader002,T0046,2025-01-18,,Voice,
294.51,Unallocated,Credit Trading,lch,,4333.4,Pending,BNP Paribas,JP,CP0052,Institution,2025-06-09T17:24:31,JPY,318214018,2468.23,DEAL00003287,,Exotics,9.22,NYSE,EXT55435080,193.61,,INST006046,XOM Bond,Bond,True,US2278385036,2025-06-10T05:24:31,,2230444.49,2715.05,PARENT000272,P00003287,CreditTrading-6,1619.9091,JP Morgan,Bond,1376,2234971.5,2025-06-14,Settled,buy,cancelled,Arbitrage,XOM,2025-06-09,Trader020,T0034,2025-06-14,,Voice,0.0298
,Pending,FX Trading,lch,,1985.2,Rejected,BNP Paribas,JP,CP0063,Institution,2025-01-16T17:24:31,GBP,975399411,,DEAL00003288,-0.5589,Structured,,NASDAQ,EXT05577015,333.1,0.099131,INST008027,AAPL Option,Option,False,US5818980965,2025-01-17T16:24:31,2026-12-09,3455850.6,,PARENT000774,P00003288,FXTrading-4,1082.4393,,Option,3192,3458168.9,2025-01-21,Unsettled,sell,cancelled,Directional,AAPL,2025-01-16,Trader022,T0021,2025-01-21,25.5,Voice,
,Pending,Emerging Markets,cme,Trade 3289 - Special handling required,477.09,Unconfirmed,Mizuho,AU,CP0001,Broker,2025-08-06T17:24:31,CHF,186905194,,DEAL00003289,,Flow Trading,,NASDAQ,EXT02285048,35.92,,INST004404,LLY FX Forward,FX Forward,False,US7899630183,2025-08-07T01:24:31,2034-01-15,917520.31,,,P00003289,EmergingMarkets-3,2465.7303,,FX Forward,372,918033.32,2025-08-07,Failed,buy,partial,Relative Value,LLY,2025-08-06,Trader050,T0032,2025-08-07,,Electronic,
,Partial,Structured Products,lch,,2151.17,Rejected,Nomura,FR,CP0098,Institution,2025-07-04T17:24:31,CAD,771982211,,DEAL00003290,,Flow Trading,,NYSE,EXT11799271,323.16,,INST002176,JNJ ETF,ETF,False,US1735289150,2025-07-04T20:24:31,2032-06-10,4421751.4,,,P00003290,StructuredProducts-4,1917.5454,,ETF,2305,4424225.73,2025-07-06,Failed,buy,pending,Relative Value,JNJ,2025-07-04,Trader050,T0007,2025-07-06,,Voice,
,Pending,Emerging Markets,cme,,7633.17,Rejected,Wells Fargo,UK,CP0082,Institution,2025-04-30T17:24:31,USD,968714206,7620.56,DEAL00003291,,Delta One,,NYSE,EXT83594866,562.69,,INST004960,WFC Swap,Swap,True,US6292612825,2025-05-01T12:24:31,,6536478.13,8382.62,,P00003291,EmergingMarkets-2,4407.5222,,Swap,1483,6544673.99,2025-05-04,Settled,buy,failed,Hedging,WFC,2025-04-30,Trader041,T0036,2025-05-04,,Electronic,
,Pending,Options Trading,ice,,10239.03,Confirmed,Bank of America,SG,CP0042,Institution,2024-10-01T17:24:31,CHF,694282896,,DEAL00003292,,Prop Trading,,NYSE,EXT25045749,620.56,,INST009821,BAC FX Spot,FX Spot,False,US1892432929,2024-10-01T18:24:31,,6945672.59,,,P00003292,OptionsTrading-2,3559.6702,,FX Spot,1951,6956532.18,2024-10-02,Pending,buy,failed,Directional,BAC,2024-10-01,Trader043,T0008,2024-10-02,,Voice,
,Unallocated,Options Trading,cme,,5123.57,Unconfirmed,Jefferies,CA,CP0021,Institution,2025-05-29T17:24:31,JPY,560102617,,DEAL00003293,,Delta One,,NYSE,,311.66,,INST007255,MSFT Index,Index,True,US5586335551,2025-05-30T03:24:31,,5253423.28,,,P00003293,OptionsTrading-3,4259.044,,Index,1233,5258858.51,2025-05-30,Failed,buy,cancelled,Market Making,MSFT,2025-05-29,Trader043,T0038,2025-05-30,,Electronic,
,Partial,Equity Trading,cme,,551.57,Confirmed,Nomura,HK,CP0036,Broker,2024-09-04T17:24:31,JPY,274465178,,DEAL00003294,0.3299,Market Making,,NYSE,EXT01838084,93.37,0.044837,INST007968,JNJ Option,Option,True,,2024-09-05T02:24:31,,1197427.22,,,P00003294,EquityTrading-8,1824.6657,Wells Fargo,Option,656,1198072.16,2024-09-08,Unsettled,sell,completed,Relative Value,JNJ,2024-09-04,Trader008,T0015,2024-09-08,90.73,Electronic,
,Unallocated,ETF Trading,jscc,,6627.1,Confirmed,Bank of America,CH,CP0009,Institution,2025-01-30T17:24:31,JPY,629466091,,DEAL00003295,,Exotics,,NASDAQ,,170.69,,INST002386,BAC CDS,CDS,False,US8522288903,2025-01-30T18:24:31,,3882850.16,,,P00003295,ETFTrading-2,2950.9655,,CDS,1315,3889647.95,2025-02-02,Unsettled,buy,completed,Mean Reversion,BAC,2025-01-30,Trader027,T0020,2025-02-02,,Electronic,
,Allocated,Equity Trading,cme,,5160.33,Unconfirmed,Citigroup,HK,CP0029,Broker,2025-04-14T17:24:31,EUR,,,DEAL00003296,,Exotics,,NYSE,EXT53310306,197.76,,INST004289,BP Future,Future,True,US8768507406,2025-04-15T10:24:31,,7381355.46,,,P00003296,EquityTrading-9,3825.2583,,Future,1929,7386713.55,2025-04-16,Settled,buy,partial,Hedging,BP,2025-04-14,Trader019,T0016,2025-04-16,,Voice,
,Partial,ETF Trading,eurex,,162.45,Pending,Nomura,FR,CP0098,Institution,2024-10-01T17:24:31,AUD,,,DEAL00003297,,Prop Trading,,NYSE,EXT90115792,22.19,,INST008897,JNJ Future,Future,False,US8194690332,2024-10-02T03:24:31,2033-02-18,230505.51,,,P00003297,ETFTrading-8,3918.6847,Citigroup,Future,58,230690.15,2024-10-05,Settled,sell,partial,Event Driven,JNJ,2024-10-01,Trader047,T0047,2024-10-05,,Voice,
,Partial,Equity Trading,cme,,5776.29,Rejected,JP Morgan,JP,CP0017,Institution,2024-09-09T17:24:31,USD,,9660.21,DEAL00003298,,Exotics,,NYSE,,430.79,,INST000895,NVDA Swap,Swap,True,,2024-09-09T18:24:31,,8250978.04,10626.23,,P00003298,EquityTrading-8,1601.7609,,Swap,5151,8257185.12,2024-09-11,Unsettled,sell,completed,Arbitrage,NVDA,2024-09-09,Trader043,T0009,2024-09-11,,Voice,
,Partial,Credit Trading,dtcc,,629.33,Unconfirmed,Citigroup,US,CP0092,Institution,2025-01-17T17:24:31,AUD,,,DEAL00003299,,Delta One,,NYSE,EXT52246160,101.87,,INST009424,JNJ FX Forward,FX Forward,True,US7890101456,2025-01-18T13:24:31,,4523867.44,,,P00003299,CreditTrading-1,929.5931,,FX Forward,4866,4524598.64,2025-01-18,Pending,sell,pending,Momentum,JNJ,2025-01-17,Trader012,T0028,2025-01-18,,Voice,
,Pending,Derivatives,lch,,2257.43,Pending,Citigroup,SG,CP0100,Institution,2025-07-23T17:24:31,USD,859567399,,DEAL00003300,,Flow Trading,,NYSE,,33.08,,INST008330,GS FX Forward,FX Forward,True,US3216854882,2025-07-24T05:24:31,,1171500.24,,,P00003300,Derivatives-7,863.3526,,FX Forward,1356,1173790.75,2025-07-27,Failed,sell,cancelled,Mean Reversion,GS,2025-07-23,Trader035,T0015,2025-07-27,,Voice,
,Unallocated,Derivatives,lch,,3218.89,Pending,BNP Paribas,US,CP0001,Institution,2024-11-09T17:24:31,USD,,,DEAL00003301,,Arbitrage,,NYSE,,325.02,,INST006492,HSBC Index,Index,True,,2024-11-10T15:24:31,,3570057.18,,,P00003301,Derivatives-8,942.6798,,Index,3787,3573601.09,2024-11-10,Unsettled,buy,failed,Arbitrage,HSBC,2024-11-09,Trader042,T0039,2024-11-10,,Electronic,
,Partial,Commodities,eurex,,8107.26,Rejected,Mizuho,US,CP0002,Institution,2025-07-23T17:24:31,JPY,,,DEAL00003302,,Structured,,NASDAQ,EXT59671012,442.27,,INST005556,GOOGL FX Spot,FX Spot,True,US5181044094,2025-07-23T20:24:31,2031-01-05,6206871.27,,,P00003302,Commodities-2,2580.9619,BNP Paribas,FX Spot,2404,6215420.8,2025-07-25,Failed,buy,partial,Event Driven,GOOGL,2025-07-23,Trader028,T0021,2025-07-25,,Electronic,
,Pending,ETF Trading,jscc,,760.06,Confirmed,Credit Suisse,UK,CP0067,Broker,2024-10-20T17:24:31,CAD,519224163,,DEAL00003303,-0.3581,Delta One,,NYSE,,66.13,0.003021,INST001385,GOOGL Option,Option,True,,2024-10-21T08:24:31,,1283595.38,,,P00003303,ETFTrading-5,2847.6052,Wells Fargo,Option,450,1284421.57,2024-10-24,Pending,sell,pending,Directional,GOOGL,2024-10-20,Trader045,T0006,2024-10-24,12.27,Voice,
,Partial,ETF Trading,dtcc,,2185.89,Rejected,Jefferies,AU,CP0098,Institution,2025-03-30T17:24:31,CHF,,,DEAL00003304,,Exotics,,NYSE,EXT02348656,72.75,,INST000997,WFC Forward,Forward,True,,2025-03-30T19:24:31,,4648858.45,,,P00003304,ETFTrading-3,4964.0433,Wells Fargo,Forward,936,4651117.09,2025-04-04,Failed,sell,failed,Arbitrage,WFC,2025-03-30,Trader033,T0043,2025-04-04,,Electronic,
,Unallocated,Futures Trading,eurex,,8451.0,Confirmed,Goldman Sachs,CA,CP0079,Institution,2025-03-21T17:24:31,EUR,645291524,,DEAL00003305,,Electronic,,NYSE,EXT50457280,419.08,,INST005984,HSBC CDS,CDS,True,US9985780058,2025-03-22T08:24:31,2025-11-25,9305044.54,,PARENT000215,P00003305,FuturesTrading-9,2738.2546,,CDS,3398,9313914.62,2025-03-23,Pending,sell,failed,Relative Value,HSBC,2025-03-21,Trader036,T0048,2025-03-23,,Voice,
,Pending,ETF Trading,cme,Trade 3306 - Special handling required,4334.12,Rejected,BNP Paribas,JP,CP0005,Institution,2025-07-05T17:24:31,USD,708154060,,DEAL00003306,,Arbitrage,,NYSE,,282.52,,INST007482,CVX FX Forward,FX Forward,True,US4748852329,2025-07-05T18:24:31,2033-07-28,3245105.35,,,P00003306,ETFTrading-4,1767.2162,UBS,FX Forward,1836,3249721.99,2025-07-06,Pending,buy,cancelled,Hedging,CVX,2025-07-05,Trader040,T0019,2025-07-06,,Electronic,
,Unallocated,Credit Trading,lch,,1222.51,Confirmed,Barclays,UK,CP0043,Institution,2025-07-25T17:24:31,USD,648740749,,DEAL00003307,,Structured,,NYSE,,320.28,,INST008361,CVX Forward,Forward,True,US9062720121,2025-07-25T19:24:31,2033-09-17,6823572.57,,,P00003307,CreditTrading-2,1665.1646,,Forward,4097,6825115.36,2025-07-28,Settled,buy,failed,Mean Reversion,CVX,2025-07-25,Trader012,T0027,2025-07-28,,Electronic,
,Unallocated,Futures Trading,cme,,3324.01,Confirmed,Barclays,CH,CP0026,Institution,2024-09-02T17:24:31,AUD,,,DEAL00003308,-0.8119,Electronic,,NYSE,EXT86104550,448.65,0.001811,INST008411,TTE Option,Option,True,US2810711369,2024-09-03T08:24:31,,7454019.55,,,P00003308,FuturesTrading-8,2971.1864,,Option,2508,7457792.21,2024-09-06,Failed,sell,cancelled,Arbitrage,TTE,2024-09-02,Trader050,T0002,2024-09-06,8.27,Voice,
3893.69,Allocated,Commodities,ice,,2840.95,Unconfirmed,Goldman Sachs,US,CP0065,Broker,2025-08-13T17:24:31,USD,605253319,286.41,DEAL00003309,,Arbitrage,2.68,NYSE,EXT40734404,432.77,,INST003602,TTE Bond,Bond,False,,2025-08-14T09:24:31,,4869365.44,315.05,,P00003309,Commodities-6,4289.7497,,Bond,1135,4872639.16,2025-08-16,Failed,sell,failed,Directional,TTE,2025-08-13,Trader050,T0003,2025-08-16,,Voice,0.0297
,Partial,Prime Brokerage,jscc,,8392.29,Confirmed,Deutsche Bank,DE,CP0068,Institution,2025-06-27T17:24:31,USD,267846058,,DEAL00003310,,Arbitrage,,NYSE,,209.21,,INST002145,BAC Forward,Forward,False,US8949608390,2025-06-28T11:24:31,,5636123.88,,PARENT000994,P00003310,PrimeBrokerage-9,3799.4544,Morgan Stanley,Forward,1483,5644725.38,2025-07-02,Settled,buy,cancelled,Directional,BAC,2025-06-27,Trader030,T0002,2025-07-02,,Voice,
,Partial,Structured Products,eurex,,2199.85,Unconfirmed,Nomura,SG,CP0076,Institution,2024-11-16T17:24:31,CHF,665866784,,DEAL00003311,,Prop Trading,,NYSE,EXT92029040,116.49,,INST000675,BP CDS,CDS,True,US5883887484,2024-11-17T01:24:31,,9007328.5,,,P00003311,StructuredProducts-1,3669.0709,,CDS,2454,9009644.84,2024-11-18,Pending,sell,failed,Hedging,BP,2024-11-16,Trader011,T0013,2024-11-18,,Voice,
,Pending,FX Trading,eurex,,971.67,Pending,Citigroup,HK,CP0096,Institution,2025-06-17T17:24:31,JPY,,,DEAL00003312,,Exotics,,NYSE,EXT70378663,232.9,,INST006365,AAPL Index,Index,True,US9783835384,2025-06-18T08:24:31,,3307389.43,,,P00003312,FXTrading-4,2406.6806,,Index,1374,3308594.0,2025-06-21,Pending,sell,partial,Market Making,AAPL,2025-06-17,Trader017,T0040,2025-06-21,,Electronic,
,Partial,Commodities,ice,,1462.44,Pending,Credit Suisse,CA,CP0032,Broker,2025-06-28T17:24:31,GBP,765847394,,DEAL00003313,,Exotics,,NYSE,EXT27648832,155.09,,INST006518,PFE CDS,CDS,True,US8719776645,2025-06-29T09:24:31,,4055182.77,,,P00003313,Commodities-5,2186.0486,,CDS,1855,4056800.3,2025-07-01,Unsettled,sell,completed,Momentum,PFE,2025-06-28,Trader035,T0001,2025-07-01,,Voice,
,Pending,Futures Trading,ice,,539.82,Confirmed,Goldman Sachs,AU,CP0048,Institution,2025-02-24T17:24:31,GBP,,,DEAL00003314,,Exotics,,NASDAQ,EXT17265654,16.39,,INST003657,GOOGL ETF,ETF,True,US9520037957,2025-02-25T08:24:31,,496151.07,,,P00003314,FuturesTrading-5,2358.0238,Credit Suisse,ETF,210,496707.28,2025-02-27,Settled,sell,completed,Directional,GOOGL,2025-02-24,Trader016,T0038,2025-02-27,,Electronic,
,Allocated,Credit Trading,jscc,,9336.87,Pending,Jefferies,DE,CP0061,Institution,2024-11-19T17:24:31,CAD,751453608,,DEAL00003315,,Structured,,NYSE,EXT97368909,583.45,,INST003708,GOOGL CDS,CDS,True,,2024-11-20T05:24:31,,6435818.02,,,P00003315,CreditTrading-6,1351.7619,,CDS,4761,6445738.34,2024-11-20,Unsettled,sell,completed,Momentum,GOOGL,2024-11-19,Trader014,T0050,2024-11-20,,Electronic,
9930.45,Unallocated,Commodities,eurex,,656.55,Unconfirmed,Wells Fargo,SG,CP0064,Broker,2025-07-09T17:24:31,JPY,,7184.75,DEAL00003316,,Arbitrage,20.0,NYSE,EXT04351564,154.62,,INST005426,LLY Bond,Bond,True,US6838527119,2025-07-10T05:24:31,,3331027.13,7903.23,PARENT000082,P00003316,Commodities-8,4073.7916,Goldman Sachs,Bond,817,3331838.3,2025-07-13,Failed,buy,partial,Market Making,LLY,2025-07-09,Trader014,T0024,2025-07-13,,Electronic,0.0784
