accruedInterest,allocationStatus,book,clearingHouse,comments,commission,confirmationStatus,counterparty,counterpartyCountry,counterpartyId,counterpartyType,createdDate,currency,cusip,dV01,dealId,delta,desk,duration,exchange,externalOrderId,fees,gamma,instrumentId,instrumentName,instrumentType,isElectronic,isin,lastModifiedDate,maturityDate,notional,pV01,parentOrderId,platformOrderId,portfolio,price,prime,productType,quantity,settlementAmount,settlementDate,settlementStatus,side,status,strategy,ticker,tradeDate,trader,traderId,valueDate,vega,venue,yield
,Allocated,Derivatives,DTCC,,88.32,Pending,Bank of America,FR,CP5000455,Broker,2025-07-17T17:37:03.2502619+01:00,EUR,204586341,71.78,D1000039,0.0124,Desk_9,8.15,NYSE,EXT3000039,22.92,0.0437,INS_WMT,Walmart Inc.,Equity,true,US410514435,2025-07-17T18:27:03.2502619+01:00,,373730.92,574.81,,PO2000039,Portfolio_7,327.26,,Future,1142,373842.16,2025-07-18T18:01:03.2502619+01:00,Unsettled,Buy,Cancelled,Hedging,WMT,2025-07-17T18:01:03.2502619+01:00,Bob Johnson,T6072,2025-07-19T18:01:03.2502619+01:00,20.05,ARCA,0.217
,Allocated,FX Trading,LCH,,49.48,Confirmed,Citi,FR,CP5000238,Broker,2024-10-28T17:51:03.2502619+00:00,JPY,465150900,99.58,D1000040,0.1282,Desk_6,0.6,NYSE,EXT3000040,36.84,0.0334,INS_TSLA,Tesla Inc.,Equity,false,US301746719,2024-10-28T19:07:03.2502619+00:00,,644734.8,846.05,,PO2000040,Portfolio_7,94.8,,Option,6801,644821.12,2024-10-30T18:01:03.2502619+00:00,Settled,Buy,Confirmed,Directional,TSLA,2024-10-28T18:01:03.2502619+00:00,Alice Williams,T6057,2024-10-30T18:01:03.2502619+00:00,42.62,IEX,2.487
,Allocated,Prime Services,DTCC,,80.09,Confirmed,UBS,FR,CP5000098,Broker,2025-01-15T17:30:03.2502619+00:00,CHF,898411803,7.7,D1000041,-0.0029,Desk_6,0.4,AMEX,EXT3000041,13.56,0.0049,INS_GS,Goldman Sachs Group Inc.,Financial,true,US671056173,2025-01-15T18:51:03.2502619+00:00,2025-09-15T18:01:03.2502619+01:00,17995.5,520.47,,PO2000041,Portfolio_13,66.65,JP Morgan,Option,270,18089.15,2025-01-17T18:01:03.2502619+00:00,Settled,Sell,Pending,Hedging,GS,2025-01-15T18:01:03.2502619+00:00,John Smith,T6011,2025-01-17T18:01:03.2502619+00:00,37.91,NASDAQ,3.764
773.32,Unallocated,FX Trading,LCH,Special handling required,57.82,Confirmed,Morgan Stanley,US,CP5000845,Broker,2024-04-21T17:29:03.2502619+01:00,GBP,752763872,63.37,D1000042,-0.5559,Desk_1,1.95,AMEX,EXT3000042,26.13,0.0872,INS_WMT,Walmart Inc.,Equity,true,US650040739,2024-04-21T18:22:03.2502619+01:00,2024-05-21T18:01:03.2502619+01:00,1278054.14,712.41,P4000286,PO2000042,Portfolio_19,148.94,,Bond,8581,1278138.09,2024-04-23T18:01:03.2502619+01:00,Unsettled,Buy,Confirmed,Directional,WMT,2024-04-21T18:01:03.2502619+01:00,John Smith,T6023,2024-04-23T18:01:03.2502619+01:00,1.23,Direct,0.027
,Unallocated,Derivatives,LCH,,35.43,Confirmed,Bank of America,UK,CP5000427,Broker,2023-12-17T17:56:03.2502619+00:00,CHF,860463266,91.67,D1000043,0.371,Desk_7,1.88,AMEX,EXT3000043,49.86,0.002,INS_WMT,Walmart Inc.,Equity,false,US336425470,2023-12-17T19:04:03.2502619+00:00,,2712880.98,895.52,P4000638,PO2000043,Portfolio_10,358.42,Goldman Sachs,ETF,7569,2712966.27,2023-12-18T18:01:03.2502619+00:00,Settled,Buy,Pending,Hedging,WMT,2023-12-17T18:01:03.2502619+00:00,Jane Doe,T6012,2023-12-19T18:01:03.2502619+00:00,19.26,IEX,2.138
,Unallocated,Prime Services,DTCC,,89.58,Confirmed,Morgan Stanley,AU,CP5000963,Broker,2023-11-12T17:18:03.2502619+00:00,JPY,767402561,16.59,D1000044,0.3589,Desk_8,6.34,NYSE,EXT3000044,19.42,0.0214,INS_GOOGL,Alphabet Inc.,Equity,false,US687457600,2023-11-12T18:04:03.2502619+00:00,,198459.36,113.38,,PO2000044,Portfolio_19,132.66,,Bond,1496,198568.36,2023-11-14T18:01:03.2502619+00:00,Settled,Sell,Pending,Flow Trading,GOOGL,2023-11-12T18:01:03.2502619+00:00,Charlie Brown,T6006,2023-11-14T18:01:03.2502619+00:00,15.13,NASDAQ,2.625
,Unallocated,FX Trading,DTCC,,27.47,Confirmed,Bank of America,US,CP5000318,Broker,2023-09-09T17:40:03.2502619+01:00,JPY,169685119,92.75,D1000045,-0.9276,Desk_7,7.62,NASDAQ,EXT3000045,11.89,0.0572,INS_MSFT,Microsoft Corporation,Equity,true,US923287572,2023-09-09T18:19:03.2502619+01:00,,466033.92,773.12,,PO2000045,Portfolio_2,123.42,,Bond,3776,466073.28,2023-09-11T18:01:03.2502619+01:00,Unsettled,Sell,Pending,Directional,MSFT,2023-09-09T18:01:03.2502619+01:00,Alice Williams,T6089,2023-09-11T18:01:03.2502619+01:00,32.07,NASDAQ,3.8
252.75,Allocated,Derivatives,LCH,,2.82,Confirmed,UBS,JP,CP5000094,Institution,2025-06-15T17:37:03.2502619+01:00,USD,951181296,64.06,D1000046,0.7192,Desk_1,4.05,NASDAQ,EXT3000046,21.47,0.0339,INS_AMZN,Amazon.com Inc.,Equity,true,US837150978,2025-06-15T19:44:03.2502619+01:00,,1077701.5,661.12,,PO2000046,Portfolio_13,244.1,,Future,4415,1077725.79,2025-06-17T18:01:03.2502619+01:00,Unsettled,Sell,Cancelled,Directional,AMZN,2025-06-15T18:01:03.2502619+01:00,Alice Williams,T6033,2025-06-17T18:01:03.2502619+01:00,33.1,Direct,2.681
,Unallocated,Derivatives,LCH,,4.08,Pending,Morgan Stanley,AU,CP5000645,Broker,2023-12-13T17:09:03.2502619+00:00,JPY,298367416,24.48,D1000047,0.58,Desk_7,2.77,NASDAQ,EXT3000047,6.75,0.0428,INS_BAC,Bank of America Corp.,Financial,false,US367950994,2023-12-13T18:52:03.2502619+00:00,2024-10-13T18:01:03.2502619+01:00,1648848.59,424.61,,PO2000047,Portfolio_15,256.79,,Option,6421,1648859.42,2023-12-15T18:01:03.2502619+00:00,Unsettled,Sell,Cancelled,Directional,BAC,2023-12-13T18:01:03.2502619+00:00,Charlie Brown,T6072,2023-12-15T18:01:03.2502619+00:00,14.91,ARCA,3.201
,Unallocated,Derivatives,DTCC,,93.47,Confirmed,Morgan Stanley,JP,CP5000908,Institution,2025-02-15T18:00:03.2502619+00:00,CHF,506352036,57.0,D1000048,0.4024,Desk_6,8.32,NYSE,EXT3000048,30.04,0.0713,INS_JNJ,Johnson & Johnson,Equity,true,US469062967,2025-02-15T19:52:03.2502619+00:00,2026-01-15T18:01:03.2502619+00:00,820886.3,163.77,P4000773,PO2000048,Portfolio_17,169.78,,Bond,4835,821009.81,2025-02-16T18:01:03.2502619+00:00,Unsettled,Sell,Executed,Flow Trading,JNJ,2025-02-15T18:01:03.2502619+00:00,David Lee,T6018,2025-02-17T18:01:03.2502619+00:00,39.86,NASDAQ,2.068
338.68,Unallocated,Derivatives,LCH,,91.47,Pending,Citi,JP,CP5000731,Institution,2023-12-02T17:05:03.2502619+00:00,JPY,743466087,17.13,D1000049,0.7915,Desk_3,3.47,AMEX,EXT3000049,15.1,0.0625,INS_GOOGL,Alphabet Inc.,Equity,false,US390794302,2023-12-02T19:19:03.2502619+00:00,,745330.88,990.69,,PO2000049,Portfolio_3,101.71,Morgan Stanley,Future,7328,745437.45,2023-12-04T18:01:03.2502619+00:00,Settled,Buy,Confirmed,Hedging,GOOGL,2023-12-02T18:01:03.2502619+00:00,Bob Johnson,T6077,2023-12-04T18:01:03.2502619+00:00,35.52,IEX,2.683
,Unallocated,FX Trading,LCH,,83.14,Pending,Citi,FR,CP5000597,Institution,2024-08-04T17:50:03.2502619+01:00,EUR,446234583,89.1,D1000050,-0.8587,Desk_6,6.44,NASDAQ,EXT3000050,31.47,0.0167,INS_GS,Goldman Sachs Group Inc.,Financial,true,US784731200,2024-08-04T19:08:03.2502619+01:00,2024-11-04T18:01:03.2502619+00:00,212804.76,790.95,,PO2000050,Portfolio_13,46.76,Goldman Sachs,Bond,4551,212919.37,2024-08-06T18:01:03.2502619+01:00,Settled,Buy,Pending,Flow Trading,GS,2024-08-04T18:01:03.2502619+01:00,Bob Johnson,T6029,2024-08-06T18:01:03.2502619+01:00,38.65,Direct,1.712
781.62,Unallocated,Prime Services,DTCC,,20.25,Confirmed,Bank of America,DE,CP5000593,Institution,2024-12-02T17:09:03.2502619+00:00,GBP,287933995,88.39,D1000051,0.4301,Desk_3,1.9,NYSE,EXT3000051,24.6,0.0973,INS_GOOGL,Alphabet Inc.,Equity,true,US341998782,2024-12-02T19:02:03.2502619+00:00,2025-09-02T18:01:03.2502619+01:00,533861.81,265.92,,PO2000051,Portfolio_4,338.53,,Cash Equity,1577,533906.66,2024-12-04T18:01:03.2502619+00:00,Settled,Buy,Executed,Arbitrage,GOOGL,2024-12-02T18:01:03.2502619+00:00,David Lee,T6005,2024-12-04T18:01:03.2502619+00:00,18.43,IEX,3.945
,Allocated,Equity Trading,DTCC,,80.92,Pending,UBS,CA,CP5000936,Broker,2024-05-16T17:41:03.2502619+01:00,JPY,737184598,2.73,D1000052,-0.0118,Desk_8,8.9,AMEX,EXT3000052,23.93,0.0416,INS_AAPL,Apple Inc.,Equity,false,US150272025,2024-05-16T19:29:03.2502619+01:00,,40131.92,816.46,,PO2000052,Portfolio_5,18.64,Goldman Sachs,Option,2153,40236.77,2024-05-17T18:01:03.2502619+01:00,Unsettled,Sell,Cancelled,Market Making,AAPL,2024-05-16T18:01:03.2502619+01:00,Charlie Brown,T6026,2024-05-18T18:01:03.2502619+01:00,49.31,NYSE,1.225
,Unallocated,FX Trading,DTCC,,56.24,Confirmed,Citi,CH,CP5000891,Institution,2023-12-07T17:14:03.2502619+00:00,GBP,354535441,99.56,D1000053,0.9241,Desk_4,0.76,AMEX,EXT3000053,13.14,0.0628,INS_JNJ,Johnson & Johnson,Equity,true,US935014866,2023-12-07T19:32:03.2502619+00:00,2025-03-07T18:01:03.2502619+00:00,234752.15,99.16,P4000333,PO2000053,Portfolio_16,91.45,,Option,2567,234821.53,2023-12-08T18:01:03.2502619+00:00,Unsettled,Buy,Cancelled,Market Making,JNJ,2023-12-07T18:01:03.2502619+00:00,Alice Williams,T6082,2023-12-09T18:01:03.2502619+00:00,0.65,ARCA,4.291
,Unallocated,FX Trading,DTCC,Special handling required,10.05,Confirmed,Goldman Sachs,UK,CP5000485,Broker,2024-06-22T17:54:03.2502619+01:00,CHF,606626501,76.46,D1000054,0.963,Desk_7,9.97,NYSE,EXT3000054,13.06,0.0424,INS_AMZN,Amazon.com Inc.,Equity,false,US503144249,2024-06-22T19:04:03.2502619+01:00,,870970.32,950.62,P4000834,PO2000054,Portfolio_11,213.84,,Bond,4073,870993.43,2024-06-24T18:01:03.2502619+01:00,Unsettled,Buy,Cancelled,Market Making,AMZN,2024-06-22T18:01:03.2502619+01:00,David Lee,T6028,2024-06-24T18:01:03.2502619+01:00,33.76,Direct,4.754
,Unallocated,Equity Trading,LCH,,64.76,Pending,Citi,FR,CP5000211,Broker,2024-12-10T17:51:03.2502619+00:00,JPY,594523705,77.31,D1000055,0.0214,Desk_8,3.34,NYSE,EXT3000055,15.57,0.0693,INS_AMZN,Amazon.com Inc.,Equity,true,US481099464,2024-12-10T19:09:03.2502619+00:00,2026-03-10T18:01:03.2502619+00:00,1127684.58,376.28,,PO2000055,Portfolio_9,141.99,,ETF,7942,1127764.91,2024-12-12T18:01:03.2502619+00:00,Settled,Sell,Confirmed,Arbitrage,AMZN,2024-12-10T18:01:03.2502619+00:00,Bob Johnson,T6041,2024-12-12T18:01:03.2502619+00:00,25.59,ARCA,2.78
,Unallocated,Fixed Income,LCH,,93.56,Confirmed,Morgan Stanley,UK,CP5000964,Broker,2024-01-02T17:27:03.2502619+00:00,USD,507439321,19.54,D1000056,0.7237,Desk_9,0.59,NASDAQ,EXT3000056,33.25,0.021,INS_GS,Goldman Sachs Group Inc.,Financial,false,US160287970,2024-01-02T18:33:03.2502619+00:00,,302484.36,830.97,,PO2000056,Portfolio_13,115.32,Goldman Sachs,Cash Equity,2623,302611.17,2024-01-04T18:01:03.2502619+00:00,Settled,Buy,Cancelled,Market Making,GS,2024-01-02T18:01:03.2502619+00:00,Jane Doe,T6038,2024-01-04T18:01:03.2502619+00:00,45.19,IEX,1.12
,Unallocated,Equity Trading,LCH,,6.77,Confirmed,Deutsche Bank,FR,CP5000755,Broker,2023-09-26T17:12:03.2502619+01:00,GBP,731555629,67.45,D1000057,-0.553,Desk_5,9.07,NYSE,EXT3000057,49.62,0.0408,INS_GS,Goldman Sachs Group Inc.,Financial,true,US401213697,2023-09-26T18:17:03.2502619+01:00,,3730533.3,59.15,,PO2000057,Portfolio_1,403.65,,Cash Equity,9242,3730589.69,2023-09-28T18:01:03.2502619+01:00,Unsettled,Sell,Confirmed,Hedging,GS,2023-09-26T18:01:03.2502619+01:00,Jane Doe,T6039,2023-09-28T18:01:03.2502619+01:00,43.95,NYSE,1.785
,Unallocated,Equity Trading,DTCC,Special handling required,40.65,Confirmed,Goldman Sachs,DE,CP5000742,Institution,2023-11-13T17:19:03.2502619+00:00,GBP,877423704,54.45,D1000058,-0.4619,Desk_4,3.56,NYSE,EXT3000058,34.15,0.047,INS_GOOGL,Alphabet Inc.,Equity,false,US964496540,2023-11-13T18:53:03.2502619+00:00,2024-08-13T18:01:03.2502619+01:00,1247778.56,865.91,P4000242,PO2000058,Portfolio_2,210.56,,Future,5926,1247853.36,2023-11-15T18:01:03.2502619+00:00,Settled,Sell,Executed,Market Making,GOOGL,2023-11-13T18:01:03.2502619+00:00,Charlie Brown,T6057,2023-11-15T18:01:03.2502619+00:00,14.86,Direct,2.438
,Unallocated,Equity Trading,DTCC,,45.16,Confirmed,Barclays,AU,CP5000828,Institution,2025-02-16T17:14:03.2502619+00:00,GBP,492239922,12.96,D1000059,-0.6527,Desk_6,3.58,NASDAQ,EXT3000059,15.6,0.0195,INS_AAPL,Apple Inc.,Equity,true,US366614460,2025-02-16T19:45:03.2502619+00:00,2026-12-16T18:01:03.2502619+00:00,573414.03,912.69,,PO2000059,Portfolio_3,72.87,Goldman Sachs,ETF,7869,573474.79,2025-02-17T18:01:03.2502619+00:00,Settled,Sell,Pending,Arbitrage,AAPL,2025-02-16T18:01:03.2502619+00:00,Bob Johnson,T6031,2025-02-18T18:01:03.2502619+00:00,17.59,NYSE,0.178
,Allocated,Prime Services,DTCC,Special handling required,3.98,Pending,Deutsche Bank,FR,CP5000923,Institution,2024-04-03T17:04:03.2502619+01:00,EUR,475143796,34.67,D1000060,0.9945,Desk_2,2.68,NASDAQ,EXT3000060,16.44,0.0475,INS_JNJ,Johnson & Johnson,Equity,true,US115537630,2024-04-03T19:24:03.2502619+01:00,,3533.12,794.47,,PO2000060,Portfolio_2,28.96,,ETF,122,3553.54,2024-04-05T18:01:03.2502619+01:00,Settled,Buy,Executed,Flow Trading,JNJ,2024-04-03T18:01:03.2502619+01:00,Alice Williams,T6061,2024-04-05T18:01:03.2502619+01:00,37.75,Direct,3.39
,Unallocated,FX Trading,LCH,,62.3,Confirmed,UBS,FR,CP5000192,Broker,2024-04-21T17:16:03.2502619+01:00,JPY,190332896,45.48,D1000061,-0.6336,Desk_6,1.43,AMEX,EXT3000061,20.16,0.0197,INS_JNJ,Johnson & Johnson,Equity,false,US559921694,2024-04-21T18:22:03.2502619+01:00,2024-08-21T18:01:03.2502619+01:00,1377150.0,95.31,,PO2000061,Portfolio_6,367.24,,Future,3750,1377232.46,2024-04-22T18:01:03.2502619+01:00,Settled,Sell,Pending,Market Making,JNJ,2024-04-21T18:01:03.2502619+01:00,John Smith,T6000,2024-04-23T18:01:03.2502619+01:00,29.89,NYSE,3.048
,Unallocated,Equity Trading,DTCC,,26.39,Pending,Citi,AU,CP5000238,Institution,2025-05-23T17:52:03.2502619+01:00,USD,240592329,92.57,D1000062,0.0375,Desk_3,1.61,AMEX,EXT3000062,14.52,0.0197,INS_BAC,Bank of America Corp.,Financial,false,US150490398,2025-05-23T18:31:03.2502619+01:00,,630489.34,582.41,,PO2000062,Portfolio_14,176.41,,ETF,3574,630530.25,2025-05-24T18:01:03.2502619+01:00,Settled,Sell,Settled,Market Making,BAC,2025-05-23T18:01:03.2502619+01:00,John Smith,T6050,2025-05-25T18:01:03.2502619+01:00,24.51,BATS,4.073
,Unallocated,Prime Services,DTCC,Special handling required,8.87,Confirmed,Barclays,CH,CP5000134,Broker,2024-02-02T17:44:03.2502619+00:00,USD,589658107,15.56,D1000063,-0.7863,Desk_2,7.78,NASDAQ,EXT3000063,31.42,0.0158,INS_BAC,Bank of America Corp.,Financial,true,US586621434,2024-02-02T19:37:03.2502619+00:00,,875597.31,518.43,,PO2000063,Portfolio_5,295.71,,Option,2961,875637.6,2024-02-04T18:01:03.2502619+00:00,Settled,Sell,Settled,Hedging,BAC,2024-02-02T18:01:03.2502619+00:00,Alice Williams,T6087,2024-02-04T18:01:03.2502619+00:00,15.0,NYSE,2.669
,Allocated,FX Trading,DTCC,,57.2,Confirmed,UBS,US,CP5000074,Broker,2023-12-30T17:43:03.2502619+00:00,USD,507884795,49.0,D1000064,0.715,Desk_2,6.84,NASDAQ,EXT3000064,18.9,0.0392,INS_TSLA,Tesla Inc.,Equity,true,US707670246,2023-12-30T18:34:03.2502619+00:00,2025-02-28T18:01:03.2502619+00:00,896253.7,792.83,,PO2000064,Portfolio_15,213.14,,Future,4205,896329.8,2023-12-31T18:01:03.2502619+00:00,Unsettled,Sell,Pending,Flow Trading,TSLA,2023-12-30T18:01:03.2502619+00:00,Jane Doe,T6018,2024-01-01T18:01:03.2502619+00:00,28.63,NASDAQ,4.197
658.12,Unallocated,Prime Services,DTCC,Special handling required,52.3,Confirmed,JP Morgan,US,CP5000010,Institution,2024-04-27T17:19:03.2502619+01:00,USD,651656634,85.05,D1000065,-0.9808,Desk_6,0.9,NYSE,EXT3000065,27.84,0.0486,INS_AAPL,Apple Inc.,Equity,true,US954150409,2024-04-27T18:19:03.2502619+01:00,2024-11-27T18:01:03.2502619+00:00,3432125.04,750.48,,PO2000065,Portfolio_14,384.94,JP Morgan,Cash Equity,8916,3432205.18,2024-04-28T18:01:03.2502619+01:00,Settled,Buy,Executed,Hedging,AAPL,2024-04-27T18:01:03.2502619+01:00,Alice Williams,T6011,2024-04-29T18:01:03.2502619+01:00,9.23,BATS,2.532
,Allocated,Fixed Income,LCH,,61.86,Confirmed,JP Morgan,US,CP5000277,Broker,2024-10-14T17:58:03.2502619+01:00,EUR,918750377,44.6,D1000066,0.803,Desk_2,7.11,NASDAQ,EXT3000066,29.61,0.0833,INS_TSLA,Tesla Inc.,Equity,true,US825862459,2024-10-14T19:31:03.2502619+01:00,2025-08-14T18:01:03.2502619+01:00,433384.0,337.45,,PO2000066,Portfolio_17,99.4,Goldman Sachs,ETF,4360,433475.47,2024-10-16T18:01:03.2502619+01:00,Settled,Sell,Pending,Market Making,TSLA,2024-10-14T18:01:03.2502619+01:00,David Lee,T6003,2024-10-16T18:01:03.2502619+01:00,3.16,ARCA,3.92
,Allocated,FX Trading,LCH,Special handling required,48.73,Confirmed,Goldman Sachs,US,CP5000157,Broker,2025-04-23T17:44:03.2502619+01:00,CHF,604173790,9.73,D1000067,-0.3518,Desk_9,8.59,NYSE,EXT3000067,39.77,0.0075,INS_BAC,Bank of America Corp.,Financial,true,US976790765,2025-04-23T19:31:03.2502619+01:00,2026-04-23T18:01:03.2502619+01:00,1554344.64,357.1,,PO2000067,Portfolio_17,177.68,JP Morgan,Bond,8748,1554433.14,2025-04-25T18:01:03.2502619+01:00,Unsettled,Sell,Settled,Flow Trading,BAC,2025-04-23T18:01:03.2502619+01:00,Alice Williams,T6039,2025-04-25T18:01:03.2502619+01:00,14.88,NYSE,0.401
345.96,Unallocated,Equity Trading,DTCC,,89.84,Confirmed,Bank of America,AU,CP5000308,Broker,2025-03-16T17:30:03.2502619+00:00,CHF,592549861,5.22,D1000068,-0.5981,Desk_1,3.8,NASDAQ,EXT3000068,41.48,0.0921,INS_GOOGL,Alphabet Inc.,Equity,true,US508582289,2025-03-16T19:25:03.2502619+00:00,,559733.28,531.37,,PO2000068,Portfolio_18,255.12,,Bond,2194,559864.6,2025-03-17T18:01:03.2502619+00:00,Settled,Buy,Confirmed,Arbitrage,GOOGL,2025-03-16T18:01:03.2502619+00:00,Alice Williams,T6034,2025-03-18T18:01:03.2502619+00:00,5.99,BATS,2.023
,Unallocated,Prime Services,DTCC,,94.45,Confirmed,Deutsche Bank,AU,CP5000520,Broker,2024-07-12T17:28:03.2502619+01:00,CHF,424812355,81.55,D1000069,-0.2808,Desk_9,0.46,NASDAQ,EXT3000069,4.79,0.029,INS_AAPL,Apple Inc.,Equity,true,US771803347,2024-07-12T18:37:03.2502619+01:00,2025-10-12T18:01:03.2502619+01:00,62732.88,679.39,,PO2000069,Portfolio_14,248.94,,Future,252,62832.12,2024-07-14T18:01:03.2502619+01:00,Unsettled,Buy,Pending,Directional,AAPL,2024-07-12T18:01:03.2502619+01:00,John Smith,T6041,2024-07-14T18:01:03.2502619+01:00,46.15,Direct,1.009
,Allocated,Fixed Income,DTCC,Special handling required,38.56,Confirmed,Barclays,CH,CP5000932,Broker,2024-04-28T17:40:03.2502619+01:00,GBP,538884576,95.73,D1000070,-0.1636,Desk_1,1.34,NYSE,EXT3000070,43.7,0.0053,INS_WMT,Walmart Inc.,Equity,true,US904729639,2024-04-28T18:44:03.2502619+01:00,,136242.0,407.1,P4000370,PO2000070,Portfolio_1,151.38,,Cash Equity,900,136324.26,2024-04-30T18:01:03.2502619+01:00,Settled,Sell,Executed,Market Making,WMT,2024-04-28T18:01:03.2502619+01:00,Alice Williams,T6065,2024-04-30T18:01:03.2502619+01:00,8.53,NASDAQ,3.322
,Unallocated,Fixed Income,DTCC,,31.98,Pending,Deutsche Bank,US,CP5000944,Institution,2025-07-10T17:12:03.2502619+01:00,USD,108465268,19.04,D1000071,0.0104,Desk_4,2.07,AMEX,EXT3000071,26.15,0.0154,INS_WMT,Walmart Inc.,Equity,false,US890326982,2025-07-10T18:31:03.2502619+01:00,2026-02-10T18:01:03.2502619+00:00,1934898.4,193.27,,PO2000071,Portfolio_5,383.3,,Future,5048,1934956.53,2025-07-11T18:01:03.2502619+01:00,Unsettled,Sell,Confirmed,Hedging,WMT,2025-07-10T18:01:03.2502619+01:00,John Smith,T6066,2025-07-12T18:01:03.2502619+01:00,4.28,IEX,3.616
,Unallocated,Derivatives,DTCC,,50.45,Pending,Barclays,CA,CP5000150,Broker,2024-11-10T17:30:03.2502619+00:00,CHF,792005859,12.26,D1000072,-0.4857,Desk_5,6.15,NYSE,EXT3000072,19.67,0.0753,INS_BAC,Bank of America Corp.,Financial,true,US749540733,2024-11-10T19:04:03.2502619+00:00,2025-08-10T18:01:03.2502619+01:00,528054.03,388.02,,PO2000072,Portfolio_5,95.61,JP Morgan,Bond,5523,528124.15,2024-11-11T18:01:03.2502619+00:00,Unsettled,Buy,Pending,Arbitrage,BAC,2024-11-10T18:01:03.2502619+00:00,Alice Williams,T6099,2024-11-12T18:01:03.2502619+00:00,5.29,ARCA,0.425
,Allocated,Fixed Income,LCH,,28.28,Confirmed,Morgan Stanley,UK,CP5000228,Broker,2024-08-11T18:00:03.2502619+01:00,JPY,675451425,39.34,D1000073,-0.0988,Desk_8,1.37,AMEX,EXT3000073,29.58,0.0657,INS_GS,Goldman Sachs Group Inc.,Financial,true,US948923597,2024-08-11T18:29:03.2502619+01:00,2025-09-11T18:01:03.2502619+01:00,3584652.78,211.23,,PO2000073,Portfolio_15,390.23,JP Morgan,Bond,9186,3584710.64,2024-08-13T18:01:03.2502619+01:00,Unsettled,Sell,Cancelled,Flow Trading,GS,2024-08-11T18:01:03.2502619+01:00,Jane Doe,T6046,2024-08-13T18:01:03.2502619+01:00,2.17,NYSE,4.923
,Unallocated,Fixed Income,LCH,Special handling required,70.01,Confirmed,Citi,DE,CP5000094,Broker,2025-06-11T17:28:03.2502619+01:00,USD,431497497,65.07,D1000074,0.8643,Desk_3,8.78,NYSE,EXT3000074,5.31,0.0115,INS_JNJ,Johnson & Johnson,Equity,true,US643652484,2025-06-11T18:02:03.2502619+01:00,,555382.52,260.74,,PO2000074,Portfolio_5,212.14,Goldman Sachs,Option,2618,555457.84,2025-06-12T18:01:03.2502619+01:00,Settled,Sell,Pending,Directional,JNJ,2025-06-11T18:01:03.2502619+01:00,Alice Williams,T6046,2025-06-13T18:01:03.2502619+01:00,39.12,IEX,4.555
451.92,Allocated,Fixed Income,LCH,,18.53,Confirmed,Bank of America,JP,CP5000107,Broker,2024-07-20T17:18:03.2502619+01:00,GBP,729914147,24.46,D1000075,0.1428,Desk_4,1.65,NASDAQ,EXT3000075,36.19,0.0778,INS_JNJ,Johnson & Johnson,Equity,false,US193795141,2024-07-20T18:06:03.2502619+01:00,2026-05-20T18:01:03.2502619+01:00,2814799.24,4.27,,PO2000075,Portfolio_15,379.66,,Bond,7414,2814853.96,2024-07-21T18:01:03.2502619+01:00,Unsettled,Buy,Pending,Arbitrage,JNJ,2024-07-20T18:01:03.2502619+01:00,Bob Johnson,T6091,2024-07-22T18:01:03.2502619+01:00,38.13,Direct,1.975
,Unallocated,FX Trading,DTCC,,37.13,Confirmed,Morgan Stanley,CH,CP5000934,Broker,2024-02-07T17:50:03.2502619+00:00,USD,179918159,83.54,D1000076,0.9634,Desk_1,9.0,AMEX,EXT3000076,26.5,0.0587,INS_JPM,JPMorgan Chase & Co.,Financial,true,US604656911,2024-02-07T19:13:03.2502619+00:00,2024-10-07T18:01:03.2502619+01:00,436613.4,379.6,,PO2000076,Portfolio_19,169.23,,ETF,2580,436677.03,2024-02-09T18:01:03.2502619+00:00,Settled,Buy,Executed,Hedging,JPM,2024-02-07T18:01:03.2502619+00:00,Bob Johnson,T6035,2024-02-09T18:01:03.2502619+00:00,1.31,ARCA,4.422
,Allocated,Prime Services,DTCC,,99.59,Confirmed,Citi,CH,CP5000128,Broker,2025-06-03T17:56:03.2502619+01:00,CHF,710011956,34.21,D1000077,0.437,Desk_2,0.6,AMEX,EXT3000077,44.0,0.0186,INS_JNJ,Johnson & Johnson,Equity,true,US657315266,2025-06-03T18:02:03.2502619+01:00,2026-09-03T18:01:03.2502619+01:00,341454.24,847.01,,PO2000077,Portfolio_7,321.52,,Bond,1062,341597.83,2025-06-05T18:01:03.2502619+01:00,Settled,Sell,Confirmed,Hedging,JNJ,2025-06-03T18:01:03.2502619+01:00,John Smith,T6026,2025-06-05T18:01:03.2502619+01:00,41.69,NASDAQ,0.327
,Unallocated,Fixed Income,LCH,,70.33,Confirmed,Citi,CA,CP5000375,Broker,2025-03-14T17:36:03.2502619+00:00,EUR,981832311,31.95,D1000078,0.8128,Desk_8,8.27,NASDAQ,EXT3000078,8.3,0.0901,INS_MSFT,Microsoft Corporation,Equity,true,US890444787,2025-03-14T19:03:03.2502619+00:00,,548326.44,406.27,,PO2000078,Portfolio_12,84.54,,Future,6486,548405.07,2025-03-15T18:01:03.2502619+00:00,Settled,Buy,Executed,Market Making,MSFT,2025-03-14T18:01:03.2502619+00:00,Charlie Brown,T6055,2025-03-16T18:01:03.2502619+00:00,10.98,BATS,0.536
